Timestamp (s),Power (W),Temperature (°C),Memory (MB),Inference Time (s)
0.1969,0.0000,60.15,114.50,0.015636
0.2876,0.0000,60.69,115.00,0.013834
0.3665,0.0000,60.42,115.00,0.013786
0.4491,0.0000,60.69,115.00,0.013983
0.5287,0.0000,60.69,115.00,0.014477
0.6118,0.0000,60.69,115.00,0.014737
0.6905,0.0000,60.95,115.00,0.014250
0.7706,0.0000,60.95,115.00,0.014079
0.8489,0.0000,60.95,115.00,0.013763
0.9307,0.0000,60.95,115.00,0.014040
1.0089,0.0000,60.95,115.00,0.014210
1.0917,0.0000,60.42,115.00,0.014377
1.1705,0.0000,60.95,115.00,0.013951
1.2510,0.0000,60.95,115.00,0.014267
1.3318,0.0000,61.76,115.00,0.014470
1.4115,0.0000,61.22,115.00,0.013768
1.4906,0.0000,61.22,115.00,0.013412
1.5709,0.0000,60.95,115.00,0.013958
1.6480,0.0000,61.22,115.00,0.013365
1.7272,0.0000,60.95,115.00,0.013866
1.8068,0.0000,61.22,115.00,0.013966
1.8876,0.0000,61.22,115.00,0.014878
1.9660,0.0000,61.22,115.00,0.014060
2.0506,0.0000,61.49,115.00,0.014137
2.1279,0.0000,61.22,115.00,0.013923
2.2073,0.0000,61.49,115.00,0.013947
2.2846,0.0000,61.49,115.00,0.013318
2.3669,0.0000,61.76,115.00,0.014177
2.4454,0.0000,61.49,115.00,0.013631
2.5266,5.9200,61.22,115.00,0.013756
2.6040,5.9200,61.22,115.00,0.014004
2.6842,5.9200,61.49,115.00,0.014463
2.7687,5.9200,61.49,115.00,0.014088
2.8534,5.9200,61.49,115.00,0.015213
2.9357,5.9200,61.22,115.00,0.014487
3.0214,5.9200,62.03,115.00,0.014622
3.1078,5.9200,61.49,115.00,0.015015
3.1920,5.8740,61.76,115.00,0.014782
3.2793,5.8280,61.49,115.00,0.014906
3.3641,5.8280,61.76,115.00,0.014847
3.4466,5.8280,61.49,115.00,0.013900
3.5278,5.8280,61.76,115.00,0.014435
3.6071,5.8280,61.76,115.00,0.014521
3.6881,5.8280,61.49,115.00,0.014370
3.7665,5.8280,61.49,115.00,0.013868
3.8470,5.8280,62.03,115.00,0.013731
3.9260,5.8280,61.49,115.00,0.014297
4.0068,5.8280,61.76,115.00,0.014246
4.0876,5.8280,61.49,115.00,0.014267
4.1686,5.8280,61.49,115.00,0.014446
4.2502,5.9660,61.49,115.00,0.013622
4.3315,5.9660,61.49,115.00,0.013474
4.4101,5.9660,61.22,115.00,0.014096
4.4912,5.9660,61.22,115.00,0.014535
4.5711,5.9660,61.49,115.00,0.014339
4.6568,5.9660,61.49,115.00,0.014469
4.7382,5.9660,61.49,115.00,0.014604
4.8196,5.9660,61.49,115.00,0.014286
4.9035,5.9660,61.76,115.00,0.014518
4.9864,5.9660,61.22,115.00,0.014030
5.0687,5.9660,61.76,115.00,0.014617
5.1559,5.9660,61.76,115.00,0.014631
5.2394,5.9580,61.49,115.00,0.015058
5.3281,5.9580,61.22,115.00,0.013986
5.4108,5.9580,61.76,115.00,0.014792
5.4987,5.9580,61.76,116.00,0.014185
5.5810,5.9580,61.76,116.00,0.014921
5.6671,5.9580,61.49,116.00,0.014696
5.7513,5.9580,61.49,116.00,0.014561
5.8396,5.9580,61.22,116.00,0.014246
5.9249,5.9580,61.49,116.00,0.015238
6.0086,5.9580,61.76,116.00,0.014187
6.0908,5.9580,61.22,116.00,0.014693
6.1789,5.9580,61.76,116.00,0.014545
6.2634,5.8440,61.76,116.00,0.014605
6.3519,5.8440,61.49,116.00,0.014562
6.4364,5.8440,61.76,116.00,0.015144
6.5233,5.8440,61.49,116.00,0.014503
6.6072,5.8440,62.03,116.00,0.014975
6.6952,5.8440,61.76,116.00,0.014334
6.7800,5.8440,62.03,116.00,0.014683
6.8681,5.8440,61.76,116.00,0.014277
