time	power_W	temp4	temp5	temp6	temp7	max_temp
120.949	5.431	51.00	55.00	58.00	61.00	61.00
121.157	5.321	51.00	54.00	57.00	61.00	61.00
121.367	5.321	52.00	53.00	57.00	60.00	60.00
121.575	5.321	53.00	53.00	57.00	60.00	60.00
121.782	5.321	53.00	55.00	57.00	60.00	60.00
121.990	5.321	52.00	53.00	57.00	60.00	60.00
122.197	6.370	51.00	53.00	57.00	60.00	60.00
122.406	6.370	52.00	53.00	56.00	60.00	60.00
122.614	6.370	52.00	53.00	56.00	60.00	60.00
122.821	6.370	52.00	53.00	56.00	60.00	60.00
123.028	6.370	50.00	52.00	56.00	59.00	59.00
123.236	5.901	49.00	51.00	55.00	59.00	59.00
123.445	5.901	49.00	51.00	55.00	59.00	59.00
123.652	5.901	49.00	51.00	55.00	59.00	59.00
123.859	5.901	50.00	51.00	55.00	59.00	59.00
124.067	5.901	50.00	52.00	55.00	59.00	59.00
124.274	5.718	52.00	51.00	55.00	59.00	59.00
124.484	5.718	51.00	51.00	55.00	58.00	58.00
124.691	5.718	50.00	51.00	55.00	58.00	58.00
124.898	5.718	50.00	51.00	55.00	58.00	58.00
125.105	5.867	50.00	51.00	55.00	58.00	58.00
125.314	5.867	48.00	50.00	54.00	58.00	58.00
125.522	5.867	48.00	50.00	54.00	58.00	58.00
125.729	5.867	48.00	50.00	54.00	58.00	58.00
125.936	5.867	48.00	50.00	53.00	58.00	58.00
126.143	5.462	50.00	50.00	54.00	57.00	57.00
126.352	5.462	50.00	50.00	54.00	58.00	58.00
126.560	5.462	50.00	50.00	54.00	58.00	58.00
126.768	5.462	50.00	50.00	54.00	58.00	58.00
126.976	5.462	50.00	50.00	54.00	58.00	58.00
127.183	5.901	50.00	50.00	54.00	58.00	58.00
127.393	5.901	50.00	50.00	55.00	57.00	57.00
127.601	5.901	50.00	50.00	54.00	57.00	57.00
127.809	5.901	50.00	50.00	54.00	57.00	57.00
128.017	5.901	54.00	51.00	54.00	57.00	57.00
128.224	5.889	50.00	50.00	54.00	57.00	57.00
128.435	5.889	48.00	49.00	53.00	57.00	57.00
128.643	5.889	48.00	49.00	53.00	57.00	57.00
128.851	5.889	49.00	49.00	53.00	57.00	57.00
129.058	5.889	49.00	49.00	53.00	57.00	57.00
129.266	5.889	48.00	50.00	54.00	57.00	57.00
129.474	5.878	50.00	50.00	54.00	57.00	57.00
129.684	5.878	49.00	50.00	53.00	57.00	57.00
129.891	5.878	49.00	50.00	53.00	57.00	57.00
130.098	5.878	47.00	49.00	53.00	57.00	57.00
130.305	5.840	48.00	49.00	53.00	57.00	57.00
130.515	5.840	48.00	49.00	53.00	57.00	57.00
130.722	5.840	48.00	49.00	53.00	57.00	57.00
130.930	5.840	48.00	49.00	53.00	57.00	57.00
131.138	5.954	49.00	49.00	53.00	57.00	57.00
131.348	5.954	49.00	49.00	53.00	57.00	57.00
131.556	5.954	48.00	49.00	53.00	57.00	57.00
131.763	5.954	48.00	49.00	53.00	57.00	57.00
131.971	5.954	48.00	49.00	53.00	57.00	57.00
132.179	5.874	48.00	49.00	53.00	57.00	57.00
132.389	5.874	48.00	49.00	53.00	57.00	57.00
132.597	5.874	48.00	49.00	53.00	57.00	57.00
132.805	5.874	48.00	49.00	53.00	57.00	57.00
133.013	5.874	48.00	49.00	53.00	56.00	56.00
133.220	5.859	48.00	49.00	53.00	56.00	56.00
133.430	5.859	48.00	49.00	53.00	56.00	56.00
133.638	5.859	47.00	49.00	53.00	56.00	56.00
133.846	5.859	47.00	49.00	52.00	56.00	56.00
134.053	5.859	46.00	48.00	52.00	56.00	56.00
134.261	5.638	46.00	48.00	52.00	56.00	56.00
134.471	5.638	47.00	48.00	52.00	56.00	56.00
134.679	5.638	47.00	48.00	52.00	50.00	52.00
