Timestamp (s),Power (W),Temperature (°C),Inference Time (s)
73.7452,11.9660,71.75,0.033630
73.7809,11.9660,71.75,0.032534
73.8173,11.9660,71.75,0.033217
73.8536,11.9660,71.75,0.032463
73.8892,11.9660,71.75,0.032434
73.9254,11.9660,71.75,0.032850
73.9623,11.9660,71.62,0.032963
73.9980,11.9660,71.62,0.032518
74.0336,11.9660,71.75,0.032436
74.0705,11.9660,71.75,0.032841
74.1082,11.9660,71.75,0.034380
74.1438,11.7980,71.75,0.032415
74.1805,11.6300,71.75,0.032526
74.2162,11.6300,71.75,0.032551
74.2505,11.6300,71.88,0.031210
74.2877,11.6300,72.00,0.033021
74.3245,11.6300,71.88,0.033557
74.3609,11.6300,71.75,0.033241
74.3979,11.6300,71.62,0.033110
74.4335,11.6300,71.75,0.032414
74.4696,11.6300,71.75,0.032779
74.5076,11.6300,71.75,0.033916
74.5419,11.6300,71.75,0.031183
74.5781,11.6300,71.75,0.032954
74.6149,11.6300,71.75,0.032887
74.6506,11.6300,71.88,0.032542
74.6875,11.6300,71.88,0.033528
74.7244,11.6300,71.75,0.033040
74.7599,11.6300,71.75,0.032357
74.7954,11.6300,71.75,0.032394
74.8316,11.6300,71.75,0.032376
74.8671,11.6300,71.88,0.032399
74.9034,11.6300,72.00,0.032871
74.9408,11.6300,71.75,0.033430
74.9765,11.6300,71.75,0.032534
75.0125,11.6300,71.75,0.032820
75.0487,11.6300,71.88,0.032311
75.0844,11.6300,71.75,0.032517
75.1205,11.6300,71.88,0.033045
75.1569,11.6300,71.75,0.032462
75.1937,11.6300,71.75,0.033476
75.2295,11.6300,71.88,0.032621
75.2661,11.6815,71.88,0.032576
75.3022,11.7330,71.88,0.032649
75.3377,11.7330,72.00,0.032412
75.3754,11.7330,71.75,0.033546
75.4115,11.7330,71.62,0.032996
75.4470,11.7330,71.75,0.032352
75.4851,11.7330,71.75,0.034034
75.5207,11.7330,71.75,0.032427
75.5579,11.7330,71.75,0.033979
75.5943,11.7330,71.75,0.032479
75.6284,11.7330,71.88,0.030959
75.6647,11.7330,72.12,0.032933
75.7010,11.7330,71.88,0.032402
75.7385,11.7330,71.75,0.034078
75.7741,11.7330,71.75,0.032526
75.8104,11.7330,71.62,0.032429
75.8480,11.7330,71.62,0.034207
75.8842,11.7330,71.75,0.033069
75.9204,11.7330,71.75,0.032338
75.9574,11.7330,71.75,0.033642
75.9930,11.7330,71.75,0.032460
76.0312,11.7330,71.75,0.034130
76.0667,11.7330,71.75,0.032439
76.1036,11.7330,71.75,0.033617
76.1402,11.7330,71.75,0.032703
76.1764,11.7330,71.75,0.033054
76.2120,11.7330,71.75,0.032471
76.2486,11.7425,71.75,0.032634
76.2850,11.7520,71.75,0.032824
76.3212,11.7520,71.75,0.033109
76.3577,11.7520,71.75,0.032611
76.3936,11.7520,71.88,0.032658
76.4298,11.7520,71.88,0.032827
76.4681,11.7520,71.75,0.034270
76.5036,11.7520,71.75,0.032496
76.5393,11.7520,71.75,0.032555
76.5759,11.7520,71.75,0.032730
76.6104,11.7520,72.00,0.031394
76.6467,11.7520,72.25,0.033053
76.6844,11.7520,71.88,0.033618
76.7207,11.7520,71.75,0.033139
76.7570,11.7520,71.75,0.033163
76.7935,11.7520,71.88,0.032602
76.8297,11.7520,71.88,0.032906
76.8670,11.7520,71.75,0.033929
76.9021,11.7520,71.88,0.031214
76.9382,11.7520,72.00,0.032822
76.9743,11.7520,71.75,0.033007
77.0109,11.7520,71.88,0.032623
77.0478,11.7520,71.75,0.033582
77.0842,11.7520,71.75,0.033345
77.1206,11.7520,71.75,0.032538
77.1563,11.7520,71.75,0.032522
77.1920,11.7520,72.00,0.032543
77.2284,11.7520,72.00,0.032510
77.2647,11.7520,71.75,0.033015
77.3015,11.8495,71.75,0.033461
77.3384,11.9470,71.62,0.032694
77.3745,11.9470,71.88,0.032908
77.4101,11.9470,71.75,0.032459
77.4467,11.9470,71.75,0.032643
77.4828,11.9470,71.75,0.032975
77.5185,11.9470,71.88,0.032548
77.5562,11.9470,71.88,0.033609
77.5920,11.9470,71.88,0.032713
77.6277,11.9470,72.12,0.032601
77.6641,11.9470,72.00,0.032513
77.6996,11.9470,72.00,0.032355
77.7364,11.9470,72.12,0.033444
77.7734,11.9470,71.75,0.033103
77.8090,11.9470,71.88,0.032457
77.8465,11.9470,72.00,0.034123
77.8830,11.9470,71.75,0.032606
77.9206,11.9470,71.75,0.034364
77.9563,11.9470,71.88,0.032484
77.9913,11.9470,72.00,0.031174
78.0275,11.9470,72.00,0.032854
78.0630,11.9470,72.12,0.032482
78.1014,11.9470,72.00,0.034302
78.1370,11.7635,71.75,0.032452
78.1730,11.5800,72.00,0.032593
78.2114,11.5800,71.88,0.034245
78.2478,11.5800,71.75,0.033316
78.2834,11.5800,71.75,0.032546
78.3215,11.5800,71.75,0.033858
78.3570,11.5800,71.75,0.032379
78.3945,11.5800,71.75,0.034184
78.4308,11.5800,71.75,0.032391
78.4675,11.5800,71.75,0.033416
78.5031,11.5800,71.75,0.032493
78.5402,11.5800,71.88,0.033183
78.5760,11.5800,72.00,0.032619
78.6116,11.5800,72.25,0.032465
78.6485,11.5800,72.00,0.032865
78.6847,11.5800,71.75,0.033050
78.7203,11.5800,71.75,0.032542
78.7566,11.5800,71.75,0.032362
78.7927,11.5800,71.75,0.032856
78.8303,11.5800,71.75,0.034275
78.8667,11.5800,71.75,0.032443
78.9024,11.5800,71.75,0.032539
78.9381,11.5800,71.88,0.032573
78.9732,11.5800,72.38,0.031275
79.0094,11.5800,72.38,0.032790
79.0461,11.5800,72.00,0.033483
79.0832,11.5800,72.00,0.033186
79.1196,11.5800,71.88,0.033304
79.1553,11.8185,72.00,0.032590
79.1926,12.0570,71.75,0.032933
79.2298,12.0570,71.75,0.033850
79.2641,12.0570,72.00,0.031141
79.3011,12.0570,72.12,0.032909
79.3372,12.0570,72.00,0.032978
79.3730,12.0570,72.12,0.032618
79.4106,12.0570,72.00,0.033557
79.4468,12.0570,71.88,0.033095
79.4825,12.0570,72.12,0.032548
79.5189,12.0570,72.25,0.032457
79.5545,12.0570,72.25,0.032460
79.5901,12.0570,72.25,0.032497
79.6270,12.0570,72.00,0.032882
79.6641,12.0570,72.00,0.033708
79.6997,12.0570,72.12,0.032457
79.7363,12.0570,72.00,0.032785
79.7719,12.0570,72.00,0.032403
79.8075,12.0570,72.12,0.032582
79.8444,12.0570,72.00,0.033004
79.8801,12.0570,72.25,0.032520
79.9168,12.0570,71.88,0.033433
79.9532,12.0570,72.00,0.032439
79.9889,12.0570,72.25,0.032550
80.0244,12.0570,72.50,0.032346
80.0610,12.0570,72.38,0.032796
80.0980,12.0570,72.25,0.033591
80.1342,12.0570,72.12,0.032996
80.1704,12.0570,72.25,0.032365
80.2082,12.0570,72.00,0.034375
80.2437,12.0210,72.00,0.032414
80.2823,11.9850,72.00,0.034211
80.3177,11.9850,72.00,0.032291
80.3520,11.9850,72.38,0.031068
80.3890,11.9850,72.38,0.032933
80.4245,11.9850,72.25,0.032363
80.4621,11.9850,72.12,0.034248
80.4985,11.9850,72.12,0.032481
80.5340,11.9850,72.25,0.032337
80.5717,11.9850,72.00,0.034392
80.6087,11.9850,72.00,0.033153
80.6443,11.9850,72.12,0.032416
80.6816,11.9850,72.12,0.033832
80.7180,11.9850,72.25,0.032529
80.7557,11.9850,72.12,0.034263
80.7913,11.9850,72.12,0.032523
80.8288,11.9850,71.88,0.033515
80.8645,11.9850,71.88,0.032548
80.9008,11.9850,72.12,0.033155
80.9373,11.9850,72.12,0.032559
80.9728,11.9850,72.25,0.032353
81.0089,11.9850,72.25,0.032781
81.0457,11.9850,72.00,0.032994
81.0813,11.9850,72.12,0.032391
81.1168,11.9850,72.38,0.032379
81.1536,11.9850,72.25,0.032762
81.1911,11.9850,72.00,0.034102
81.2267,11.8515,72.00,0.032433
81.2633,11.7180,72.12,0.032465
81.2989,11.7180,72.25,0.032562
81.3333,11.7180,72.38,0.031249
81.3703,11.7180,72.12,0.032846
81.4073,11.7180,72.25,0.033664
81.4436,11.7180,72.12,0.033258
81.4806,11.7180,72.00,0.033093
81.5161,11.7180,72.00,0.032355
81.5523,11.7180,72.25,0.032948
81.5902,11.7180,72.00,0.033851
81.6244,11.7180,72.38,0.030969
81.6606,11.7180,72.38,0.032915
81.6975,11.7180,72.12,0.032996
81.7331,11.7180,72.38,0.032474
81.7698,11.7180,72.38,0.033371
81.8069,11.7180,72.25,0.033168
81.8424,11.7180,72.25,0.032363
81.8780,11.7180,72.50,0.032482
81.9143,11.7180,72.50,0.032390
81.9500,11.7180,72.50,0.032463
81.9861,11.7180,72.50,0.032803
82.0238,11.7180,72.50,0.033588
82.0594,11.7180,72.25,0.032524
82.0955,11.7180,72.38,0.033002
82.1318,11.7045,72.25,0.032468
82.1679,11.6910,72.25,0.032610
82.2041,11.6910,72.38,0.033120
82.2404,11.6910,72.38,0.032440
82.2773,11.6910,72.38,0.033462
82.3129,11.6910,72.50,0.032476
82.3493,11.6910,72.50,0.032468
82.3850,11.6910,72.50,0.032532
82.4204,11.6910,72.50,0.032318
82.4582,11.6910,72.50,0.033555
82.4943,11.6910,72.50,0.033010
82.5298,11.6910,72.50,0.032283
82.5682,11.6910,72.12,0.034327
82.6039,11.6910,72.25,0.032534
82.6414,11.6910,72.25,0.034122
82.6777,11.6910,72.25,0.032493
82.7120,11.6910,72.25,0.031053
82.7482,11.6910,72.38,0.032851
82.7844,11.6910,72.50,0.032348
82.8219,11.6910,72.50,0.034163
82.8575,11.6910,72.50,0.032507
82.8940,11.6910,72.50,0.032526
82.9315,11.6910,72.50,0.034213
82.9678,11.6910,72.25,0.033173
83.0042,11.6910,72.12,0.032477
83.0414,11.6910,72.25,0.033805
83.0770,11.6910,72.50,0.032416
83.1154,11.6910,72.38,0.034373
83.1511,11.8820,72.25,0.032523
83.1882,12.0730,72.38,0.033615
83.2248,12.0730,72.12,0.032641
83.2611,12.0730,72.12,0.033185
83.2970,12.0730,72.25,0.032646
83.3336,12.0730,72.25,0.032639
83.3699,12.0730,72.38,0.032938
83.4061,12.0730,72.38,0.033052
83.4425,12.0730,72.38,0.032516
83.4782,12.0730,72.50,0.032551
83.5144,12.0730,72.50,0.032928
83.5528,12.0730,72.12,0.034297
83.5884,12.0730,72.12,0.032513
83.6241,12.0730,72.38,0.032501
83.6605,12.0730,72.38,0.032500
83.6949,12.0730,72.50,0.031256
83.7311,12.0730,72.38,0.032917
83.7686,12.0730,72.38,0.033397
83.8049,12.0730,72.50,0.033160
83.8414,12.0730,72.38,0.033274
83.8778,12.0730,72.38,0.032477
83.9140,12.0730,72.50,0.032965
83.9512,12.0730,72.38,0.033863
83.9861,12.0730,72.25,0.031030
84.0222,12.0730,72.38,0.032797
84.0582,12.0730,72.38,0.032890
84.0946,12.0730,72.25,0.032483
84.1315,12.0730,72.25,0.033564
84.1678,12.0730,72.38,0.033275
84.2046,11.8250,72.50,0.032559
84.2403,11.8250,72.50,0.032554
84.2759,11.8250,72.50,0.032368
84.3123,11.8250,72.50,0.032443
84.3483,11.8250,72.50,0.032773
84.3850,11.8250,72.50,0.033408
84.4215,11.8250,72.38,0.032593
84.4575,11.8250,72.38,0.032865
84.4930,11.8250,72.38,0.032326
84.5294,11.8250,72.38,0.032475
84.5655,11.8250,72.38,0.033014
84.6012,11.8250,72.50,0.032511
84.6389,11.8250,72.38,0.033599
84.6745,11.8250,72.50,0.032431
84.7100,11.8250,72.50,0.032417
84.7464,11.8250,72.50,0.032509
84.7819,11.8250,72.62,0.032373
84.8188,11.8250,72.50,0.033473
84.8558,11.8250,72.50,0.033073
84.8911,11.8250,72.62,0.032232
84.9286,11.8250,72.62,0.034119
84.9649,11.8250,72.25,0.032451
85.0023,11.8250,72.25,0.034082
85.0378,11.8250,72.38,0.032363
85.0728,11.8250,72.62,0.031118
85.1091,11.8250,72.50,0.032864
85.1446,11.8250,72.50,0.032412
85.1829,11.8250,72.38,0.034196
85.2186,11.8250,72.50,0.032566
85.2543,11.7810,72.62,0.032493
85.2930,11.7370,72.62,0.034348
85.3292,11.7370,72.38,0.033023
85.3648,11.7370,72.38,0.032433
85.4028,11.7370,72.38,0.033868
85.4385,11.7370,72.50,0.032471
85.4761,11.7370,72.50,0.034313
85.5124,11.7370,72.38,0.032385
85.5491,11.7370,72.38,0.033426
85.5848,11.7370,72.25,0.032487
85.6218,11.7370,72.38,0.033139
85.6574,11.7370,72.38,0.032408
85.6928,11.7370,72.50,0.032332
85.7297,11.7370,72.38,0.032813
85.7657,11.7370,72.50,0.032893
85.8013,11.7370,72.62,0.032387
85.8376,11.7370,72.50,0.032461
85.8737,11.7370,72.50,0.032771
85.9113,11.7370,72.50,0.034320
85.9476,11.7370,72.50,0.032438
85.9833,11.7370,72.50,0.032603
86.0189,11.7370,72.62,0.032479
86.0542,11.7370,72.62,0.031396
86.0905,11.7370,72.75,0.033033
86.1275,11.8495,72.75,0.033654
86.1649,11.9620,72.25,0.033184
86.2012,11.9620,72.38,0.033123
86.2368,11.9620,72.62,0.032447
86.2739,11.9620,72.50,0.033049
86.3113,11.9620,72.50,0.034033
86.3455,11.9620,72.62,0.031101
86.3823,11.9620,72.62,0.032812
86.4184,11.9620,72.50,0.032913
86.4542,11.9620,72.50,0.032639
86.4917,11.9620,72.38,0.033540
86.5279,11.9620,72.38,0.033109
86.5636,11.9620,72.50,0.032554
86.5999,11.9620,72.62,0.032430
86.6356,11.9620,72.50,0.032601
86.6712,11.9620,72.50,0.032556
86.7082,11.9620,72.38,0.032994
86.7450,11.9620,72.50,0.033468
86.7806,11.9620,72.62,0.032449
86.8172,11.9620,72.62,0.032754
86.8527,11.9620,72.62,0.032334
86.8882,11.9620,72.75,0.032422
86.9252,11.9620,72.75,0.033044
86.9608,11.9620,72.75,0.032520
86.9976,11.9620,72.75,0.033478
87.0340,11.9620,72.62,0.032506
87.0696,11.9620,72.62,0.032393
87.1052,11.9620,72.62,0.032467
87.1416,11.9620,72.50,0.032521
87.1785,11.9620,72.75,0.033511
87.2148,11.9620,72.62,0.033101
87.2511,11.9620,72.62,0.032472
87.2888,11.9620,72.50,0.034344
87.3245,11.9620,72.62,0.032517
87.3630,11.9010,72.62,0.034374
87.3989,11.8400,72.62,0.032520
87.4331,11.8400,72.62,0.031104
87.4702,11.8400,72.62,0.032974
87.5058,11.8400,72.75,0.032480
87.5434,11.8400,72.62,0.034255
87.5798,11.8400,72.62,0.032550
87.6154,11.8400,72.75,0.032511
87.6530,11.8400,72.62,0.034323
87.6902,11.8400,72.38,0.033299
87.7259,11.8400,72.50,0.032501
87.7633,11.8400,72.50,0.033948
87.7997,11.8400,72.62,0.032572
87.8372,11.8400,72.62,0.034259
87.8729,11.8400,72.75,0.032480
87.9104,11.8400,72.62,0.033539
87.9462,11.8400,72.38,0.032551
87.9826,11.8400,72.38,0.033228
88.0190,11.8400,72.38,0.032487
88.0544,11.8400,72.50,0.032309
88.0903,11.8400,72.75,0.032596
88.1270,11.8400,72.50,0.032831
88.1625,11.8400,72.62,0.032386
88.1982,11.6870,72.62,0.032223
88.2351,11.6870,72.62,0.032825
88.2724,11.6870,72.62,0.034026
88.3079,11.6870,72.75,0.032341
88.3440,11.6870,72.75,0.032254
88.3794,11.6870,72.75,0.032288
88.4135,11.6870,72.75,0.031031
88.4502,11.6870,72.75,0.032689
88.4868,11.6870,72.75,0.033254
88.5229,11.6870,72.75,0.032968
88.5598,11.6870,72.75,0.032968
88.5953,11.6870,72.75,0.032391
88.6313,11.6870,72.75,0.032825
88.6690,11.6870,72.75,0.033602
88.7029,11.6870,72.75,0.030823
88.7388,11.6870,72.75,0.032597
88.7754,11.6870,72.75,0.032716
88.8107,11.6870,72.75,0.032199
88.8475,11.6870,72.62,0.033546
88.8844,11.6870,72.62,0.032986
88.9199,11.6870,72.62,0.032387
88.9551,11.6870,72.62,0.032128
88.9914,11.6870,72.62,0.032347
89.0268,11.6870,72.62,0.032288
89.0628,11.6870,72.75,0.032732
89.1001,11.6870,72.62,0.033288
89.1357,11.6870,72.75,0.032440
89.1714,11.6870,72.75,0.032659
89.2077,11.7140,72.75,0.032436
89.2436,11.7410,72.75,0.032501
89.2796,11.7410,72.75,0.032977
89.3158,11.7410,72.75,0.032320
89.3525,11.7410,72.75,0.033367
89.3879,11.7410,72.75,0.032312
89.4242,11.7410,72.75,0.032314
89.4596,11.7410,72.75,0.032298
89.4950,11.7410,72.75,0.032303
89.5326,11.7410,72.75,0.033340
89.5687,11.7410,72.62,0.033027
89.6042,11.7410,72.75,0.032347
89.6424,11.7410,72.75,0.034127
89.6779,11.7410,72.62,0.032341
89.7153,11.7410,72.75,0.034088
89.7515,11.7410,72.75,0.032377
89.7855,11.7410,72.75,0.030890
89.8216,11.7410,72.75,0.032763
89.8577,11.7410,72.75,0.032240
89.8953,11.7410,72.75,0.034188
89.9307,11.7410,72.75,0.032387
89.9669,11.7410,72.75,0.032286
90.0044,11.7410,72.75,0.034189
90.0406,11.7410,72.62,0.033038
90.0771,11.7410,72.62,0.032389
90.1146,11.7410,72.62,0.034051
90.1503,11.7235,72.75,0.032542
90.1890,11.7060,72.75,0.034296
90.2245,11.7060,72.75,0.032352
90.2612,11.7060,72.62,0.033455
90.2977,11.7060,72.50,0.032502
90.3338,11.7060,72.62,0.033045
90.3695,11.7060,72.62,0.032506
90.4058,11.7060,72.62,0.032421
90.4420,11.7060,72.75,0.032818
90.4781,11.7060,72.75,0.032934
90.5145,11.7060,72.75,0.032532
90.5502,11.7060,72.75,0.032501
90.5862,11.7060,72.75,0.032757
90.6245,11.7060,72.75,0.034270
90.6601,11.7060,72.62,0.032376
90.6957,11.7060,72.75,0.032534
90.7320,11.7060,72.75,0.032435
90.7663,11.7060,72.75,0.031141
90.8024,11.7060,72.75,0.032851
90.8400,11.7060,72.75,0.033470
90.8762,11.7060,72.75,0.033101
90.9124,11.7060,72.62,0.033125
90.9488,11.7060,72.62,0.032506
90.9848,11.7060,72.75,0.032642
91.0220,11.7060,72.75,0.033847
91.0569,11.7060,72.75,0.030985
91.0930,11.7060,72.75,0.032841
91.1290,11.7060,72.75,0.032837
91.1653,11.7060,72.75,0.032358
91.2020,11.7060,72.75,0.033430
91.2383,11.7060,72.75,0.033162
91.2746,11.7060,72.75,0.032381
91.3103,11.7060,72.62,0.032512
91.3459,11.7060,72.75,0.032511
91.3825,11.8950,72.75,0.032622
91.4190,12.0840,72.62,0.032910
91.4557,12.0840,72.62,0.033428
91.4921,12.0840,72.75,0.032423
91.5280,12.0840,72.75,0.032809
91.5637,12.0840,72.75,0.032546
91.6001,12.0840,72.75,0.032544
91.6362,12.0840,72.75,0.033010
91.6719,12.0840,72.75,0.032472
91.7094,12.0840,72.75,0.033427
91.7451,12.0840,72.75,0.032558
91.7807,12.0840,72.75,0.032399
91.8170,12.0840,72.75,0.032472
91.8525,12.0840,72.75,0.032306
91.8892,12.0840,72.75,0.033342
91.9262,12.0840,72.62,0.033071
91.9617,12.0840,72.62,0.032365
91.9995,12.0840,72.62,0.034422
92.0358,12.0840,72.75,0.032496
92.0732,12.0840,72.75,0.034122
92.1090,12.0840,72.75,0.032621
92.1441,12.0840,72.75,0.031142
92.1801,11.9850,72.75,0.032763
92.2161,11.8860,72.75,0.032469
92.2543,11.8860,72.75,0.034135
92.2900,11.8860,72.62,0.032550
92.3257,11.8860,72.62,0.032528
92.3641,11.8860,72.62,0.034295
92.4004,11.8860,72.75,0.033114
92.4360,11.8860,72.75,0.032484
92.4739,11.8860,72.75,0.033727
92.5096,11.8860,72.75,0.032475
92.5471,11.8860,72.75,0.034205
92.5834,11.8860,72.75,0.032376
92.6203,11.8860,72.75,0.033634
92.6559,11.8860,72.75,0.032441
92.6928,11.8860,72.75,0.033031
92.7283,11.8860,72.75,0.032382
92.7639,11.8860,72.75,0.032432
92.8007,11.8860,72.75,0.032749
92.8368,11.8860,72.75,0.032972
92.8725,11.8860,72.75,0.032511
92.9087,11.8860,72.75,0.032336
92.9449,11.8860,72.75,0.032968
92.9824,11.8860,72.75,0.034137
93.0186,11.8860,72.75,0.032295
93.0542,11.8860,72.75,0.032494
93.0899,11.8860,72.75,0.032526
93.1251,11.8860,72.75,0.031354
93.1613,11.8860,72.75,0.032910
93.1980,11.8860,72.75,0.033406
93.2350,11.8860,72.75,0.033072
93.2712,11.8860,72.75,0.033078
93.3068,11.8000,72.75,0.032540
93.3441,11.7140,72.75,0.032902
93.3812,11.7140,72.75,0.033754
93.4157,11.7140,72.62,0.031286
93.4526,11.7140,72.62,0.032896
93.4885,11.7140,72.62,0.032727
93.5239,11.7140,72.62,0.032262
93.5613,11.7140,72.62,0.033410
93.5975,11.7140,72.75,0.033049
93.6330,11.7140,72.75,0.032393
93.6692,11.7140,72.75,0.032251
93.7047,11.7140,72.75,0.032403
93.7400,11.7140,72.75,0.032185
93.7768,11.7140,72.75,0.032749
93.8134,11.7140,72.75,0.033289
93.8490,11.7140,72.75,0.032442
93.8855,11.7140,72.75,0.032587
93.9208,11.7140,72.75,0.032186
93.9562,11.7140,72.75,0.032327
93.9929,11.7140,72.75,0.032727
94.0283,11.7140,72.88,0.032330
94.0649,11.7140,72.88,0.033284
94.1010,11.7140,72.75,0.032249
94.1366,11.7140,72.75,0.032437
94.1720,11.7140,72.75,0.032281
94.2083,11.7140,72.75,0.032434
94.2450,11.7275,72.75,0.033304
94.2815,11.7410,72.75,0.033022
94.3176,11.7410,72.62,0.032203
94.3550,11.7410,72.62,0.034042
94.3904,11.7410,72.75,0.032341
94.4286,11.7410,72.75,0.034094
94.4641,11.7410,72.75,0.032387
94.4981,11.7410,72.75,0.030843
94.5349,11.7410,72.75,0.032796
94.5703,11.7410,72.75,0.032222
94.6078,11.7410,72.75,0.034183
94.6440,11.7410,72.75,0.032272
94.6793,11.7410,72.75,0.032207
94.7165,11.7410,72.75,0.033985
94.7532,11.7410,72.62,0.032874
94.7886,11.7410,72.75,0.032191
94.8256,11.7410,72.75,0.033596
94.8618,11.7410,72.75,0.032327
94.8993,11.7410,72.75,0.034235
94.9346,11.7410,72.75,0.032227
94.9721,11.7410,72.75,0.033409
95.0076,11.7410,72.75,0.032357
95.0438,11.7410,72.75,0.033087
95.0798,11.7410,72.75,0.032217
95.1154,11.7410,72.75,0.032451
95.1514,11.7540,72.75,0.032809
95.1885,11.7670,72.62,0.032994
95.2240,11.7670,72.75,0.032301
95.2593,11.7670,72.75,0.032221
95.2961,11.7670,72.62,0.032757
95.3333,11.7670,72.75,0.033953
95.3688,11.7670,72.75,0.032275
95.4050,11.7670,72.75,0.032292
95.4405,11.7670,72.75,0.032381
95.4747,11.7670,72.88,0.031074
95.5115,11.7670,72.75,0.032804
95.5482,11.7670,72.75,0.033403
95.5841,11.7670,72.75,0.032844
95.6208,11.7670,72.75,0.032824
95.6561,11.7670,72.75,0.032181
95.6922,11.7670,72.75,0.032725
95.7300,11.7670,72.75,0.033828
95.7641,11.7670,72.88,0.030924
95.8001,11.7670,73.00,0.032744
95.8367,11.7670,72.88,0.032717
95.8723,11.7670,72.75,0.032482
95.9089,11.7670,72.75,0.033304
95.9457,11.7670,72.62,0.032930
95.9811,11.7670,72.62,0.032270
96.0165,11.7670,72.75,0.032300
96.0526,11.7670,72.62,0.032254
96.0879,11.7670,72.75,0.032182
96.1240,11.7670,72.75,0.032743
96.1615,11.6815,72.62,0.033469
96.1976,11.5960,72.75,0.032620
96.2334,11.5960,72.75,0.032708
96.2697,11.5960,72.75,0.032409
96.3053,11.5960,72.75,0.032374
96.3414,11.5960,72.75,0.032989
96.3778,11.5960,72.75,0.032487
96.4146,11.5960,72.75,0.033466
96.4502,11.5960,72.75,0.032431
96.4864,11.5960,72.75,0.032380
96.5220,11.5960,72.75,0.032417
96.5574,11.5960,72.75,0.032328
96.5951,11.5960,72.75,0.033540
96.6324,11.5960,72.75,0.034089
96.6680,11.5960,72.75,0.032423
96.7063,11.5960,72.75,0.034195
96.7418,11.5960,72.75,0.032395
96.7794,11.5960,72.75,0.034261
96.8158,11.5960,72.75,0.032510
96.8499,11.5960,72.88,0.031022
96.8860,11.5960,73.00,0.032806
96.9224,11.5960,73.00,0.032423
96.9602,11.5960,72.88,0.034479
96.9959,11.5960,72.75,0.032546
97.0323,11.5960,72.75,0.032466
97.0697,11.5960,72.75,0.034067
97.1059,11.5960,72.75,0.033077
97.1422,11.5960,72.75,0.032406
97.1795,11.5960,72.75,0.033840
97.2149,11.5960,72.75,0.032313
97.2531,11.5960,72.62,0.034115
97.2888,11.5960,72.75,0.032566
97.3259,11.5960,72.75,0.033705
97.3623,11.8155,72.75,0.032498
97.3990,12.0350,72.75,0.033241
97.4347,12.0350,72.75,0.032499
97.4709,12.0350,72.75,0.032380
97.5072,12.0350,72.75,0.032868
97.5431,12.0350,72.75,0.032855
97.5795,12.0350,72.62,0.032484
97.6149,12.0350,72.62,0.032331
97.6513,12.0350,72.75,0.033024
97.6894,12.0350,72.75,0.034083
97.7249,12.0350,72.75,0.032333
97.7604,12.0350,72.75,0.032368
97.7968,12.0350,72.88,0.032514
97.8310,12.0350,72.75,0.031062
97.8673,12.0350,72.75,0.032968
97.9048,12.0350,72.75,0.033519
97.9410,12.0350,72.75,0.032974
97.9773,12.0350,72.75,0.033163
98.0137,12.0350,72.75,0.032534
98.0500,12.0350,72.75,0.032962
98.0871,12.0350,72.75,0.033801
98.1222,12.0350,72.75,0.031196
98.1584,12.0350,72.75,0.032926
98.1945,12.0350,72.75,0.032863
98.2309,12.0785,72.75,0.032556
98.2680,12.1220,72.75,0.033534
98.3044,12.1220,72.75,0.033263
98.3408,12.1220,72.75,0.032525
98.3764,12.1220,72.75,0.032452
98.4120,12.1220,72.88,0.032500
98.4483,12.1220,73.00,0.032355
98.4844,12.1220,72.88,0.032829
98.5212,12.1220,72.75,0.033515
98.5576,12.1220,72.62,0.032541
98.5936,12.1220,72.75,0.032761
98.6291,12.1220,72.88,0.032443
98.6655,12.1220,73.00,0.032444
98.7015,12.1220,72.88,0.032928
98.7370,12.1220,72.88,0.032312
98.7746,12.1220,72.75,0.033531
98.8101,12.1220,72.75,0.032415
98.8457,12.1220,72.75,0.032415
98.8820,12.1220,72.75,0.032363
98.9174,12.1220,72.75,0.032242
98.9542,12.1220,72.88,0.033417
98.9911,12.1220,72.88,0.033030
99.0268,12.1220,72.88,0.032496
99.0644,12.1220,72.88,0.034264
99.1009,12.1220,72.75,0.032531
99.1383,12.1220,72.75,0.034147
99.1739,12.1220,72.75,0.032431
99.2089,12.1220,72.88,0.031065
99.2451,12.1220,72.75,0.032898
99.2807,12.1220,72.75,0.032439
99.3193,11.9350,72.75,0.034396
99.3552,11.7480,72.75,0.032611
99.3907,11.7480,72.75,0.032327
99.4291,11.7480,72.75,0.034325
99.4653,11.7480,72.75,0.033098
99.5009,11.7480,72.75,0.032431
99.5390,11.7480,72.75,0.033901
99.5746,11.7480,72.75,0.032458
99.6122,11.7480,72.75,0.034217
99.6485,11.7480,72.75,0.032431
99.6854,11.7480,72.75,0.033537
99.7208,11.7480,72.75,0.032290
99.7578,11.7480,72.75,0.033095
99.7935,11.7480,72.75,0.032574
99.8290,11.7480,72.75,0.032356
99.8658,11.7480,72.75,0.032725
99.9018,11.7480,72.75,0.032895
99.9374,11.7480,72.75,0.032394
99.9737,11.7480,72.75,0.032405
100.0099,11.7480,72.88,0.032884
100.0478,11.7480,72.75,0.034534
100.0841,11.7480,72.75,0.032416
100.1197,11.7480,72.88,0.032516
100.1553,11.8320,73.00,0.032537
100.1907,11.9160,72.88,0.031258
100.2269,11.9160,72.88,0.032918
100.2638,11.9160,72.75,0.033520
100.3009,11.9160,72.75,0.033155
100.3371,11.9160,72.75,0.033034
100.3727,11.9160,72.88,0.032507
