Timestamp (s),Power (W),Temperature (°C),Inference Time (s)
170.4562,11.9810,74.75,0.032288
170.4930,11.9810,74.75,0.032861
170.5284,11.9810,74.75,0.032328
170.5638,11.9810,74.75,0.032250
170.6007,11.9810,74.75,0.032772
170.6366,11.9810,74.75,0.032782
170.6721,11.9810,74.75,0.032313
170.7083,11.9810,74.75,0.032334
170.7444,11.9810,74.75,0.032769
170.7819,11.9810,74.75,0.034239
170.8183,11.9810,74.62,0.032523
170.8540,11.9810,74.62,0.032526
170.8896,11.9810,74.62,0.032438
170.9247,11.9810,74.62,0.031247
170.9609,11.9810,74.75,0.032884
170.9975,11.9810,74.62,0.033345
171.0346,11.9810,74.62,0.033153
171.0709,11.9810,74.75,0.033199
171.1066,11.9810,74.75,0.032488
171.1435,11.9810,74.75,0.032847
171.1807,11.9810,74.75,0.033897
171.2149,11.9810,74.75,0.031062
171.2521,12.1145,74.75,0.033154
171.2885,12.2480,74.75,0.032979
171.3242,12.2480,74.75,0.032576
171.3618,12.2480,74.62,0.033553
171.3982,12.2480,74.75,0.033145
171.4338,12.2480,74.75,0.032489
171.4701,12.2480,74.75,0.032507
171.5057,12.2480,74.75,0.032376
171.5414,12.2480,74.75,0.032607
171.5783,12.2480,74.75,0.032816
171.6150,12.2480,74.75,0.033420
171.6505,12.2480,74.75,0.032427
171.6873,12.2480,74.75,0.032887
171.7229,12.2480,74.75,0.032465
171.7585,12.2480,74.75,0.032512
171.7954,12.2480,74.75,0.032969
171.8310,12.2480,74.75,0.032488
171.8679,12.2480,74.75,0.033583
171.9042,12.2480,74.62,0.032409
171.9398,12.2480,74.75,0.032449
171.9755,12.2480,74.75,0.032544
172.0118,12.2480,74.75,0.032441
172.0487,12.2480,74.75,0.033556
172.0850,12.2480,74.75,0.033177
172.1214,12.2480,74.75,0.032475
172.1588,12.1965,74.75,0.034123
172.1948,12.1450,74.75,0.032511
172.2331,12.1450,74.62,0.034169
172.2687,12.1450,74.75,0.032449
172.3030,12.1450,74.75,0.031225
172.3401,12.1450,74.75,0.032942
172.3755,12.1450,74.75,0.032399
172.4131,12.1450,74.75,0.034238
172.4494,12.1450,74.75,0.032465
172.4850,12.1450,74.75,0.032490
172.5227,12.1450,74.75,0.034270
172.5596,12.1450,74.75,0.033089
172.5950,12.1450,74.62,0.032300
172.6321,12.1450,74.62,0.033703
172.6683,12.1450,74.75,0.032233
172.7056,12.1450,74.75,0.033983
172.7409,12.1450,74.75,0.032140
172.7784,12.1450,74.75,0.033397
172.8140,12.1450,74.75,0.032494
172.8501,12.1450,74.75,0.032971
172.8864,12.1450,74.75,0.032374
172.9218,12.1450,74.75,0.032273
172.9580,12.1450,74.75,0.032847
172.9949,12.1450,74.75,0.033014
173.0306,12.1450,74.62,0.032569
173.0662,12.1450,74.62,0.032480
173.1030,12.1450,74.62,0.032790
173.1407,12.1450,74.75,0.034268
173.1764,11.9980,74.75,0.032565
173.2131,11.8510,74.75,0.032528
173.2488,11.8510,74.75,0.032607
173.2831,11.8510,74.75,0.031123
173.3202,11.8510,74.75,0.032892
173.3570,11.8510,74.75,0.033490
173.3932,11.8510,74.75,0.033095
173.4302,11.8510,74.75,0.033051
173.4658,11.8510,74.75,0.032508
173.5019,11.8510,74.62,0.032762
173.5398,11.8510,74.62,0.033883
173.5739,11.8510,74.75,0.030954
173.6101,11.8510,74.75,0.032917
173.6471,11.8510,74.75,0.033081
173.6828,11.8510,74.75,0.032531
173.7195,11.8510,74.75,0.033509
173.7566,11.8510,74.75,0.033177
173.7923,11.8510,74.75,0.032576
173.8281,11.8510,74.75,0.032535
173.8644,11.8510,74.75,0.032496
173.9000,11.8510,74.75,0.032426
173.9361,11.8510,74.75,0.032833
173.9737,11.8510,74.75,0.033453
174.0093,11.8510,74.62,0.032545
174.0452,11.8510,74.75,0.032723
174.0815,11.8510,74.75,0.032426
174.1173,11.8510,74.75,0.032581
174.1534,11.8510,74.75,0.032934
174.1897,11.9065,74.75,0.032448
174.2270,11.9620,74.75,0.033647
174.2627,11.9620,74.75,0.032484
174.2991,11.9620,74.75,0.032489
174.3347,11.9620,74.75,0.032478
174.3705,11.9620,74.75,0.032611
174.4082,11.9620,74.75,0.033584
174.4444,11.9620,74.75,0.033050
174.4799,11.9620,74.62,0.032330
174.5182,11.9620,74.62,0.034214
174.5539,11.9620,74.75,0.032524
174.5914,11.9620,74.75,0.034224
174.6278,11.9620,74.75,0.032449
174.6619,11.9620,74.75,0.030998
174.6982,11.9620,74.75,0.032964
174.7344,11.9620,74.75,0.032359
174.7721,11.9620,74.75,0.034324
174.8078,11.9620,74.75,0.032546
174.8441,11.9620,74.62,0.032403
174.8817,11.9620,74.62,0.034266
174.9179,11.9620,74.75,0.033091
174.9542,11.9620,74.75,0.032365
174.9915,11.9620,74.75,0.033851
175.0270,11.9620,74.75,0.032464
175.0653,11.9620,74.75,0.034226
175.1008,11.9620,74.62,0.032341
175.1377,11.9620,74.62,0.033580
175.1739,11.9620,74.75,0.032324
175.2103,12.0135,74.75,0.033198
175.2464,12.0650,74.75,0.032735
175.2827,12.0650,74.75,0.032377
175.3189,12.0650,74.75,0.032840
175.3550,12.0650,74.75,0.032997
175.3916,12.0650,74.75,0.032665
175.4270,12.0650,74.75,0.032279
175.4630,12.0650,74.75,0.032759
175.5012,12.0650,74.62,0.034112
175.5369,12.0650,74.75,0.032512
175.5724,12.0650,74.75,0.032426
175.6085,12.0650,74.75,0.032240
175.6427,12.0650,74.75,0.031015
175.6789,12.0650,74.62,0.032867
175.7162,12.0650,74.62,0.033346
175.7524,12.0650,74.75,0.033003
175.7884,12.0650,74.75,0.032845
175.8245,12.0650,74.75,0.032237
175.8604,12.0650,74.75,0.032591
175.8974,12.0650,74.75,0.033691
175.9323,12.0650,74.75,0.031088
175.9684,12.0650,74.75,0.032802
176.0043,12.0650,74.75,0.032689
176.0404,12.0650,74.75,0.032276
176.0770,12.0650,74.75,0.033342
176.1132,12.0650,74.75,0.033072
176.1496,12.0650,74.75,0.032509
176.1854,12.1950,74.75,0.032595
176.2212,12.3250,74.62,0.032334
176.2573,12.3250,74.62,0.032238
176.2933,12.3250,74.62,0.032689
176.3301,12.3250,74.75,0.033467
176.3663,12.3250,74.75,0.032294
176.4020,12.3250,74.75,0.032581
176.4375,12.3250,74.75,0.032315
176.4736,12.3250,74.75,0.032296
176.5095,12.3250,74.75,0.032785
176.5450,12.3250,74.75,0.032319
176.5825,12.3250,74.75,0.033475
176.6180,12.3250,74.75,0.032346
176.6535,12.3250,74.75,0.032419
176.6898,12.3250,74.75,0.032406
176.7251,12.3250,74.75,0.032186
176.7620,12.3250,74.75,0.033430
176.7987,12.3250,74.75,0.032870
176.8341,12.3250,74.75,0.032324
176.8717,12.3250,74.75,0.034179
176.9079,12.3250,74.75,0.032335
176.9452,12.3250,74.75,0.034047
176.9806,12.3250,74.75,0.032245
177.0153,12.3250,74.75,0.030870
177.0513,12.3250,74.75,0.032770
177.0866,12.3250,74.75,0.032192
177.1248,12.3250,74.75,0.034132
177.1603,12.1075,74.75,0.032380
177.1961,11.8900,74.75,0.032339
177.2344,11.8900,74.75,0.034226
177.2706,11.8900,74.75,0.033037
177.3060,11.8900,74.75,0.032268
177.3438,11.8900,74.62,0.033651
177.3793,11.8900,74.75,0.032313
177.4166,11.8900,74.75,0.034127
177.4529,11.8900,74.75,0.032363
177.4895,11.8900,74.75,0.033396
177.5249,11.8900,74.75,0.032229
177.5618,11.8900,74.75,0.032954
177.5973,11.8900,74.75,0.032371
177.6328,11.8900,74.75,0.032360
177.6696,11.8900,74.75,0.032687
177.7057,11.8900,74.75,0.032993
177.7414,11.8900,74.75,0.032516
177.7777,11.8900,74.75,0.032386
177.8138,11.8900,74.75,0.032835
177.8513,11.8900,74.62,0.034172
177.8876,11.8900,74.75,0.032432
177.9230,11.8900,74.75,0.032288
177.9586,11.8900,74.75,0.032449
177.9938,11.8900,74.75,0.031336
178.0299,11.8900,74.75,0.032825
178.0667,11.8900,74.75,0.033497
178.1037,11.8900,74.75,0.033153
178.1399,11.8900,74.75,0.033112
178.1754,11.8900,74.75,0.032364
178.2124,11.8785,74.75,0.032984
178.2498,11.8670,74.75,0.033849
178.2839,11.8670,74.75,0.030910
178.3206,11.8670,74.75,0.032747
178.3566,11.8670,74.75,0.032813
178.3922,11.8670,74.62,0.032509
178.4296,11.8670,74.62,0.033301
178.4657,11.8670,74.75,0.033029
178.5011,11.8670,74.75,0.032295
178.5373,11.8670,74.75,0.032312
178.5728,11.8670,74.75,0.032342
178.6082,11.8670,74.75,0.032240
178.6448,11.8670,74.75,0.032620
178.6816,11.8670,74.75,0.033494
178.7171,11.8670,74.75,0.032363
178.7538,11.8670,74.75,0.032631
178.7894,11.8670,74.75,0.032275
178.8249,11.8670,74.75,0.032284
178.8619,11.8670,74.75,0.032974
178.8976,11.8670,74.75,0.032450
178.9347,11.8670,74.75,0.033618
178.9713,11.8670,74.62,0.032557
179.0069,11.8670,74.75,0.032390
179.0425,11.8670,74.75,0.032355
179.0787,11.8670,74.62,0.032141
179.1157,11.8670,74.75,0.033438
179.1518,11.8670,74.75,0.032899
179.1881,11.8670,74.75,0.032248
179.2258,11.8670,74.75,0.034275
179.2614,11.8670,74.75,0.032235
179.2997,11.8670,74.75,0.034111
179.3351,11.8670,74.75,0.032253
179.3694,11.8670,74.75,0.030984
179.4064,11.8670,74.62,0.032707
179.4419,11.8670,74.62,0.032214
179.4794,11.8670,74.62,0.034040
179.5158,11.8670,74.75,0.032394
179.5514,11.8670,74.75,0.032306
179.5888,11.8670,74.75,0.034101
179.6260,11.8670,74.75,0.033039
179.6616,11.8670,74.75,0.032323
179.6991,11.8670,74.75,0.033859
179.7355,11.8670,74.62,0.032336
179.7730,11.8670,74.75,0.034216
179.8086,11.8670,74.75,0.032305
179.8461,11.8670,74.75,0.033330
179.8818,11.8670,74.75,0.032437
179.9181,11.8670,74.75,0.033024
179.9547,11.8670,74.62,0.032479
179.9904,11.8670,74.75,0.032479
180.0265,11.8670,74.62,0.032647
180.0640,11.8670,74.62,0.033375
180.0997,11.8670,74.75,0.032432
180.1352,11.8670,74.75,0.032216
180.1721,11.8670,74.75,0.032697
180.2097,11.8670,74.75,0.034132
180.2455,11.8670,74.75,0.032559
180.2820,11.8670,74.75,0.032425
180.3176,11.8670,74.75,0.032368
180.3521,11.8670,74.75,0.031243
180.3890,11.8670,74.75,0.032697
180.4258,11.8670,74.75,0.033419
180.4621,11.8670,74.75,0.032991
180.4992,11.8670,74.75,0.033078
180.5347,11.8670,74.75,0.032260
180.5708,11.8670,74.75,0.032683
180.6088,11.8670,74.75,0.033810
180.6430,11.8670,74.75,0.030953
180.6795,11.8670,74.75,0.032990
180.7163,11.8670,74.75,0.032788
180.7522,11.8670,74.75,0.032579
180.7890,11.9430,74.75,0.033415
180.8265,12.0190,74.62,0.033002
180.8622,12.0190,74.75,0.032360
180.8980,12.0190,74.75,0.032502
180.9344,12.0190,74.75,0.032426
180.9701,12.0190,74.75,0.032333
181.0064,12.0190,74.75,0.032972
181.0439,12.0190,74.75,0.033421
181.0794,12.0190,74.75,0.032402
181.1152,12.0190,74.75,0.032647
181.1515,12.0175,74.75,0.032493
181.1873,12.0160,74.75,0.032478
181.2234,12.0160,74.75,0.032968
181.2599,12.0160,74.75,0.032653
181.2968,12.0160,74.75,0.033477
181.3324,12.0160,74.62,0.032466
181.3687,12.0160,74.62,0.032447
181.4042,12.0160,74.75,0.032387
181.4397,12.0160,74.75,0.032354
181.4772,12.0160,74.75,0.033347
181.5135,12.0160,74.75,0.033127
181.5490,12.0160,74.75,0.032316
181.5875,12.0160,74.75,0.034329
181.6229,12.0160,74.75,0.032372
181.6604,12.0160,74.75,0.034099
181.6968,12.0160,74.62,0.032539
181.7308,12.0160,74.75,0.030848
181.7670,12.0160,74.75,0.032916
181.8034,12.0160,74.75,0.032511
181.8408,12.0160,74.75,0.034171
181.8765,12.0160,74.75,0.032492
181.9127,12.0160,74.75,0.032290
181.9504,12.0160,74.75,0.034346
181.9865,12.0160,74.75,0.033011
182.0228,12.0160,74.75,0.032409
182.0602,12.0160,74.75,0.033950
182.0958,12.0160,74.62,0.032384
182.1341,12.0160,74.62,0.034209
182.1695,12.0160,74.75,0.032284
182.2062,12.0160,74.75,0.033409
182.2425,12.0160,74.75,0.032437
182.2789,11.8995,74.75,0.033183
182.3147,11.7830,74.75,0.032450
182.3509,11.7830,74.75,0.032305
182.3869,11.7830,74.75,0.032683
182.4230,11.7830,74.75,0.032979
182.4593,11.7830,74.75,0.032425
182.4947,11.7830,74.75,0.032273
182.5306,11.7830,74.75,0.032672
182.5689,11.7830,74.62,0.034241
182.6044,11.7830,74.75,0.032258
182.6398,11.7830,74.75,0.032322
182.6761,11.7830,74.75,0.032356
182.7103,11.7830,74.75,0.031208
182.7463,11.7830,74.75,0.032660
182.7837,11.7830,74.75,0.033411
182.8201,11.7830,74.75,0.033323
182.8563,11.7830,74.75,0.033083
182.8924,11.7830,74.75,0.032263
182.9284,11.7830,74.75,0.032624
182.9653,11.7830,74.75,0.033682
183.0001,11.7830,74.75,0.030955
183.0363,11.7830,74.75,0.032822
183.0722,11.7830,74.75,0.032831
183.1083,11.7830,74.75,0.032257
183.1452,11.7830,74.75,0.033534
183.1812,11.7830,74.75,0.032948
183.2176,11.8190,74.62,0.032467
183.2536,11.8550,74.75,0.032581
183.2889,11.8550,74.75,0.032240
183.3251,11.8550,74.75,0.032251
183.3612,11.8550,74.75,0.032835
183.3978,11.8550,74.75,0.033288
183.4342,11.8550,74.75,0.032447
183.4699,11.8550,74.75,0.032597
183.5052,11.8550,74.75,0.032171
183.5414,11.8550,74.75,0.032314
183.5775,11.8550,74.75,0.032928
183.6130,11.8550,74.75,0.032364
183.6504,11.8550,74.75,0.033328
183.6858,11.8550,74.75,0.032274
183.7214,11.8550,74.75,0.032440
183.7577,11.8550,74.75,0.032412
183.7931,11.8550,74.75,0.032227
183.8298,11.8550,74.75,0.033320
183.8667,11.8550,74.75,0.033019
183.9021,11.8550,74.75,0.032252
183.9397,11.8550,74.75,0.034299
183.9760,11.8550,74.75,0.032371
184.0135,11.8550,74.75,0.034214
184.0490,11.8550,74.75,0.032387
184.0838,11.8550,74.75,0.030878
184.1198,11.8570,74.75,0.032750
184.1554,11.8590,74.75,0.032254
184.1934,11.8590,74.75,0.033982
184.2289,11.8590,74.75,0.032413
184.2644,11.8590,74.75,0.032272
184.3027,11.8590,74.75,0.034216
184.3388,11.8590,74.62,0.033008
184.3743,11.8590,74.75,0.032372
184.4122,11.8590,74.75,0.033728
184.4477,11.8590,74.75,0.032319
184.4851,11.8590,74.75,0.034129
184.5212,11.8590,74.75,0.032226
184.5578,11.8590,74.75,0.033360
184.5933,11.8590,74.75,0.032368
184.6302,11.8590,74.75,0.033023
184.6657,11.8590,74.75,0.032307
184.7012,11.8590,74.75,0.032371
184.7379,11.8590,74.75,0.032666
184.7739,11.8590,74.75,0.032875
184.8093,11.8590,74.62,0.032277
184.8455,11.8590,74.75,0.032348
184.8817,11.8590,74.75,0.032844
184.9189,11.8590,74.75,0.033917
184.9550,11.8590,74.75,0.032247
184.9905,11.8590,74.75,0.032332
185.0261,11.8590,74.75,0.032423
185.0613,11.8590,74.75,0.031320
185.0974,11.8590,74.75,0.032850
185.1344,11.8590,74.75,0.033605
185.1715,11.8840,74.75,0.033259
185.2081,11.9090,74.75,0.033206
185.2438,11.9090,74.75,0.032568
185.2808,11.9090,74.75,0.032914
185.3182,11.9090,74.62,0.034004
185.3525,11.9090,74.75,0.031144
185.3894,11.9090,74.75,0.032925
185.4255,11.9090,74.75,0.032934
185.4612,11.9090,74.75,0.032514
185.4988,11.9090,74.75,0.033488
185.5350,11.9090,74.75,0.033087
185.5706,11.9090,74.75,0.032485
185.6071,11.9090,74.75,0.032538
185.6430,11.9090,74.75,0.032748
185.6785,11.9090,74.75,0.032391
185.7156,11.9090,74.75,0.032985
185.7524,11.9090,74.75,0.033559
185.7881,11.9090,74.75,0.032610
185.8249,11.9090,74.75,0.032889
185.8605,11.9090,74.75,0.032448
185.8963,11.9090,74.75,0.032564
185.9334,11.9090,74.75,0.033209
185.9690,11.9090,74.75,0.032479
186.0060,11.9090,74.75,0.033664
186.0424,11.9090,74.75,0.032554
186.0779,11.9090,74.75,0.032367
186.1134,11.9090,74.75,0.032378
186.1499,11.9090,74.75,0.032564
186.1868,11.9125,74.75,0.033503
186.2234,11.9160,74.75,0.033183
186.2596,11.9160,74.75,0.032423
186.2972,11.9160,74.75,0.034224
186.3328,11.9160,74.75,0.032478
186.3713,11.9160,74.75,0.034432
186.4069,11.9160,74.75,0.032558
186.4412,11.9160,74.75,0.031108
186.4782,11.9160,74.75,0.032942
186.5138,11.9160,74.75,0.032423
186.5515,11.9160,74.75,0.034288
186.5877,11.9160,74.62,0.032428
186.6235,11.9160,74.75,0.032649
186.6612,11.9160,74.75,0.034380
186.6983,11.9160,74.75,0.033196
186.7339,11.9160,74.75,0.032483
186.7713,11.9160,74.75,0.033947
186.8077,11.9160,74.62,0.032552
186.8451,11.9160,74.62,0.034180
186.8806,11.9160,74.75,0.032345
186.9181,11.9160,74.75,0.033394
186.9538,11.9160,74.75,0.032588
186.9901,11.9160,74.75,0.033144
187.0264,11.9160,74.75,0.032408
187.0619,11.9160,74.75,0.032359
187.0980,11.9160,74.75,0.032767
187.1349,11.9160,74.75,0.032957
187.1705,11.9160,74.75,0.032527
187.2062,11.8610,74.75,0.032495
187.2434,11.8060,74.62,0.032947
187.2809,11.8060,74.75,0.034266
187.3166,11.8060,74.75,0.032564
187.3531,11.8060,74.75,0.032583
187.3888,11.8060,74.75,0.032531
187.4233,11.8060,74.75,0.031383
187.4601,11.8060,74.75,0.032794
187.4969,11.8060,74.75,0.033524
187.5332,11.8060,74.75,0.033088
187.5699,11.8060,74.75,0.032880
187.6054,11.8060,74.75,0.032373
187.6416,11.8060,74.75,0.032900
187.6795,11.8060,74.62,0.033818
187.7136,11.8060,74.75,0.030997
187.7496,11.8060,74.75,0.032749
187.7863,11.8060,74.75,0.032772
187.8219,11.8060,74.75,0.032442
187.8587,11.8060,74.75,0.033470
187.8957,11.8060,74.75,0.033165
187.9314,11.8060,74.75,0.032672
187.9670,11.8060,74.75,0.032467
188.0034,11.8060,74.75,0.032518
188.0389,11.8060,74.75,0.032425
188.0750,11.8060,74.75,0.032774
188.1125,11.8060,74.75,0.033441
188.1480,11.8060,74.75,0.032402
188.1838,11.8060,74.75,0.032676
188.2200,11.8590,74.75,0.032370
188.2557,11.9120,74.75,0.032355
188.2918,11.9120,74.75,0.032991
188.3281,11.9120,74.75,0.032471
188.3649,11.9120,74.75,0.033460
188.4004,11.9120,74.75,0.032363
188.4369,11.9120,74.75,0.032569
188.4723,11.9120,74.88,0.032290
188.5078,11.9120,74.88,0.032442
188.5453,11.9120,74.75,0.033310
188.5815,11.9120,74.75,0.033134
188.6170,11.9120,74.75,0.032342
188.6554,11.9120,74.75,0.034235
188.6910,11.9120,74.75,0.032541
188.7284,11.9120,74.75,0.034096
188.7647,11.9120,74.75,0.032426
188.7987,11.9120,74.88,0.030956
188.8350,11.9120,75.00,0.032900
188.8713,11.9120,74.88,0.032490
188.9087,11.9120,74.75,0.034071
188.9443,11.9120,74.75,0.032454
188.9804,11.9120,74.75,0.032163
189.0179,11.9120,74.75,0.034161
189.0541,11.9120,74.75,0.033054
189.0903,11.9120,74.75,0.032328
189.1275,11.9120,74.75,0.033851
189.1630,11.8835,74.75,0.032408
189.2015,11.8550,74.62,0.034070
189.2371,11.8550,74.75,0.032490
189.2738,11.8550,74.75,0.033414
189.3100,11.8550,74.75,0.032330
189.3462,11.8550,74.75,0.032998
189.3816,11.8550,74.75,0.032301
189.4179,11.8550,74.75,0.032434
189.4540,11.8550,74.75,0.032722
189.4901,11.8550,74.75,0.032951
189.5264,11.8550,74.75,0.032498
189.5620,11.8550,74.75,0.032405
189.5980,11.8550,74.75,0.032718
189.6363,11.8550,74.62,0.034301
189.6717,11.8550,74.75,0.032237
189.7073,11.8550,74.75,0.032504
189.7436,11.8550,74.75,0.032510
189.7781,11.8550,75.00,0.031347
189.8142,11.8550,75.00,0.032789
189.8520,11.8550,74.75,0.033753
189.8882,11.8550,74.75,0.033201
189.9246,11.8550,74.75,0.033258
189.9610,11.8550,74.75,0.032407
189.9972,11.8550,74.75,0.032910
190.0343,11.8550,74.75,0.033760
190.0696,11.8550,74.75,0.031446
190.1058,11.8550,74.75,0.032908
190.1418,11.8550,74.75,0.032865
190.1781,11.8550,74.75,0.032376
190.2148,11.8550,74.75,0.033428
190.2512,11.8550,74.75,0.033280
190.2878,12.0765,74.75,0.032645
190.3237,12.2980,74.75,0.032599
190.3592,12.2980,74.75,0.032425
190.3954,12.2980,74.75,0.032364
190.4316,12.2980,74.75,0.032878
190.4684,12.2980,74.75,0.033533
190.5049,12.2980,74.75,0.032574
190.5408,12.2980,74.75,0.032836
190.5765,12.2980,74.88,0.032492
190.6128,12.2980,74.75,0.032433
190.6489,12.2980,74.75,0.032958
190.6846,12.2980,74.75,0.032470
190.7221,12.2980,74.75,0.033499
190.7577,12.2980,74.75,0.032439
190.7932,12.2980,74.75,0.032346
190.8297,12.2980,74.75,0.032536
190.8652,12.2980,74.75,0.032318
190.9021,12.2980,74.75,0.033490
190.9391,12.2980,74.75,0.033143
190.9745,12.2980,74.75,0.032309
191.0121,12.2980,74.75,0.034211
191.0485,12.2980,74.75,0.032485
191.0859,12.2980,74.75,0.034072
191.1216,12.2980,74.75,0.032551
191.1566,12.2980,74.75,0.031074
191.1926,12.2980,74.88,0.032740
191.2282,12.2980,74.88,0.032460
191.2667,12.2980,74.75,0.034398
191.3024,12.2980,74.75,0.032581
191.3380,12.2980,74.75,0.032468
191.3766,12.2980,74.75,0.034448
191.4128,12.2980,74.75,0.033072
191.4486,12.2980,74.75,0.032584
191.4867,12.2980,74.75,0.033940
191.5225,12.2980,74.75,0.032715
191.5603,12.2980,74.75,0.034367
191.5967,12.2980,74.62,0.032547
191.6336,12.2980,74.62,0.033530
191.6693,12.2980,74.75,0.032543
191.7063,12.2980,74.75,0.033153
191.7419,12.2980,74.75,0.032465
191.7776,12.2980,74.75,0.032512
191.8146,12.2980,74.75,0.032932
191.8511,12.2980,74.75,0.033343
191.8873,12.2980,74.75,0.033044
191.9237,12.2980,74.75,0.032635
191.9599,12.2980,74.75,0.032870
191.9973,12.2980,74.75,0.034236
192.0338,12.2980,74.75,0.032501
192.0695,12.2980,74.75,0.032601
192.1048,12.2980,74.75,0.032184
192.1400,12.2980,74.88,0.031250
192.1760,12.2980,74.88,0.032721
192.2125,12.2980,74.75,0.033265
192.2494,12.2980,74.75,0.033062
192.2857,12.2980,74.75,0.033110
192.3211,12.2980,74.75,0.032265
192.3577,12.2980,74.75,0.032584
192.3947,12.2980,74.75,0.033671
192.4287,12.2980,74.88,0.030880
192.4653,12.2980,75.00,0.032597
192.5011,12.2980,75.00,0.032634
192.5368,12.1035,75.00,0.032557
192.5746,11.9090,74.88,0.033358
192.6107,11.9090,74.75,0.032984
192.6462,11.9090,74.88,0.032370
192.6824,11.9090,74.75,0.032314
192.7178,11.9090,74.75,0.032252
192.7532,11.9090,74.88,0.032220
192.7899,11.9090,74.88,0.032699
192.8264,11.9090,74.75,0.033201
192.8618,11.9090,74.75,0.032260
192.8983,11.9090,74.75,0.032604
192.9338,11.9090,74.88,0.032359
192.9691,11.9090,74.88,0.032176
193.0057,11.9090,74.75,0.032735
193.0413,11.9090,74.88,0.032443
193.0778,11.9090,74.75,0.033181
193.1138,11.9090,74.75,0.032199
193.1492,11.7410,74.75,0.032243
193.1848,11.5730,74.88,0.032285
193.2210,11.5730,74.75,0.032258
193.2578,11.5730,74.88,0.033410
193.2940,11.5730,75.00,0.033047
193.3301,11.5730,75.00,0.032250
193.3675,11.5730,74.88,0.034046
193.4028,11.5730,74.88,0.032274
193.4409,11.5730,74.88,0.034028
193.4764,11.5730,74.75,0.032381
193.5105,11.5730,75.00,0.030869
193.5474,11.5730,75.12,0.032950
193.5829,11.5730,74.88,0.032408
193.6203,11.5730,74.75,0.034066
193.6564,11.5730,74.75,0.032216
193.6917,11.5730,74.88,0.032164
193.7289,11.5730,74.88,0.033968
193.7657,11.5730,74.88,0.032896
193.8012,11.5730,74.88,0.032357
193.8384,11.5730,74.88,0.033776
193.8746,11.5730,74.62,0.032327
193.9121,11.5730,74.75,0.034147
193.9474,11.5730,74.75,0.032288
193.9848,11.5730,74.75,0.033388
194.0205,11.5730,74.75,0.032504
194.0565,11.5730,74.75,0.032917
194.0929,11.5730,74.75,0.032478
194.1282,11.5730,74.75,0.032208
194.1642,11.7370,75.00,0.032686
194.2012,11.9010,74.88,0.032920
194.2367,11.9010,74.88,0.032341
194.2723,11.9010,75.00,0.032435
194.3091,11.9010,75.00,0.032801
194.3464,11.9010,74.88,0.033948
194.3819,11.9010,74.75,0.032370
194.4182,11.9010,74.75,0.032363
194.4536,11.9010,74.75,0.032288
194.4878,11.9010,74.88,0.031065
194.5245,11.9010,74.88,0.032738
194.5613,11.9010,74.75,0.033455
194.5973,11.9010,74.75,0.032899
194.6340,11.9010,74.75,0.032881
194.6694,11.9010,74.75,0.032236
194.7054,11.9010,74.75,0.032686
194.7433,11.9010,74.75,0.033844
194.7772,11.9010,74.88,0.030898
194.8132,11.9010,74.75,0.032623
194.8497,11.9010,74.75,0.032638
194.8851,11.9010,74.75,0.032223
194.9216,11.9010,74.88,0.033228
194.9587,11.9010,74.75,0.033238
194.9942,11.9010,74.88,0.032342
195.0299,11.9010,75.00,0.032499
195.0662,11.9010,74.88,0.032409
195.1016,11.9010,74.75,0.032312
195.1376,11.9010,74.75,0.032688
195.1753,11.8970,74.75,0.033681
195.2113,11.8930,74.75,0.032624
195.2473,11.8930,74.75,0.032920
195.2836,11.8930,74.75,0.032536
195.3191,11.8930,75.00,0.032413
195.3553,11.8930,74.88,0.033044
195.3918,11.8930,74.75,0.032585
195.4285,11.8930,74.75,0.033450
195.4642,11.8930,74.75,0.032549
195.5005,11.8930,75.00,0.032400
195.5362,11.8930,74.88,0.032575
195.5717,11.8930,74.75,0.032380
195.6092,11.8930,74.88,0.033358
195.6455,11.8930,74.75,0.033108
195.6811,11.8930,74.75,0.032438
195.7194,11.8930,74.75,0.034242
195.7550,11.8930,74.88,0.032495
195.7925,11.8930,74.88,0.034230
195.8288,11.8930,74.75,0.032418
195.8630,11.8930,75.00,0.031086
195.8994,11.8930,75.12,0.033030
195.9355,11.8930,74.75,0.032261
195.9728,11.8930,74.88,0.034023
196.0084,11.8930,74.88,0.032485
196.0445,11.8930,74.88,0.032163
196.0820,11.8930,74.75,0.034166
196.1181,11.8930,74.75,0.033030
196.1544,11.8930,74.75,0.032341
196.1915,11.8930,74.75,0.033738
196.2269,11.8720,74.75,0.032319
196.2655,11.8510,74.75,0.034178
196.3011,11.8510,74.75,0.032409
196.3378,11.8510,74.75,0.033475
196.3743,11.8510,74.62,0.032617
196.4106,11.8510,74.75,0.033134
196.4461,11.8510,74.75,0.032358
196.4823,11.8510,74.88,0.032309
196.5184,11.8510,74.75,0.032780
196.5545,11.8510,74.88,0.032952
196.5910,11.8510,74.88,0.032588
196.6266,11.8510,74.75,0.032530
196.6627,11.8510,74.75,0.032790
196.7010,11.8510,74.75,0.034286
196.7366,11.8510,74.75,0.032443
196.7721,11.8510,74.88,0.032369
196.8085,11.8510,74.88,0.032456
196.8427,11.8510,75.00,0.031119
196.8791,11.8510,75.12,0.033023
196.9166,11.8510,74.88,0.033451
196.9529,11.8510,74.88,0.033134
196.9890,11.8510,74.75,0.033019
197.0253,11.8510,74.75,0.032347
197.0613,11.8510,74.75,0.032762
