Timestamp (s),Power (W),Temperature (°C),Memory (MB),Inference Time (s)
0.1806,0.0000,49.93,127.50,0.026696
0.2665,0.0000,50.73,128.50,0.026243
0.3517,2.2290,50.46,129.00,0.026766
0.4370,4.4580,50.73,129.00,0.025524
0.5211,4.4580,51.00,129.00,0.025878
0.6068,4.4580,51.00,129.00,0.025985
0.6920,4.4580,51.54,129.00,0.026188
0.7776,4.4580,51.54,129.00,0.026132
0.8631,4.4580,51.54,129.00,0.027016
0.9500,4.4580,51.27,129.00,0.026757
1.0354,4.4580,51.81,129.00,0.026973
1.1223,4.4580,51.54,129.00,0.026552
1.2075,5.7290,51.81,129.00,0.026355
1.2947,7.0000,51.54,129.00,0.026955
1.3803,7.0000,51.54,129.00,0.026899
1.4666,7.0000,52.08,129.00,0.026818
1.5515,7.0000,52.62,129.00,0.026337
1.6380,7.0000,52.08,129.00,0.026095
1.7247,7.0000,51.81,129.00,0.026221
1.8112,7.0000,52.62,129.00,0.026384
1.8968,7.0000,52.35,129.00,0.026963
1.9834,7.0000,52.62,129.00,0.026302
2.0683,7.0000,52.35,129.00,0.026473
2.1559,7.0000,52.35,129.00,0.026709
2.2409,6.8670,52.08,129.00,0.026081
2.3265,6.8670,52.62,129.00,0.025739
2.4107,6.8670,52.62,129.00,0.025568
2.4958,6.8670,52.62,129.00,0.025506
2.5810,6.8670,52.35,129.00,0.026412
2.6682,6.8670,52.89,129.00,0.026862
2.7530,6.8670,52.89,129.00,0.025836
2.8402,6.8670,52.62,129.00,0.026641
2.9258,6.8670,52.62,129.00,0.026572
3.0127,6.8670,52.62,129.00,0.026608
3.0983,6.8670,53.15,129.00,0.026976
3.1854,6.9090,52.62,129.00,0.026957
3.2708,6.9510,52.89,129.00,0.026601
3.3566,6.9510,52.89,129.00,0.025181
3.4410,6.9510,52.89,129.00,0.026155
3.5274,6.9510,53.15,129.00,0.026245
3.6114,6.9510,53.15,129.00,0.025009
3.6961,6.9510,53.42,129.00,0.025276
3.7798,6.9510,53.15,129.00,0.025572
3.8658,6.9510,53.42,129.00,0.025998
3.9512,6.9510,53.42,129.00,0.026409
4.0390,6.9510,53.42,129.00,0.025530
4.1217,6.9510,53.15,129.00,0.025318
4.2058,6.9510,52.89,129.00,0.025306
4.2914,6.9510,53.69,129.00,0.025777
4.3785,7.0570,53.69,129.00,0.026219
4.4641,7.0570,53.15,129.00,0.027041
4.5512,7.0570,53.69,129.00,0.026122
4.6371,7.0570,53.69,129.00,0.026674
4.7238,7.0570,53.42,129.00,0.026970
4.8085,7.0570,53.69,129.00,0.025463
4.8944,7.0570,53.42,129.00,0.025565
4.9784,7.0570,53.42,129.00,0.026196
5.0648,7.0570,53.42,129.00,0.026416
