Timestamp (s),Power (W),Temperature (°C),Memory (MB),Inference Time (s)
0.1881,4.4500,60.42,117.50,0.007929
0.2794,4.4500,60.15,118.50,0.007410
0.3599,4.4500,60.15,119.00,0.008039
0.4373,4.4500,61.22,119.00,0.007356
0.5105,4.4500,60.42,119.00,0.007124
0.5862,4.4500,60.69,119.00,0.007165
0.6626,4.4500,61.22,119.00,0.007609
0.7424,4.4500,60.69,119.00,0.007822
0.8190,4.4500,60.95,119.00,0.007687
0.8982,4.4500,60.95,119.00,0.007629
0.9777,4.4500,60.69,119.00,0.007841
1.0565,5.1410,61.22,119.00,0.007635
1.1378,5.8320,61.22,119.00,0.007686
1.2172,5.8320,60.69,119.00,0.007155
1.2893,5.8320,61.22,119.00,0.007151
1.3639,5.8320,60.95,119.00,0.007213
1.4396,5.8320,60.95,119.00,0.007252
1.5147,5.8320,61.22,119.00,0.007154
1.5907,5.8320,61.22,119.00,0.007493
1.6734,5.8320,61.22,119.00,0.007910
1.7509,5.8320,61.22,119.00,0.007848
1.8321,5.8320,61.22,119.00,0.007493
1.9121,5.8320,60.42,119.00,0.007230
1.9957,5.8320,61.22,119.00,0.008021
2.0766,5.8050,61.76,119.00,0.007785
2.1560,5.8050,61.22,119.00,0.007131
2.2316,5.8050,60.95,119.00,0.007190
2.3072,5.8050,60.95,119.00,0.007423
2.3826,5.8050,60.95,119.00,0.007509
2.4587,5.8050,61.22,119.00,0.007910
2.5341,5.8050,61.22,119.00,0.007964
2.6098,5.8050,61.22,119.00,0.007981
2.6821,5.8050,61.22,119.00,0.007552
2.7567,5.8050,61.22,119.00,0.007349
2.8299,5.8050,61.22,119.00,0.007602
2.9077,5.8050,61.49,119.00,0.008015
2.9813,5.8050,61.22,119.00,0.007610
3.0589,5.8050,61.49,119.00,0.007718
3.1320,5.8050,61.49,119.00,0.007214
3.2083,5.8050,61.49,119.00,0.007833
3.2822,5.8050,61.49,119.00,0.007776
3.3619,5.8050,61.76,119.00,0.007304
3.4343,5.8050,61.22,119.00,0.007417
3.5099,5.8050,61.49,119.00,0.007052
3.5821,5.8050,61.76,119.00,0.007394
3.6591,5.8050,61.22,119.00,0.007219
3.7323,5.8050,61.22,119.00,0.007524
3.8102,5.8050,61.49,119.00,0.007899
3.8829,5.8050,61.22,119.00,0.007524
3.9585,5.8050,61.22,119.00,0.007743
4.0350,5.8050,61.49,119.00,0.007709
4.1113,5.8050,61.49,119.00,0.007495
4.1848,5.8050,61.22,119.00,0.007088
4.2589,5.8050,61.22,119.00,0.007398
4.3351,5.8050,61.76,119.00,0.007659
4.4101,5.8050,61.22,119.00,0.007792
4.4861,5.8050,61.49,119.00,0.007487
4.5665,5.8700,61.22,119.00,0.007348
4.6395,5.8700,61.22,119.00,0.007944
4.7189,5.8700,61.22,119.00,0.007408
4.7919,5.8700,61.22,119.00,0.007421
4.8674,5.8700,61.76,119.00,0.007533
4.9422,5.8700,61.76,119.00,0.007250
5.0226,5.8930,61.22,119.00,0.007622
5.0959,5.9160,61.22,119.00,0.007529
5.1759,5.9160,61.49,119.00,0.007476
5.2518,5.9160,61.22,119.00,0.007161
5.3306,5.9160,61.22,119.00,0.007530
5.4051,5.9160,61.76,119.00,0.007501
5.4804,5.9160,61.49,119.00,0.007606
5.5534,5.9160,61.49,119.00,0.007941
5.6308,5.9160,61.22,119.00,0.007584
5.7033,5.9160,61.22,119.00,0.007571
5.7794,5.9160,61.22,119.00,0.007720
5.8540,5.9160,61.76,119.00,0.007619
5.9309,5.9160,61.49,119.00,0.007321
6.0071,5.9160,61.49,119.00,0.007486
6.0823,5.9770,61.49,119.00,0.007556
6.1590,5.9770,61.49,119.00,0.007603
6.2371,5.9770,61.22,119.00,0.007605
6.3083,5.9770,61.22,119.00,0.007285
6.3811,5.9770,61.22,119.00,0.007128
6.4547,5.9770,61.49,119.00,0.007268
6.5300,5.9770,61.76,119.00,0.007118
6.6025,5.9770,61.22,119.00,0.007460
6.6781,5.9770,61.49,119.00,0.007173
6.7514,5.9770,61.49,119.00,0.007337
6.8256,5.9770,61.76,119.00,0.007289
6.8989,5.9770,61.22,119.00,0.007714
6.9755,5.9770,61.49,119.00,0.007160
7.0479,5.9750,61.76,119.00,0.007141
7.1237,5.9730,61.76,119.00,0.007697
7.1971,5.9730,61.49,119.00,0.007458
7.2748,5.9730,61.22,120.00,0.007551
7.3478,5.9730,61.76,120.00,0.007864
7.4232,5.9730,61.76,120.00,0.007573
7.4997,5.9730,61.76,120.00,0.007853
7.5779,5.9730,61.76,120.00,0.007773
7.6500,5.9730,61.76,120.00,0.007354
7.7242,5.9730,61.22,120.00,0.007651
7.7990,5.9730,62.30,120.00,0.007720
7.8782,5.9730,62.03,120.00,0.007442
7.9553,5.9730,61.76,120.00,0.007808
8.0345,5.9825,61.49,120.00,0.008019
8.1072,5.9920,61.49,120.00,0.007448
8.1828,5.9920,61.49,120.00,0.007269
8.2551,5.9920,61.49,120.00,0.007379
8.3308,5.9920,61.22,120.00,0.007223
8.4074,5.9920,61.49,120.00,0.007753
8.4836,5.9920,61.49,120.00,0.007836
8.5566,5.9920,61.76,120.00,0.007676
8.6313,5.9920,61.76,120.00,0.007593
8.7073,5.9920,62.03,120.00,0.008107
8.7821,5.9920,61.76,120.00,0.007565
8.8582,5.9920,61.76,120.00,0.007634
8.9343,5.9920,61.49,120.00,0.007181
9.0057,5.9920,62.30,120.00,0.007230
9.0794,5.9920,61.76,120.00,0.007474
9.1526,5.9920,61.76,120.00,0.007269
9.2275,5.9580,61.49,120.00,0.007035
9.3029,5.9580,62.03,120.00,0.007052
9.3790,5.9580,61.76,120.00,0.007776
9.4540,5.9580,62.03,120.00,0.007545
9.5295,5.9580,61.49,120.00,0.007365
9.6020,5.9580,61.49,120.00,0.007315
9.6784,5.9580,61.76,120.00,0.007342
9.7538,5.9580,61.22,120.00,0.007598
9.8313,5.9580,61.49,120.00,0.007632
9.9062,5.9580,62.03,120.00,0.007472
9.9832,5.9580,61.22,120.00,0.007701
10.0582,5.9525,61.76,120.00,0.007890
10.1346,5.9470,61.22,120.00,0.007627
10.2074,5.9470,62.03,120.00,0.007495
10.2830,5.9470,61.49,120.00,0.007862
