Timestamp (s),Power (W),Temperature (°C),Memory (MB),Inference Time (s)
0.1911,0.0000,60.15,120.50,0.024222
0.2839,0.0000,60.42,121.00,0.022695
0.3746,0.0000,60.15,121.00,0.023739
0.4691,0.0000,60.15,121.00,0.023298
0.5600,0.0000,60.15,121.00,0.023847
0.6519,2.9675,60.42,121.00,0.023583
0.7428,5.9350,60.15,121.00,0.023032
0.8346,5.9350,60.69,121.00,0.023886
0.9282,5.9350,60.69,121.00,0.023697
1.0190,5.9350,60.15,121.00,0.022901
1.1113,5.9350,60.42,121.00,0.022799
1.2020,5.9350,60.15,121.00,0.023002
1.2926,5.9350,60.95,121.00,0.023890
1.3839,5.9350,60.95,121.00,0.023323
1.4752,5.9350,60.95,121.00,0.024226
1.5675,5.9350,60.95,121.00,0.024071
1.6578,5.9505,60.95,121.00,0.023624
1.7521,5.9660,60.95,121.00,0.023727
1.8430,5.9660,60.69,121.00,0.023933
1.9379,5.9660,60.69,121.00,0.024226
2.0306,5.9660,60.95,121.00,0.023706
2.1230,5.9660,60.95,121.00,0.023912
2.2162,5.9660,60.69,121.00,0.024108
2.3080,5.9660,60.42,121.00,0.023613
2.4008,5.9660,60.95,121.00,0.023578
2.4953,5.9660,60.95,121.00,0.023398
2.5866,5.9660,60.69,121.00,0.023821
2.6788,5.9470,61.22,121.00,0.023753
2.7674,5.9280,60.95,121.00,0.022730
2.8584,5.9280,60.95,121.00,0.022949
2.9485,5.9280,60.95,121.00,0.023522
3.0409,5.9280,61.22,121.00,0.024169
3.1307,5.9280,61.22,121.00,0.023742
3.2244,5.9280,60.95,121.00,0.023576
3.3155,5.9280,61.22,121.00,0.023947
3.4087,5.9280,60.95,121.00,0.023608
3.4967,5.9280,61.22,121.00,0.022994
3.5875,5.9280,61.49,121.00,0.023533
3.6790,5.9295,61.22,121.00,0.023739
3.7727,5.9310,60.95,121.00,0.023243
3.8626,5.9310,61.22,121.00,0.023199
3.9563,5.9310,61.22,121.00,0.023059
4.0484,5.9310,61.22,121.00,0.023103
4.1407,5.9310,61.22,121.00,0.023818
4.2306,5.9310,61.49,121.00,0.023858
4.3240,5.9310,61.22,121.00,0.022945
4.4143,5.9310,61.22,121.00,0.022529
4.5068,5.9310,60.95,121.00,0.023041
4.6002,5.9310,60.95,121.00,0.023796
4.6920,5.9465,61.22,121.00,0.023926
4.7831,5.9620,60.95,121.00,0.024044
4.8755,5.9620,60.95,121.00,0.023905
4.9680,5.9620,61.22,121.00,0.023690
5.0626,5.9620,61.22,121.00,0.023828
5.1560,5.9620,61.22,121.00,0.024044
5.2475,5.9620,61.22,121.00,0.023454
5.3358,5.9620,61.49,121.00,0.022518
5.4262,5.9620,61.49,121.00,0.023035
5.5149,5.9620,61.22,121.00,0.023114
5.6074,5.9620,60.95,121.00,0.023944
5.6991,5.9350,61.22,121.00,0.023398
5.7930,5.9350,60.95,121.00,0.024058
5.8828,5.9350,61.22,121.00,0.023677
5.9749,5.9350,60.95,121.00,0.023537
6.0678,5.9350,61.49,122.00,0.023305
