Timestamp (s),Power (W),Temperature (°C),Memory (MB),Inference Time (s)
0.1864,0.0000,60.95,119.50,0.009724
0.2730,0.0000,60.42,120.00,0.010068
0.3522,0.0000,60.42,120.00,0.010795
0.4336,0.0000,60.69,120.00,0.010185
0.5143,2.6300,60.69,120.00,0.009672
0.5992,5.2600,61.22,120.00,0.010041
0.6840,5.2600,60.69,120.00,0.010439
0.7682,5.2600,60.42,120.00,0.010386
0.8502,5.2600,60.42,120.00,0.010307
0.9334,5.2600,60.95,120.00,0.009776
1.0125,5.2600,60.95,120.00,0.010213
1.0977,5.2600,61.22,120.00,0.009980
1.1793,5.2600,60.95,120.00,0.010585
1.2644,5.2600,60.69,120.00,0.010105
1.3463,5.2600,61.22,120.00,0.009348
1.4312,5.2600,61.22,120.00,0.009705
1.5132,5.2600,60.95,120.00,0.009614
1.5999,5.2600,61.22,120.00,0.010526
1.6838,5.2600,60.95,120.00,0.010253
1.7696,5.2600,61.22,120.00,0.009100
1.8443,5.2600,61.22,120.00,0.008940
1.9237,5.2600,60.95,120.00,0.009153
2.0007,5.2600,61.49,120.00,0.008993
2.0853,5.2600,60.95,120.00,0.009660
2.1689,5.2600,60.95,120.00,0.009372
2.2540,5.2600,61.22,120.00,0.009765
2.3348,5.2600,61.22,120.00,0.009446
2.4217,5.2600,61.22,120.00,0.010702
2.5037,5.2600,61.22,120.00,0.010127
2.5893,5.2600,60.95,120.00,0.010346
2.6704,5.2600,61.22,120.00,0.009855
2.7574,5.2600,61.22,120.00,0.010231
2.8364,5.2600,61.22,120.00,0.009548
2.9195,5.2600,61.22,120.00,0.009794
2.9981,5.2600,61.22,120.00,0.009932
3.0800,5.7290,61.49,120.00,0.009671
3.1553,5.7290,61.49,120.00,0.009223
3.2364,5.7290,61.22,120.00,0.010194
3.3127,5.7290,61.49,120.00,0.009781
3.3912,5.7290,61.49,120.00,0.009881
3.4694,5.7290,61.22,120.00,0.009891
3.5500,5.9430,61.49,120.00,0.010573
3.6294,5.9430,61.49,120.00,0.009987
3.7104,5.9430,61.22,120.00,0.009816
3.7921,5.9430,61.22,120.00,0.009902
3.8756,5.9430,61.49,120.00,0.009973
3.9580,5.9430,61.49,120.00,0.010328
4.0434,5.9430,61.49,120.00,0.010499
4.1271,5.9430,61.49,120.00,0.010279
4.2114,5.9430,61.22,120.00,0.009926
4.2954,5.9430,61.22,120.00,0.009932
4.3805,5.9430,61.22,120.50,0.009662
4.4624,5.9430,61.49,121.00,0.009504
4.5436,5.9200,61.22,121.00,0.009470
4.6199,5.9200,61.49,121.00,0.009164
4.7000,5.9200,61.49,121.00,0.009877
4.7782,5.9200,61.22,121.00,0.009703
4.8568,5.9200,61.76,121.00,0.010000
4.9358,5.9200,61.22,121.00,0.009651
5.0140,5.9200,61.22,121.00,0.009676
5.0903,5.9200,61.49,121.00,0.009633
5.1700,5.9200,61.49,121.00,0.009791
5.2478,5.9200,61.49,121.00,0.009869
5.3301,5.9200,61.49,121.00,0.010232
5.4062,5.9200,61.49,121.00,0.009178
5.4876,5.9220,61.76,121.00,0.010235
5.5667,5.9240,61.22,121.00,0.009397
5.6471,5.9240,61.22,121.00,0.009510
5.7278,5.9240,61.76,121.00,0.009730
5.8103,5.9240,61.22,121.00,0.009763
5.8864,5.9240,61.22,121.00,0.009229
5.9642,5.9240,61.22,121.00,0.010024
6.0425,5.9240,61.22,121.00,0.009582
6.1199,5.9240,61.76,121.00,0.009753
6.1994,5.9240,61.76,121.00,0.009887
6.2796,5.9240,61.49,121.00,0.009908
6.3553,5.9240,61.76,122.00,0.009797
6.4315,5.9240,62.03,122.00,0.009187
6.5063,5.9240,61.49,122.00,0.009577
6.5831,5.9240,61.22,122.00,0.009696
6.6602,5.9010,61.22,122.00,0.009547
6.7402,5.9010,61.22,122.00,0.009368
6.8193,5.9010,61.49,122.00,0.009946
6.8992,5.9010,61.49,122.00,0.009655
6.9754,5.9010,61.76,122.00,0.009679
7.0578,5.9010,61.49,122.00,0.009520
7.1339,5.9010,61.76,122.00,0.009442
7.2099,5.9010,61.49,122.00,0.008977
7.2878,5.9010,61.76,122.00,0.009286
7.3705,5.9010,61.49,122.00,0.009376
7.4472,5.9010,61.76,122.00,0.009910
7.5276,5.8630,61.49,122.00,0.009688
7.6064,5.8630,61.76,122.00,0.009952
7.6871,5.8630,61.22,122.00,0.009676
7.7652,5.8630,61.76,122.00,0.009674
7.8434,5.8630,61.76,122.00,0.010178
7.9191,5.8630,61.76,122.00,0.009129
7.9999,5.8630,62.30,122.00,0.009921
8.0784,5.8630,61.22,122.00,0.009576
8.1563,5.8630,61.76,122.00,0.009568
8.2370,5.8630,61.22,122.00,0.009820
8.3153,5.8630,62.03,122.00,0.009799
8.3959,5.8630,61.49,122.00,0.009602
8.4767,5.8630,61.76,122.00,0.009211
8.5568,5.8630,61.22,122.00,0.010415
8.6356,5.8630,61.49,122.00,0.009279
8.7101,5.8630,61.22,122.00,0.009016
8.7878,5.8630,62.03,122.00,0.009091
8.8643,5.8630,61.49,122.00,0.009527
8.9475,5.8630,61.76,122.00,0.009203
9.0242,5.8630,61.76,122.00,0.010054
9.1015,5.8630,61.49,122.00,0.009253
9.1792,5.8630,61.76,122.00,0.009542
9.2564,5.8630,62.03,122.00,0.009285
9.3326,5.8630,61.22,122.00,0.009794
9.4151,5.8630,62.03,122.00,0.009293
9.4918,5.8840,61.22,122.00,0.010260
9.5754,5.9050,61.76,122.00,0.010000
9.6541,5.9050,61.76,122.00,0.009849
9.7345,5.9050,61.49,122.00,0.009188
9.8103,5.9050,61.76,122.00,0.009054
9.8867,5.9050,60.95,122.00,0.008959
9.9619,5.9050,61.22,122.00,0.009127
10.0394,5.9050,61.22,122.00,0.009760
10.1161,5.9050,62.03,121.50,0.009484
10.1960,5.9050,61.49,121.50,0.010006
10.2748,5.9050,62.30,122.00,0.009660
10.3550,5.9050,61.49,122.00,0.009190
10.4298,5.9050,61.22,122.00,0.008894
10.5065,5.9050,61.49,122.00,0.008990
10.5822,5.9050,61.76,122.00,0.009106
10.6639,5.9050,61.22,122.00,0.009817
10.7406,5.9050,62.30,122.00,0.009761
10.8207,5.9050,61.76,122.00,0.009819
10.8999,5.9050,61.49,122.00,0.009848
10.9803,5.9050,61.49,122.00,0.009882
11.0586,5.9050,61.22,122.00,0.009289
11.1363,5.9050,62.03,122.00,0.009406
11.2156,5.9050,61.49,121.50,0.010056
11.2945,5.9050,61.49,121.00,0.009691
11.3758,5.9050,61.76,121.00,0.010238
11.4580,5.9050,61.76,121.00,0.010063
11.5420,5.9850,61.49,121.00,0.010401
11.6271,5.9850,61.76,121.00,0.010141
11.7099,5.9850,61.76,121.00,0.009848
11.7891,5.9850,62.03,121.00,0.008912
11.8654,5.9850,61.49,121.00,0.009442
11.9474,5.9850,61.49,121.00,0.009234
12.0238,5.9850,61.49,121.00,0.009037
12.1081,5.9850,61.49,121.00,0.010530
12.1919,5.9850,61.22,121.00,0.010057
12.2761,5.9850,61.49,121.50,0.010473
12.3594,5.9850,61.76,122.00,0.009852
12.4431,5.9850,61.49,121.50,0.010138
12.5264,5.9850,61.49,121.00,0.010030
12.6071,5.9850,62.03,121.00,0.009169
12.6850,5.9850,61.49,121.00,0.009368
12.7713,5.9850,62.03,121.00,0.010174
12.8530,5.9850,61.76,121.00,0.010502
12.9362,5.9850,61.76,121.00,0.009778
13.0180,5.9850,61.76,121.00,0.009978
13.1020,5.9850,61.76,121.00,0.010031
13.1854,5.9850,61.49,121.00,0.009648
13.2715,5.9850,61.49,121.00,0.009793
13.3525,5.9850,61.49,121.00,0.009736
13.4398,5.9850,61.49,121.00,0.010373
13.5237,5.9850,61.22,121.00,0.009880
13.6084,5.9850,61.49,121.00,0.010082
13.6917,5.8515,61.76,121.00,0.009914
13.7762,5.7180,61.49,121.00,0.010000
13.8604,5.7180,61.49,121.00,0.009501
13.9434,5.7180,61.22,121.00,0.009579
14.0248,5.7180,61.76,121.00,0.009649
14.1029,5.7180,62.03,121.00,0.009049
14.1812,5.7180,61.76,121.00,0.009274
14.2595,5.7180,61.76,121.00,0.009777
14.3387,5.7180,61.76,121.00,0.009990
14.4227,5.7180,61.49,121.00,0.009997
14.5078,5.8115,61.49,121.00,0.010964
14.5934,5.9050,61.49,121.00,0.009917
14.6745,5.9050,61.22,121.00,0.009961
14.7555,5.9050,61.22,121.00,0.009355
14.8317,5.9050,61.76,121.00,0.010397
14.9166,5.9050,61.49,121.00,0.010148
14.9956,5.9050,61.49,121.00,0.010067
15.0741,5.9050,61.22,121.00,0.009475
15.1523,5.9050,61.22,121.00,0.009459
15.2333,5.9050,61.49,121.00,0.009641
15.3108,5.9050,61.76,121.00,0.009882
15.3888,5.9050,61.49,121.00,0.009502
15.4670,5.9050,62.30,121.00,0.009517
15.5460,5.8740,62.03,121.00,0.009388
15.6255,5.8740,61.22,121.00,0.009899
15.7069,5.8740,61.49,121.00,0.009825
15.7881,5.8740,61.49,121.00,0.009138
15.8685,5.8740,61.76,121.00,0.009380
15.9476,5.8740,61.22,121.00,0.009898
16.0274,5.8740,61.76,121.00,0.009859
16.1041,5.8740,61.49,121.00,0.009987
16.1816,5.8740,61.76,121.00,0.009617
16.2596,5.8740,61.76,121.00,0.009499
16.3395,5.8740,61.22,121.00,0.009813
16.4160,5.8740,61.22,121.00,0.009928
16.4989,5.8990,61.49,121.00,0.009536
16.5788,5.9240,62.03,121.00,0.009792
16.6565,5.9240,61.22,121.00,0.009453
16.7353,5.9240,61.22,121.00,0.009930
16.8161,5.9240,61.49,121.00,0.010326
16.8922,5.9240,61.49,121.00,0.009407
16.9721,5.9240,61.49,121.00,0.010195
17.0516,5.9240,62.03,121.00,0.009742
17.1319,5.9240,61.76,121.00,0.010037
17.2101,5.9240,61.49,121.00,0.009657
17.2877,5.9240,61.76,121.00,0.009439
17.3633,5.9240,61.22,121.00,0.009183
17.4410,5.9240,61.76,121.00,0.010011
17.5192,5.9145,61.49,121.00,0.009619
17.5988,5.9050,61.76,121.00,0.009255
17.6741,5.9050,61.49,121.00,0.009471
17.7563,5.9050,61.22,121.00,0.009360
17.8319,5.9050,61.76,121.00,0.009358
17.9115,5.9050,61.76,121.00,0.009409
17.9896,5.9050,61.49,121.00,0.009866
18.0680,5.9050,62.03,121.00,0.009921
18.1460,5.9050,61.76,121.00,0.009807
18.2267,5.9050,61.49,121.00,0.009622
18.3025,5.9050,61.76,121.00,0.009761
18.3823,5.9050,62.03,121.00,0.009294
18.4608,5.9050,61.22,121.00,0.009821
18.5437,5.9310,61.49,121.00,0.010121
18.6198,5.9310,61.76,121.00,0.009854
18.6968,5.9310,61.76,121.00,0.009451
18.7732,5.9310,61.22,121.00,0.009827
18.8501,5.9310,61.76,121.00,0.008903
18.9276,5.9310,61.22,121.00,0.009584
19.0057,5.9310,61.76,121.00,0.010388
19.0834,5.9310,61.76,121.00,0.009525
19.1634,5.9310,61.49,121.00,0.009760
19.2392,5.9310,62.03,122.00,0.009499
19.3167,5.9310,62.30,122.00,0.009513
19.3957,5.9310,61.76,122.00,0.009754
19.4753,5.9310,61.76,122.00,0.009329
19.5519,5.9580,61.76,122.00,0.009686
19.6320,5.9580,61.76,122.00,0.009855
19.7084,5.9580,61.76,122.00,0.009950
19.7885,5.9580,62.03,122.00,0.009633
19.8671,5.9580,61.49,122.00,0.009428
19.9466,5.9580,62.03,122.00,0.009467
20.0258,5.9580,61.76,122.00,0.010029
20.1042,5.9580,62.30,122.00,0.009811
20.1796,5.9580,62.03,122.00,0.009581
20.2594,5.9580,61.76,122.00,0.009389
20.3374,5.9580,61.76,122.00,0.009605
20.4172,5.9580,62.03,122.00,0.009730
20.4950,5.9600,61.76,122.00,0.009466
20.5760,5.9620,61.22,122.00,0.009693
20.6523,5.9620,61.76,122.00,0.009082
20.7310,5.9620,61.76,122.00,0.010269
20.8063,5.9620,62.03,122.00,0.009131
20.8841,5.9620,61.76,122.00,0.009269
20.9599,5.9620,61.76,122.00,0.009417
21.0396,5.9620,61.22,122.00,0.009850
21.1162,5.9620,61.76,122.00,0.009655
21.1939,5.9620,61.76,122.00,0.009438
21.2723,5.9620,62.30,122.00,0.009597
21.3500,5.9620,61.76,122.00,0.009461
21.4262,5.9620,61.49,122.00,0.009665
21.5068,5.9675,62.03,122.00,0.009616
21.5823,5.9730,62.03,122.00,0.009660
21.6604,5.9730,62.30,122.00,0.010091
21.7364,5.9730,61.22,122.00,0.008915
21.8140,5.9730,61.22,122.00,0.008835
21.8891,5.9730,62.03,122.00,0.009530
21.9675,5.9730,61.76,122.00,0.009428
22.0418,5.9730,61.76,122.00,0.008826
22.1180,5.9730,61.76,122.00,0.009218
22.1923,5.9730,61.76,122.00,0.008978
22.2718,5.9730,61.22,122.00,0.009863
22.3481,5.9730,61.49,122.00,0.009881
22.4313,5.9730,61.22,122.00,0.009709
22.5074,5.9445,61.76,122.00,0.009231
22.5865,5.9160,62.03,122.00,0.008842
22.6631,5.9160,61.76,122.00,0.008986
22.7444,5.9160,61.49,122.00,0.010301
22.8230,5.9160,61.76,122.00,0.009835
22.9012,5.9160,62.30,122.00,0.010298
22.9824,5.9160,61.49,122.00,0.009835
23.0628,5.9160,62.30,122.00,0.009910
23.1391,5.9160,61.49,122.00,0.009490
23.2197,5.9160,61.76,122.00,0.009783
23.2964,5.9160,61.76,122.00,0.009526
23.3792,5.9160,61.76,122.00,0.010225
23.4545,5.9160,61.76,122.00,0.008956
23.5323,5.9220,61.76,122.00,0.009664
23.6120,5.9280,61.22,122.00,0.010087
23.6943,5.9280,61.76,122.00,0.009471
23.7722,5.9280,62.03,122.00,0.009628
23.8498,5.9280,61.76,122.00,0.009694
23.9335,5.9280,62.30,122.00,0.014501
24.0186,5.9280,62.30,122.00,0.010299
24.1022,5.9280,61.49,122.00,0.009459
24.1882,5.9280,61.49,122.00,0.009474
24.2725,5.9280,61.49,122.00,0.009543
24.3566,5.9280,62.03,122.00,0.010152
24.4413,5.9280,61.76,122.00,0.009751
24.5281,5.8550,61.22,122.00,0.010253
24.6112,5.8550,61.49,122.00,0.009533
24.6951,5.8550,62.30,122.00,0.009423
24.7789,5.8550,61.49,122.00,0.010043
24.8652,5.8550,61.76,122.00,0.009578
24.9481,5.8550,61.49,122.00,0.009997
25.0350,5.8550,61.76,122.00,0.010307
25.1193,5.8550,61.49,122.00,0.010373
25.2031,5.8550,61.76,122.00,0.009935
25.2850,5.8550,61.76,122.00,0.009980
25.3716,5.8550,62.03,122.00,0.010134
25.4560,5.8550,61.76,122.00,0.009764
25.5417,5.7600,62.03,122.00,0.010428
25.6248,5.7600,61.22,122.00,0.010518
25.7086,5.7600,62.03,122.00,0.009400
25.7880,5.7600,61.76,122.00,0.009855
25.8671,5.7600,61.22,122.00,0.009177
25.9416,5.7600,61.22,122.50,0.008994
26.0186,5.7600,61.76,123.00,0.009054
26.0972,5.7600,61.49,123.00,0.009878
26.1779,5.7600,62.03,123.00,0.009626
26.2538,5.7600,61.76,123.00,0.009455
26.3321,5.7600,61.76,123.00,0.009267
26.4082,5.7600,62.03,123.00,0.009771
26.4903,5.7600,61.49,123.00,0.009238
26.5661,5.9050,61.49,123.00,0.009202
26.6430,5.9050,62.03,123.00,0.009390
26.7208,5.9050,61.49,123.00,0.009986
26.8072,5.9050,61.76,123.00,0.009805
26.8899,5.9050,61.76,123.00,0.010274
26.9751,5.9050,62.03,123.00,0.010264
27.0566,5.9050,61.76,123.00,0.009807
27.1439,5.9050,60.95,123.00,0.010014
27.2282,5.9050,61.76,123.00,0.010016
27.3121,5.9050,61.22,123.00,0.009801
27.3958,5.9050,61.76,123.00,0.010268
27.4794,5.9050,61.22,123.00,0.009617
27.5594,5.9050,62.03,123.00,0.009604
27.6394,5.9050,61.49,123.00,0.009673
27.7204,5.9050,61.76,123.00,0.009435
27.8028,5.9050,61.76,123.00,0.009700
27.8789,5.9050,61.76,123.00,0.009907
27.9579,5.9050,61.49,123.00,0.009582
28.0340,5.9050,61.22,123.00,0.009557
28.1149,5.9050,61.76,123.00,0.009981
28.1908,5.9050,61.76,123.00,0.009128
28.2673,5.9050,62.03,123.00,0.009340
28.3424,5.9050,62.03,123.00,0.009343
28.4207,5.9050,61.76,123.00,0.009672
28.4965,5.9050,61.22,123.00,0.009102
28.5762,5.9050,61.49,123.00,0.009285
28.6504,5.9050,61.76,123.00,0.009054
28.7284,5.9050,62.03,123.00,0.010003
28.8036,5.9180,61.76,123.00,0.009404
28.8830,5.9310,61.76,123.00,0.009837
28.9585,5.9310,61.22,123.00,0.009154
29.0373,5.9310,61.49,123.00,0.009845
29.1157,5.9310,62.03,123.00,0.010006
29.1949,5.9310,61.76,123.00,0.009997
29.2729,5.9310,61.49,123.00,0.009681
29.3519,5.9310,61.49,123.00,0.010361
29.4273,5.9310,61.76,123.00,0.009141
29.5041,5.9310,61.49,123.00,0.009041
29.5788,5.9310,61.76,123.00,0.009258
29.6558,5.9310,61.76,123.00,0.008941
29.7342,5.9310,62.03,123.00,0.009307
29.8121,5.9310,61.76,123.00,0.009749
29.8883,5.9310,61.76,123.00,0.009638
29.9688,5.9310,61.49,123.00,0.009515
30.0477,5.9310,61.76,123.00,0.009766
30.1277,5.9310,62.03,123.00,0.009020
30.2024,5.9310,61.76,123.00,0.009209
30.2843,5.9310,61.49,123.00,0.009275
30.3604,5.9310,61.49,123.00,0.009940
30.4392,5.9310,61.22,123.00,0.009995
30.5156,5.8740,61.49,123.00,0.009600
30.5943,5.8170,61.76,123.00,0.009606
30.6716,5.8170,61.49,123.00,0.009180
30.7507,5.8170,62.03,123.00,0.008985
30.8276,5.8170,62.03,123.00,0.009507
30.9070,5.8170,62.03,123.00,0.009309
30.9854,5.8170,62.03,123.00,0.010089
31.0711,5.8170,61.76,123.00,0.010072
31.1527,5.8170,62.30,123.00,0.009780
31.2379,5.8170,61.76,123.00,0.009414
31.3198,5.8170,61.76,123.00,0.010218
31.4056,5.8170,61.76,123.00,0.009771
31.4902,5.8170,61.49,123.00,0.010782
31.5768,5.8170,62.30,123.00,0.009623
31.6598,5.8170,61.76,123.00,0.009746
31.7443,5.8170,61.49,124.00,0.009908
31.8276,5.8170,61.49,124.00,0.009302
31.9122,5.8170,61.49,124.00,0.010150
31.9934,5.8170,61.49,124.00,0.010227
32.0756,5.8170,61.22,124.00,0.009927
32.1563,5.8170,61.49,124.00,0.008898
32.2391,5.8170,62.03,124.00,0.009100
32.3186,5.8170,61.76,123.50,0.009926
32.4041,5.8170,61.49,123.00,0.010231
32.4834,5.7980,62.03,123.00,0.010036
32.5706,5.7790,61.76,123.00,0.009969
32.6515,5.7790,61.49,123.00,0.010072
32.7360,5.7790,61.22,123.00,0.009954
32.8177,5.7790,61.76,123.00,0.010222
32.9012,5.7790,61.76,123.00,0.010049
32.9846,5.7790,61.49,123.00,0.009829
33.0684,5.7790,61.49,123.00,0.009778
33.1488,5.7790,61.49,123.00,0.009697
33.2299,5.7790,61.22,123.00,0.009662
33.3062,5.7790,61.76,123.00,0.009694
33.3869,5.7790,61.76,123.00,0.009503
33.4633,5.7790,61.76,123.00,0.009865
33.5428,5.8970,61.76,123.00,0.010002
33.6212,5.8970,61.76,123.00,0.009472
33.7008,5.8970,61.49,123.00,0.009805
33.7790,5.8970,61.49,123.00,0.009738
33.8620,5.8970,61.76,123.00,0.009702
33.9388,5.8970,62.03,123.00,0.010198
34.0167,5.8970,61.49,123.00,0.009517
34.0948,5.8970,62.03,123.00,0.009624
34.1732,5.8970,61.76,123.00,0.009825
34.2515,5.8970,62.30,123.00,0.009748
34.3315,5.8970,61.76,123.00,0.009823
34.4075,5.8970,62.03,123.00,0.009597
34.4887,5.9085,61.49,123.00,0.009915
