CommRound,Acc,Loss,Time
0,9.48,2.3108509673347957,2.9767911434173584
1,40.01,1.9582175348378434,11.006615400314331
2,57.77,1.320051528230498,9.601393461227417
3,63.01,1.1399853802934479,10.720816135406494
4,68.93,0.9624077489104452,10.66633152961731
5,76.45,0.7529674508149111,9.695972919464111
6,82.37,0.5610706934446021,9.165358066558838
7,82.77,0.5594144223988811,9.191569089889526
8,82.69,0.5743995442797866,9.709670782089233
9,81.13,0.6603023668255987,9.083480834960938
10,80.73,0.6715261311847952,9.023083686828613
11,82.25,0.6122515854201739,9.388696908950806
12,84.04,0.5604329356287099,9.546705484390259
13,85.66,0.5035039111971855,9.24207329750061
14,86.1,0.48157174328837216,9.0053551197052
15,86.32,0.47370098337908334,9.469013690948486
16,86.18,0.47645077708212635,9.883968591690063
17,86.15,0.48085920177871666,9.530533790588379
18,85.89,0.49310659815239,9.46510934829712
19,85.79,0.49499213657801666,8.976927518844604
20,85.94,0.49147855556463893,9.089089632034302
