CommRound,Acc,Loss,Time
0,9.75,2.301532458655442,2.5684802532196045
1,49.69,1.4787658181371568,12.516830444335938
2,75.14,0.7490516259700437,11.970890283584595
3,80.41,0.5959245087225226,12.967636585235596
4,80.23,0.6220181431574158,12.539119720458984
5,81.79,0.6034593563291091,12.608868598937988
6,87.0,0.43564700335264206,10.736566543579102
7,87.62,0.425625152980225,10.898213386535645
8,89.44,0.3707138458856299,10.816508531570435
9,89.45,0.3620897119369688,10.86629033088684
10,90.63,0.3351217762956136,11.11131763458252
11,90.96,0.3251797148981426,10.861100912094116
12,90.99,0.3251495593805102,10.64091944694519
13,91.05,0.3253218304318718,11.024530172348022
14,91.03,0.3259817810281168,10.737472534179688
15,90.99,0.327392578455089,11.052354097366333
16,91.04,0.32840307882126374,10.970726251602173
17,91.08,0.32926857301706003,11.511207342147827
18,91.12,0.33005551314806636,11.136950731277466
19,91.1,0.33067721840512904,11.005948543548584
20,91.11,0.33122861413638804,10.816056728363037
21,91.11,0.33172511889398854,10.619758129119873
22,91.12,0.33236890951100784,10.979759693145752
23,91.12,0.33295437556844726,11.407530069351196
24,91.14,0.3335768854410588,10.78869366645813
25,91.14,0.3340791481299491,11.259855508804321
26,91.17,0.33471347207698643,11.91371750831604
27,91.22,0.3352282876266709,10.995935916900635
28,91.23,0.3357098968345908,10.833247423171997
29,91.24,0.3360143177494218,11.443870782852173
30,91.23,0.33641649249799643,10.972119569778442
