CommRound,Acc,Loss,Time
0,10.09,2.3066954492013667,3.0539002418518066
1,10.28,2.9615477368801453,9.540687322616577
2,10.76,2.9964578996730755,9.800003051757812
3,11.68,3.0255126258994958,9.588824033737183
4,12.5,3.0442761710927457,9.408938646316528
5,12.69,3.0582990404925767,9.322313070297241
6,12.97,3.068304861648173,10.370925903320312
7,13.09,3.0741521135161194,9.484732866287231
8,13.19,3.076971624470964,9.045217275619507
9,13.22,3.0778962358643738,9.774272680282593
10,13.23,3.0770971624157095,9.607401132583618
11,13.24,3.07493842402591,9.719204664230347
12,13.25,3.072802374634562,9.69929552078247
13,13.26,3.0700309638735614,9.582758903503418
14,13.28,3.0672628607931016,9.662083864212036
15,13.27,3.0647127749044683,9.561034917831421
16,13.28,3.0618319209617906,9.337418794631958
17,13.28,3.0595621730707867,9.378658771514893
18,13.3,3.0567379088341435,9.659371852874756
19,13.31,3.0549488550500024,9.649072170257568
20,13.32,3.0518142150927194,9.71560001373291
21,13.33,3.0501232388653334,10.312122106552124
22,13.33,3.0468296491647067,9.472312927246094
23,13.35,3.0452040479153015,9.811922073364258
24,13.42,3.0423977767364887,9.678981304168701
25,13.45,3.0396740647810923,9.50527024269104
26,13.47,3.037838806079913,9.71202278137207
27,13.47,3.0360164038742643,9.313339233398438
28,13.54,3.031784084778798,9.850079536437988
29,13.51,3.030961914907528,9.522374391555786
30,13.54,3.029204896733731,9.742339372634888
