CommRound,Acc,Loss,Time
0,9.83,2.3112778361839585,2.091778039932251
1,17.14,2.788259874416303,9.931498289108276
2,17.46,2.7336564094205444,10.258549690246582
3,20.15,2.3191830447957487,10.511071681976318
4,24.57,2.068583461302745,10.983155727386475
5,37.67,1.824738076970547,10.261840343475342
6,42.91,1.6662808234178568,10.207803010940552
7,46.36,1.5815232720556138,10.493364334106445
8,43.47,1.7016864230361166,10.26617956161499
9,55.33,1.347469047655033,10.334435939788818
10,45.14,1.7512664040432702,10.331211805343628
11,53.29,1.4573150526119183,10.33834719657898
12,60.85,1.2071743381174305,10.370885133743286
13,57.0,1.3686771996413605,10.251117706298828
14,59.88,1.2375875764255282,10.373297214508057
15,65.3,1.0856640293628355,10.635746479034424
16,63.52,1.1311441373221482,10.622666358947754
17,61.66,1.244272625144524,10.5144944190979
18,64.32,1.136880406850501,10.514985084533691
19,68.83,1.005451560774936,10.582170486450195
20,68.18,1.0231939350502401,10.49925422668457
21,66.83,1.0784758435019963,10.369729280471802
22,65.18,1.1898393796969065,10.517875671386719
23,69.07,1.051079286050193,10.474483728408813
24,69.83,0.9836413860321045,10.36113691329956
25,71.46,0.9470861946480184,10.296517610549927
26,69.71,1.023334182515929,10.616497278213501
27,66.6,1.0751223745225351,10.528734683990479
28,70.47,0.9032695595222183,10.445363283157349
29,67.81,1.039898793154125,10.504920721054077
30,69.06,0.9993726233892803,10.445469856262207
