CommRound,Acc,Loss,Time
0,8.92,2.311679680136186,1.9720056056976318
1,18.86,2.5807610101337675,9.82493782043457
2,19.72,2.51291726510736,9.96836805343628
3,20.59,2.314824496643453,9.765064001083374
4,24.75,2.1475645167918147,9.778082132339478
5,30.39,1.9428298307370535,9.792539596557617
6,32.24,1.8991033034988596,9.850384712219238
7,35.69,1.748605186426187,9.760738611221313
8,35.11,1.75265454944176,9.723867654800415
9,36.77,1.6974091046973119,9.767725706100464
10,41.91,1.5421007947076726,9.673974990844727
11,44.33,1.4977498733544652,10.059353113174438
12,49.68,1.4322258324562749,9.786093473434448
13,52.99,1.4334044637559336,9.733314514160156
14,56.7,1.3996831012677542,9.870975255966187
15,57.51,1.363096235673639,9.645604372024536
16,57.02,1.3874747270270238,9.706571578979492
17,59.91,1.2925002303304551,9.680679321289062
18,57.45,1.3292421970186354,9.877508163452148
19,57.18,1.3300903982753995,9.607996940612793
20,59.67,1.2538962371741669,9.837634801864624
21,58.59,1.2643803146821033,9.634323120117188
22,59.37,1.2442264828500869,9.772156715393066
