CommRound,Acc,Loss,Time
0,9.4,2.3332750344578224,2.5008606910705566
1,55.73,1.4019249896459942,53.93071532249451
2,66.95,1.042349048053162,52.45550346374512
3,58.02,1.1871680240087872,44.186248779296875
4,64.09,1.0033987926531442,62.31399440765381
5,81.19,0.5640532022601441,48.951369524002075
6,87.93,0.3781472209699546,48.47637343406677
7,89.09,0.35309237350202816,51.363500356674194
8,85.43,0.5035364472224743,56.34415245056152
9,88.3,0.4338019335571724,52.21406269073486
10,88.95,0.42219246866157917,49.36499309539795
11,89.46,0.4096187030472144,52.21922183036804
12,89.58,0.40976555887138166,54.4903781414032
13,89.64,0.41026238357954764,55.3305881023407
14,89.69,0.4094960620461763,46.741605281829834
15,89.77,0.40856262848158426,52.78491735458374
16,89.79,0.407942577265203,53.81442975997925
17,89.86,0.40613041422035123,53.68018651008606
18,89.91,0.4049010393386589,51.84549021720886
19,89.98,0.4034613195005097,54.472471952438354
20,89.98,0.4019426275634124,54.49610638618469
21,90.06,0.4002829419236772,55.41891431808472
22,90.12,0.3985848020691472,54.94663667678833
23,90.16,0.3970960574106702,48.5757269859314
24,90.22,0.39564419722868294,54.42445373535156
25,90.28,0.3941854864618258,54.946792125701904
26,90.3,0.392561424747581,51.900023221969604
27,90.31,0.3911209558313595,49.66755151748657
28,90.37,0.3897071421452904,54.65781855583191
29,90.4,0.38825595997792633,45.344154834747314
30,90.41,0.3868141699393716,48.37261080741882
