CommRound,Acc,Loss,Time
0,9.54,2.302677450300772,1.9780480861663818
1,46.05,1.6431510131570357,9.923488855361938
2,62.47,1.0948267194289196,10.505553960800171
3,69.45,0.8550800696203981,10.197524070739746
4,72.6,0.7677844279929052,10.189601421356201
5,76.55,0.6842050578775285,9.950043201446533
6,82.82,0.5110490746513198,10.278616666793823
7,87.14,0.3920061053543151,10.040245056152344
8,88.66,0.3514696320966829,10.196489810943604
9,88.96,0.34056506324795227,10.018871784210205
10,90.17,0.3131052605053292,10.18048906326294
11,90.37,0.3120053311503386,10.210756063461304
12,90.94,0.29823280203663094,10.350489139556885
13,90.9,0.3021881136147282,10.405318975448608
14,90.72,0.3048529427828668,10.153736114501953
15,90.84,0.3044214572851794,10.452747344970703
16,90.99,0.2996637421082469,10.513865232467651
17,91.01,0.2981719842675743,10.230655431747437
18,91.09,0.29715936208921895,10.227795600891113
19,91.05,0.29742770597244367,10.129010438919067
20,91.12,0.296277856477831,10.502537965774536
21,91.16,0.2968191810636015,10.170921802520752
22,91.21,0.29631796360157336,10.052606582641602
23,91.31,0.2958252136065047,10.248572587966919
24,91.29,0.2955223353980463,10.043837070465088
25,91.36,0.29527220116998953,10.202276706695557
26,91.42,0.2952187002011681,10.231465339660645
27,91.49,0.2947316960184069,10.278803825378418
28,91.54,0.294600471182243,10.462424039840698
29,91.5,0.2950159455354832,10.228237628936768
30,91.51,0.2948770222808175,10.324151754379272
