CommRound,Acc,Loss,Time
0,10.09,2.3118910457514508,2.007702589035034
1,19.72,2.752059402345102,9.97276520729065
2,19.8,2.7051350859147085,10.474777936935425
3,19.83,2.3363823498351666,10.362201452255249
4,19.81,2.2454524855070477,10.31072449684143
5,20.92,2.136256338674811,10.305043458938599
6,29.69,1.9674622258053551,10.32296895980835
7,37.83,1.8769740047334116,10.409329175949097
8,40.37,1.8791276805008514,10.491051435470581
9,44.24,1.7989061618153053,10.461743116378784
10,46.64,1.7149173262753064,10.465644121170044
11,38.91,2.0402423098117493,10.46783709526062
12,32.17,2.6437649304353736,10.56601333618164
13,30.93,2.9619153058981595,10.443041324615479
14,33.64,2.6580655091925514,10.25620698928833
15,36.55,2.4928079089031945,10.546607494354248
