CommRound,Acc,Loss,Time
0,9.83,2.3112778361839585,2.001140832901001
1,18.11,2.6621684213227863,10.251973628997803
2,17.17,2.7274778915356985,10.186627864837646
3,19.49,2.448814527897895,10.148212194442749
4,32.01,1.9669763528847997,10.390594959259033
5,36.33,1.8654761163494256,10.490430355072021
6,37.03,1.9049992621699465,10.468942642211914
7,46.66,1.6671494668043112,10.26261568069458
8,51.19,1.533577959748763,10.265996217727661
9,56.29,1.3886083334307127,11.682713270187378
10,60.09,1.2438810799695268,10.407416582107544
11,57.31,1.3198291455643087,10.672724485397339
12,60.38,1.2063335957406442,10.315696001052856
13,61.76,1.1903258358375937,10.522145986557007
14,59.46,1.2096206153495401,10.68045425415039
15,68.76,0.999075563648079,10.84342336654663
16,70.28,0.9830926453010945,10.45163631439209
17,68.33,0.9980924499185779,10.484753608703613
18,68.81,0.9627048750466938,10.373330354690552
19,65.8,1.0516640634476384,10.596823453903198
20,61.01,1.2189895895463,10.643942832946777
21,68.2,1.0216398374943794,10.393453359603882
