CommRound,Acc,Loss,Time
0,8.49,2.3239894094346445,3.8495571613311768
1,56.48,1.3643700246569477,49.14216876029968
2,75.71,0.6921444855913331,52.754053354263306
3,85.92,0.43772056925145886,48.07782793045044
4,87.03,0.42154437209231943,53.94606971740723
5,89.81,0.34305891479495204,52.20624136924744
6,88.26,0.41556495449305336,46.023921966552734
7,88.98,0.3974521825255095,51.62063980102539
8,89.48,0.39934856786475154,51.11693549156189
9,89.57,0.41534118195170466,47.81199336051941
10,88.82,0.46462559912212287,44.93384504318237
