CommRound,Acc,Loss,Time
0,5.65,2.3855823052080374,1.9983394145965576
1,56.53,1.3924170709863495,8.208806276321411
2,67.93,0.9095991657504553,8.423842191696167
3,76.78,0.6874884634832793,8.401865720748901
4,80.38,0.5921940301792531,8.442320346832275
5,81.51,0.5785647883445402,8.39669156074524
6,83.19,0.5613587861762771,8.750162601470947
7,81.52,0.6733331225718124,8.777979135513306
8,81.74,0.6825366457806358,8.551610708236694
9,83.17,0.6560001674143574,8.60064959526062
10,83.54,0.6581313806715645,8.474807977676392
11,83.64,0.6766192199120039,8.66831088066101
12,83.63,0.6855569154589991,8.539202213287354
13,83.77,0.68939285013306,8.486353874206543
14,83.92,0.6921023970729188,8.759783506393433
15,84.04,0.6942710377087321,8.219890356063843
16,84.19,0.6960791003760658,8.521309614181519
17,84.29,0.6979156149716317,8.496511697769165
18,84.39,0.6996709955738315,8.758033990859985
19,84.5,0.7015066424596913,8.5021071434021
20,84.52,0.7036147740539871,8.72629451751709
21,84.54,0.7058929414311542,8.502484798431396
22,84.58,0.7082438240228575,8.677697658538818
23,84.68,0.710659996005176,8.635375738143921
24,84.76,0.7131554510774492,9.040762424468994
25,84.85,0.7156598841936528,8.632079124450684
26,84.89,0.7181986854234829,8.50904631614685
27,84.93,0.7207144804393188,8.68436598777771
28,84.95,0.7232146725718733,8.725021600723267
29,84.99,0.7256769718531566,8.617557525634766
30,85.07,0.7280759696341768,8.623627424240112
