CommRound,Acc,Loss,Time
0,8.28,2.3107181561144094,3.7041704654693604
1,58.67,1.2773747361159022,15.656286716461182
2,74.41,0.7409684046914305,14.566426038742065
3,82.09,0.523880252543884,14.438302993774414
4,85.08,0.45816692672198334,14.715902328491211
5,86.19,0.4391653655639178,14.58342981338501
6,87.58,0.4159037759409675,14.50378131866455
7,87.98,0.40599005490164214,14.806715965270996
8,88.07,0.42332850797455523,14.796900510787964
9,87.44,0.4446854263638394,14.588390350341797
10,88.7,0.4124844988595836,14.683295488357544
11,89.15,0.4016461211339205,14.623579740524292
12,89.27,0.4007005052098745,14.36418104171753
13,89.34,0.40037751520830617,15.465351581573486
14,89.42,0.40031087589509123,16.005619049072266
15,89.47,0.40011141253517396,14.5104660987854
16,89.5,0.3998789284849846,14.637878656387329
17,89.59,0.39996907723289504,13.975078344345093
18,89.6,0.4005710836028374,15.059055805206299
19,89.62,0.4005247366060562,16.602749824523926
20,89.63,0.40096725591847415,15.363744974136353
21,89.66,0.4012625859696654,16.421361446380615
22,89.74,0.40157545478189294,16.17145872116089
23,89.76,0.4015680062054079,15.751527309417725
24,89.77,0.4016367951761695,16.076981782913208
25,89.78,0.401572774341212,14.732893228530884
26,89.79,0.4016924343908889,16.407732248306274
27,89.78,0.4016449668362171,13.874468088150024
28,89.79,0.4016513442502746,14.748718976974487
29,89.79,0.4015860876563606,14.78356122970581
30,89.82,0.4015800012865021,14.453235149383545
