exp135,run1,462.04352736473083
exp136,run1,510.2490303516388
exp137,run1,496.7625494003296
exp138,run1,458.54334807395935
exp139,run1,1361.4641454219818
exp140,run1,703.8434534072876
exp141,run1,962.594883441925
exp142,run1,1511.6040544509888
exp143,run1,1417.198970079422
exp144,run1,788.1918213367462
exp145,run1,834.1626172065735
exp146,run1,1352.232991695404
exp147,run1,205.96772003173828
exp148,run1,194.4498052597046
exp149,run1,278.48471903800964
exp150,run1,746.1698169708252
exp151,run1,117.01468777656555
exp152,run1,835.8616664409637
exp153,run1,501.489723443985
exp154,run1,1675.2592499256134
exp155,run1,583.6944561004639
exp156,run1,2946.3360397815704
exp157,run1,209.60199999809265
exp158,run1,228.86321377754211
exp159,run1,299.090580701828
exp160,run1,976.0876715183258
exp161,run1,1417.6496810913086
exp162,run1,303.2629714012146
exp163,run1,313.4047873020172
exp164,run1,324.4359269142151
exp165,run1,336.2769649028778
exp166,run1,344.82136249542236
exp167,run1,322.14597487449646
exp168,run1,340.5920443534851
exp169,run1,342.98784160614014
exp170,run1,353.56745195388794
exp171,run1,158.5083990097046
exp172,run1,167.93527173995972
exp173,run1,326.2454867362976
exp174,run1,317.40358424186707
exp175,run1,1663.0822305679321
exp176,run1,1709.4816937446594
exp177,run1,1732.5984587669373
exp178,run1,330.72995948791504
exp179,run1,455.09210205078125
exp180,run1,454.5484426021576
exp181,run1,254.52295112609863
exp182,run1,207.7439570426941
exp183,run1,285.9074082374573
exp184,run1,307.7823793888092
exp185,run1,327.59290623664856
exp186,run1,843.0388383865356
exp187,run1,1436.7447080612183
exp188,run1,1483.3460631370544
exp189,run1,1057.8031642436981
exp190,run1,1570.252323627472
exp191,run1,1728.014996767044
exp192,run1,1851.1928970813751
exp193,run1,1770.93709897995
exp194,run1,529.3251600265503
exp195,run1,1642.2976422309875
exp196,run1,514.379828453064
exp197,run1,306.63986349105835
exp198,run1,310.0849483013153
exp199,run1,308.0763702392578
exp200,run1,312.52835726737976
exp201,run1,312.1823182106018
exp202,run1,309.5669438838959
exp203,run1,238.75251007080078
exp204,run1,311.9088337421417
exp205,run1,145.62016439437866
exp206,run1,138.10788130760193
exp207,run1,290.49046540260315
exp208,run1,296.9913113117218
exp209,run1,308.89481496810913
exp210,run1,300.42423605918884
exp211,run1,188.86346006393433
exp212,run1,328.64818239212036
exp213,run1,313.8113000392914
exp214,run1,136.17451095581055
exp215,run1,143.5987091064453
exp216,run1,157.87185621261597
exp217,run1,317.941810131073
exp218,run1,327.2790570259094
exp219,run1,307.1408317089081
exp220,run1,225.77843618392944
exp221,run1,299.03294682502747
exp222,run1,299.78889536857605
exp223,run1,238.48887062072754
exp224,run1,204.79835200309753
exp225,run1,219.15738081932068
exp226,run1,222.54632306098938
exp227,run1,330.1297800540924
exp228,run1,314.95118045806885
exp229,run1,294.7849769592285
exp230,run1,225.47505354881287
exp231,run1,296.9213445186615
exp232,run1,234.84586787223816
exp233,run1,206.43783354759216
exp234,run1,217.10179114341736
