CommRound,Acc,Loss,Time
0,9.48,2.3108509673347957,2.834141731262207
1,40.49,1.9155701338490354,9.53145170211792
2,58.93,1.2619832286351844,9.150037288665771
3,60.42,1.2704556010946442,9.158548831939697
4,70.1,0.9577443403533742,9.074368000030518
5,73.44,0.8558074503759795,9.483873844146729
6,81.75,0.6091491749769524,9.322457313537598
7,81.14,0.652511075327668,9.200042009353638
8,80.09,0.7234944742691668,9.851084232330322
9,77.28,1.1227405052396315,9.418965816497803
10,74.59,1.1411743646935573,9.376898765563965
11,83.82,0.6205749199548855,9.186661005020142
12,82.14,0.8281231018938596,9.413635492324829
13,82.7,0.7644485876530032,9.11307668685913
14,87.15,0.5804851975622056,9.377730131149292
15,87.65,0.5748808029803294,9.595836400985718
16,87.45,0.6267702433316014,9.11190915107727
17,86.78,0.6815142746118805,9.223251581192017
18,88.11,0.6102044741045448,9.08182692527771
19,87.97,0.6477768500866015,9.072569131851196
20,86.8,0.7552638211393659,9.299314737319946
21,87.74,0.7279501042882853,9.63871693611145
22,88.61,0.6825888268178022,9.09060025215149
23,88.51,0.7056890510352729,9.230807781219482
24,88.55,0.7116226722262328,9.707463026046753
25,88.49,0.717720717215274,9.067747592926025
26,88.55,0.724402345198242,9.173819303512573
27,88.53,0.7306242769088926,9.719813823699951
