CommRound,Acc,Loss,Time
0,10.32,2.3194319749180274,2.472687005996704
1,10.28,2.754130598864978,9.285988569259644
2,10.28,2.8995432310466525,8.869271755218506
3,10.49,2.928004575681083,8.757059812545776
4,11.07,2.9467764051654672,8.780771255493164
5,12.13,2.956438716453842,8.88122296333313
6,12.67,2.9606588731838177,8.915807723999023
7,13.27,2.9611159095281288,8.877737998962402
8,13.55,2.9592518927175786,8.83581829071045
9,13.8,2.9557525115677072,8.890109062194824
10,14.0,2.9512109997906264,8.61495304107666
11,14.12,2.9461368397821355,9.009014129638672
12,14.13,2.940883328643026,9.089942932128906
13,14.12,2.9356756180147583,9.329599142074585
14,14.16,2.9306441530396667,10.552152395248413
15,14.17,2.925887614865846,9.369778156280518
16,14.13,2.9214407190491882,9.485147953033447
17,14.16,2.9173327850390085,9.014338493347168
18,14.15,2.913574940041651,8.971779584884644
19,14.2,2.9101600164099586,8.884905099868774
20,14.22,2.9070319767239727,9.639361143112183
21,14.26,2.9042117142979103,9.697774410247803
22,14.24,2.9016851262201238,8.912315845489502
23,14.29,2.8994290526909166,9.676597118377686
24,14.33,2.897455957871449,9.452359437942505
25,14.36,2.895664761338053,9.581242561340332
26,14.37,2.893854458120805,9.50347375869751
27,14.41,2.8927029657967482,8.857203006744385
28,14.44,2.8913457363466675,9.60462999343872
29,14.46,2.8903493700148184,9.150428056716919
30,14.47,2.8894486548025395,9.172320365905762
