CommRound,Acc,Loss,Time
0,8.1,2.304530563233774,3.6944499015808105
1,36.96,1.8333062838904466,72.1775643825531
2,69.41,0.9516853045059156,76.17707467079163
3,80.16,0.6649058083944683,81.49216818809509
4,84.9,0.48505423142562937,63.49232530593872
5,85.78,0.4585079147091395,79.36442613601685
6,86.76,0.4236084643421294,82.66473150253296
7,85.39,0.48976238175660747,80.15239572525024
8,86.64,0.4638001875409597,66.33436012268066
9,86.08,0.48787065076677105,73.80746841430664
10,88.93,0.4464830864173702,75.63467049598694
11,88.14,0.47349767627406725,79.97941088676453
12,88.64,0.4940393167677559,75.1398115158081
13,88.95,0.5265125380711088,76.45327806472778
14,89.39,0.5227664860696355,74.18854236602783
15,89.38,0.5468477133802975,77.77348232269287
16,89.33,0.5654406132813119,72.75917220115662
17,89.33,0.5794957669664033,65.34851241111755
18,89.29,0.5915500053169229,72.1350884437561
19,89.26,0.6021180843957995,68.86910581588745
