CommRound,Acc,Loss,Time
0,10.81,2.302086540415317,2.415818214416504
1,20.84,2.761391467685941,9.777304887771606
2,52.2,1.4101094181024576,9.837634325027466
3,75.02,0.7483677158627329,10.134535312652588
4,80.1,0.6200307128550131,9.899409294128418
5,79.74,0.6421049797459494,9.824550867080688
6,85.88,0.4779308504790445,9.255131483078003
7,84.91,0.5158323435277878,10.941928148269653
8,83.66,0.5192983661648594,10.683507680892944
9,84.86,0.48815720094532905,10.566931962966919
10,84.85,0.5622679277122775,11.084167718887329
11,87.99,0.5150069252976889,12.10585904121399
12,84.28,0.6759932537244845,11.35826587677002
13,86.61,0.5459033738397345,11.813829183578491
14,87.93,0.5703743711538329,11.274943828582764
15,88.46,0.6038882667080888,10.770278453826904
16,88.71,0.616572601367024,10.493603229522705
17,88.82,0.6368781617500737,9.421992301940918
18,88.74,0.6578473521137163,9.476255178451538
19,88.77,0.6738951077708338,9.56633710861206
20,88.78,0.6880111013409458,9.35749077796936
21,88.79,0.700016296480464,9.374495506286621
22,88.81,0.7107558142205205,9.415250539779663
