CommRound,Acc,Loss,Time
0,10.81,2.302086540415317,4.045258045196533
1,20.91,2.770537282847151,9.575643301010132
2,52.76,1.3991626259646839,9.348157405853271
3,74.27,0.7639487770539296,10.515168190002441
4,79.73,0.6123365524071681,11.937932252883911
5,82.69,0.5388711298568339,12.747751474380493
6,84.23,0.5197317256014559,11.192312240600586
7,84.04,0.49469820343995397,10.924468994140625
8,82.83,0.5502332470650915,11.52445650100708
9,84.41,0.5078273215625859,9.438129663467407
10,85.91,0.4800456471835511,10.235430002212524
11,86.67,0.4905369029486481,9.893016815185547
12,87.56,0.4580841557700423,10.145280599594116
13,88.03,0.4433066015945205,10.329273223876953
14,87.89,0.4578828179289269,9.826485395431519
15,87.9,0.46435903687077235,10.027771711349487
16,87.92,0.46448076379638686,9.960292100906372
17,88.05,0.45965404855676845,9.817668437957764
18,88.09,0.45382865310847004,10.162193298339844
19,88.17,0.44819216357096087,10.568855047225952
20,88.32,0.4422036513356091,10.487101078033447
21,88.31,0.4392684970428295,9.819584608078003
22,88.4,0.4358759481884256,9.824800729751587
23,88.54,0.4321214835855025,10.42914628982544
24,88.59,0.4286956879534299,10.49975061416626
25,88.68,0.42617497661540027,10.116629362106323
26,88.73,0.4240119019641152,9.842500925064087
27,88.77,0.4218766684820758,10.12335753440857
28,88.82,0.420494224475343,9.873841524124146
29,88.8,0.4191419780254364,10.149181365966797
30,88.82,0.41761468268365043,10.003625392913818
