CommRound,Acc,Loss,Time
0,10.81,2.3020865555051007,1.991032361984253
1,58.26,1.2693847319747829,9.786521673202515
2,83.52,0.5226904962070381,10.111647129058838
3,86.51,0.4469066884698747,10.074976205825806
4,85.87,0.4946845454882972,10.190662622451782
5,89.27,0.3610103608026535,10.356796264648438
6,89.38,0.36617696035323266,9.997460842132568
7,90.23,0.3418965395304221,10.14475417137146
8,90.0,0.3508631821863259,10.110230922698975
9,90.13,0.34845657559418225,10.181811571121216
10,90.12,0.3487295862287283,10.102230787277222
11,90.21,0.3492245895057162,10.076231241226196
12,90.21,0.3499784549533189,10.397806406021118
13,90.35,0.35027479260122474,10.26006531715393
14,90.39,0.35076438555423217,10.202381134033203
15,90.4,0.3512292041242877,10.639271259307861
16,90.4,0.351686206823097,10.358513593673706
17,90.39,0.3520821094088539,10.11769413948059
18,90.41,0.3524501270885709,10.559257745742798
19,90.42,0.35300071436110175,10.577009677886963
20,90.44,0.35332262435857253,10.157503604888916
21,90.45,0.3538075102422434,10.121293306350708
22,90.44,0.35426806071419503,10.234384298324585
23,90.43,0.3547805466606647,10.300402879714966
24,90.46,0.35521403431326526,10.3018798828125
25,90.44,0.355642637615151,10.47355580329895
26,90.44,0.35604881490521795,10.191395044326782
27,90.49,0.3564363519272095,10.129141807556152
28,90.49,0.3566987556228532,10.63058066368103
29,90.53,0.35702413495017005,10.737093925476074
30,90.53,0.3573492446419182,10.555573225021362
