CommRound,Acc,Loss,Time
0,9.83,2.3112778361839585,1.989567518234253
1,15.74,2.743196505534498,9.948840141296387
2,18.34,3.049490732482717,10.256280660629272
3,19.8,2.556306277649312,10.297562599182129
4,19.83,2.277415000939671,10.49141526222229
5,20.79,2.2050125327291368,10.114816427230835
6,22.71,2.1789395416839215,10.376278638839722
7,29.5,2.0141802000094065,10.369904041290283
8,26.14,2.136841949028305,10.345060110092163
9,25.78,2.176588653009149,10.349255323410034
10,37.79,1.8777805099004432,10.223787546157837
11,42.65,1.863336914702307,10.376835107803345
12,42.42,1.9693219043031525,10.625260829925537
13,49.64,1.6444648685334604,10.663966417312622
14,46.28,1.776990606815,10.375801086425781
15,43.07,1.9217786819119997,10.202046155929565
16,44.2,1.917094215562072,10.573790073394775
17,45.21,1.8715311002127732,10.788801431655884
18,44.61,1.9862030910540232,10.484532117843628
