CommRound,Acc,Loss,Time
0,10.32,2.3257399933247624,2.7164969444274902
1,10.28,3.0233719198009634,9.56566572189331
2,10.31,3.039506477645681,9.432260990142822
3,10.89,3.0536679617966276,9.871925592422485
4,11.58,3.0679177694682833,9.169322490692139
5,11.95,3.0835394165183923,10.759917259216309
6,12.83,3.078113377848758,11.789863586425781
7,13.07,3.0920916327947303,10.981573820114136
8,13.23,3.096366399451147,11.266554594039917
9,13.41,3.1074459160430523,10.07375693321228
10,14.29,3.084699380246899,11.14496397972107
11,15.27,3.0640246264542204,9.861944675445557
12,16.48,3.0371124533158316,10.759048700332642
13,17.38,3.0041829483418523,10.598947286605835
14,17.84,2.990445450891422,10.04311490058899
15,17.98,2.9650064842610417,9.998647451400757
16,18.15,2.9669817127758944,9.796249866485596
17,18.23,2.9477827911135517,11.260730743408203
18,18.39,2.937986962402923,11.075748443603516
19,18.45,2.9283321929883352,10.785274028778076
20,18.55,2.924102864687956,10.365560531616211
21,18.63,2.913938552518434,10.853076934814453
22,18.7,2.9076216190676147,9.802549123764038
23,18.78,2.891055318373668,9.093305826187134
24,18.86,2.8861343619189683,10.205568552017212
25,18.9,2.8715698869922495,8.901062250137329
26,18.95,2.8824344948877263,9.586231470108032
27,18.99,2.870298844349535,9.445612668991089
28,18.99,2.8594643858414663,9.506199836730957
29,19.0,2.8590549336204045,9.864468812942505
30,19.08,2.840991406501094,10.032377243041992
