CommRound,Acc,Loss,Time
0,8.92,2.311679680136186,2.0251882076263428
1,18.97,2.479433077800123,9.527137279510498
2,19.72,2.5353012537654442,10.085313558578491
3,20.55,2.371560271782211,9.9881591796875
4,24.96,2.1398479018030288,10.078109502792358
5,28.74,2.019869686682013,10.074480533599854
6,34.48,1.7713022548941117,9.941262245178223
7,37.76,1.674758168715465,9.970277309417725
8,40.43,1.5921378528015524,10.146486282348633
9,46.4,1.62063044385065,10.231739521026611
10,49.35,1.55670673183248,10.13578486442566
11,53.3,1.4742819131175173,10.049561262130737
12,56.18,1.441989848885355,10.048164367675781
13,57.54,1.4194894531105138,10.074520349502563
14,55.38,1.4481281630600555,10.25515866279602
15,58.77,1.3615135060080998,10.418603420257568
16,56.57,1.386958377270759,10.34956693649292
17,55.12,1.4096843743626075,10.49915885925293
18,56.73,1.3485269003276583,10.185687780380249
19,57.16,1.3292110667953008,10.368921756744385
20,57.01,1.304944313779662,10.334107875823975
