CommRound,Acc,Loss,Time
0,8.92,2.3122999788839604,1.9890596866607666
1,13.61,2.7425741545761686,10.36019492149353
2,18.47,2.805866651897189,10.486597537994385
3,18.97,2.6775508047659184,12.318174123764038
4,19.72,2.447167239611662,10.4534912109375
5,19.82,2.3781434161753596,10.415445327758789
6,19.59,2.5438009515593323,10.4525146484375
7,19.95,2.341893754427946,10.835952758789062
8,20.17,2.300653931460803,10.627264738082886
9,21.24,2.2166837559470647,11.854450941085815
10,22.26,2.214311139493049,13.49352765083313
11,25.45,2.1270367993584163,10.676238298416138
12,27.16,2.0992680546603624,10.549217700958252
13,26.96,2.125370520579664,10.864501714706421
14,28.41,2.1386909183067613,10.88739538192749
15,29.54,2.0991326479972163,10.821634531021118
16,30.53,2.021068164064914,10.675075769424438
17,30.39,2.061494620540474,10.88460087776184
18,34.3,1.8276701199857495,10.689061880111694
19,35.83,1.8223910935317413,10.78371548652649
20,35.94,1.8235274643837651,10.885835647583008
21,40.1,1.7250830689563026,10.701675176620483
22,41.08,1.728544965575013,10.512030363082886
23,42.6,1.662372355219684,10.817509889602661
24,44.04,1.6566469850419443,10.920532703399658
25,44.59,1.6658382310143,10.46482801437378
26,46.27,1.6274520173857483,10.604547023773193
27,47.88,1.608358936973765,10.654653549194336
28,46.2,1.6791707880889313,10.515379428863525
29,48.4,1.5994569938394088,10.715885877609253
30,48.41,1.6208529909954796,10.351988554000854
