CommRound,Acc,Loss,Time
0,8.92,2.311679680136186,2.0360615253448486
1,16.82,2.7558377211606957,9.898070812225342
2,19.15,2.7748354477218435,10.382190704345703
3,19.83,2.7735628598853004,10.115265369415283
4,19.69,2.7809724536123155,9.982254266738892
5,19.87,2.6101757363428044,10.397732734680176
6,19.95,2.515843693214127,10.214308500289917
7,21.04,2.378562335726581,10.491533994674683
8,21.75,2.330789362327962,10.335256099700928
9,23.85,2.1868741829184035,10.062978267669678
10,26.06,2.0960853265810617,10.23228669166565
11,29.0,2.0265803306917602,10.199101448059082
12,32.22,1.9318284430081332,10.47153925895691
13,33.86,1.870096283622935,10.397031307220459
14,37.11,1.7880936936487126,10.103410959243774
15,39.0,1.7826471011849898,10.055666208267212
16,42.39,1.7582113893726203,10.072336673736572
17,43.97,1.7451798749875418,10.348335027694702
18,49.24,1.6497732581971567,10.015355587005615
19,51.72,1.598128453085694,10.117323637008667
20,52.08,1.6054574326623845,10.219043016433716
21,52.91,1.5589241740069812,10.549185514450073
22,52.48,1.5329928820646261,10.186310529708862
23,53.35,1.4978535114964353,10.210776567459106
24,53.85,1.5001567858683913,10.337580442428589
25,48.3,1.6371709500687033,10.224997997283936
26,53.13,1.5040952601010287,10.286598205566406
27,51.12,1.5811000157006179,10.190083503723145
28,46.34,1.7891447513918333,10.463739156723022
29,48.85,1.7283997460256648,10.420984506607056
