CommRound,Acc,Loss,Time
0,8.49,2.3239894094346445,2.1253788471221924
1,55.82,1.382173023646391,42.94172120094299
2,77.03,0.6761709376226498,53.47992825508118
3,86.22,0.43145514977506444,55.481552600860596
4,86.61,0.43318858426771584,53.593011140823364
5,89.86,0.34276443054970307,55.6628577709198
6,88.65,0.39312334735936755,55.33285212516785
7,88.95,0.39164594582081597,53.757702589035034
8,89.51,0.38760270243156936,50.958799600601196
9,89.66,0.38986207966846004,50.96041178703308
10,89.01,0.42458660318221475,55.024523973464966
