time	power_W	usage_c0	usage_c1	usage_c2	usage_c3	usage_c4	usage_c5	usage_c6	usage_c7	temp4	temp5	temp6	temp7
85.913	5.393	0.0530	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0500	52.00	43.00	45.00	42.00
86.115	5.393	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	41.00
86.316	5.393	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	41.00
86.518	5.393	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	39.00	40.00	43.00	40.00
86.719	5.393	0.0950	0.0000	0.0000	0.0000	0.0480	0.0000	0.0000	0.0000	38.00	38.00	42.00	39.00
86.921	3.031	0.0500	0.0480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	37.00	37.00	41.00	38.00
87.123	3.031	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	36.00	37.00	41.00	38.00
87.324	3.031	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	36.00	36.00	41.00	37.00
87.526	3.031	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0500	36.00	36.00	40.00	37.00
87.727	2.687	0.0530	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0950	35.00	35.00	40.00	37.00
87.929	2.687	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0910	35.00	35.00	40.00	37.00
88.130	2.687	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	35.00	35.00	39.00	36.00
88.332	2.687	0.0530	0.0000	0.0000	0.0000	0.0000	0.0480	0.0910	0.0000	35.00	35.00	39.00	36.00
88.533	2.687	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	34.00	35.00	39.00	36.00
88.734	2.786	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	34.00	34.00	39.00	36.00
88.936	2.786	0.0950	0.0000	0.0000	0.0480	0.0000	0.0000	0.0000	0.0480	34.00	34.00	38.00	36.00
89.138	2.786	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	36.00
89.339	2.786	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	35.00
89.540	2.786	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	35.00
89.742	2.752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	35.00
89.943	2.752	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	34.00	34.00	38.00	35.00
90.145	2.752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	35.00
90.346	2.752	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	33.00	38.00	35.00
90.547	2.752	0.0950	0.0480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	38.00	35.00
90.749	2.752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	33.00	33.00	38.00	35.00
90.950	2.775	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	33.00	33.00	37.00	35.00
91.152	2.775	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	38.00	35.00
91.353	2.775	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	35.00
91.555	2.775	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	35.00
91.756	2.718	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	35.00
91.958	2.718	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	35.00
92.159	2.718	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	34.00
92.361	2.718	0.1000	0.0480	0.0000	0.0000	0.0000	0.0950	0.0000	0.0000	33.00	33.00	37.00	35.00
92.562	2.718	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0950	33.00	33.00	37.00	35.00
92.763	2.752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0910	33.00	33.00	37.00	35.00
92.965	2.752	0.0910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	34.00
93.167	2.752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0500	0.0500	33.00	33.00	37.00	34.00
93.368	2.752	0.0950	0.0000	0.0000	0.0000	0.0480	0.0000	0.0480	0.0000	33.00	33.00	37.00	34.00
93.569	2.752	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	34.00
93.771	2.752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0950	33.00	33.00	37.00	34.00
93.972	2.752	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	32.00	37.00	34.00
94.174	2.752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	34.00
94.375	2.752	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	32.00	37.00	34.00
94.576	2.752	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	32.00	37.00	34.00
94.778	2.744	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	34.00
94.980	2.744	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	32.00	37.00	34.00
95.181	2.744	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.00	32.00	37.00	34.00
95.383	2.744	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.00	32.00	37.00	34.00
95.584	2.744	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.00	32.00	37.00	34.00
95.785	2.756	0.0500	0.0480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.00	32.00	37.00	34.00
95.987	2.756	0.0500	0.0480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	32.00	32.00	37.00	34.00
96.188	2.756	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.00	32.00	36.00	34.00
96.390	2.756	0.0500	0.0000	0.0000	0.0910	0.3810	0.0000	0.0000	0.0000	43.00	34.00	37.00	34.00
96.592	2.756	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	47.00	36.00	39.00	36.00
96.793	3.908	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	48.00	38.00	40.00	37.00
96.995	3.908	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	49.00	38.00	40.00	38.00
97.197	3.908	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	50.00	39.00	41.00	38.00
97.399	3.908	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	50.00	40.00	41.00	38.00
97.600	3.908	0.0500	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0480	51.00	40.00	42.00	39.00
97.802	5.554	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	40.00	42.00	39.00
98.004	5.554	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	40.00	42.00	39.00
98.206	5.554	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	51.00	41.00	43.00	40.00
98.408	5.554	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0500	0.0000	52.00	41.00	43.00	40.00
98.609	5.554	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	52.00	41.00	43.00	40.00
98.811	5.596	0.0000	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0500	52.00	41.00	43.00	40.00
99.013	5.596	0.1050	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	41.00	43.00	40.00
99.215	5.596	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	52.00	42.00	43.00	40.00
99.416	5.596	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	40.00
99.618	5.596	0.0000	0.0000	0.0480	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	40.00
99.819	5.615	0.0500	0.0000	0.0000	0.0000	1.0000	0.0500	0.0000	0.0000	52.00	42.00	44.00	41.00
100.022	5.615	0.0950	0.0000	0.0480	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
100.223	5.615	0.0530	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	53.00	42.00	44.00	41.00
100.425	5.615	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	53.00	42.00	44.00	41.00
100.626	5.615	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	42.00	44.00	41.00
100.828	5.561	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	42.00	44.00	41.00
101.030	5.561	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	42.00	44.00	41.00
101.232	5.561	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	42.00	44.00	41.00
101.433	5.561	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	42.00	44.00	41.00
101.635	5.561	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	44.00	41.00
101.837	5.542	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	53.00	43.00	45.00	41.00
102.039	5.542	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	53.00	43.00	44.00	41.00
102.241	5.542	0.0910	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	44.00	41.00
102.442	5.542	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	53.00	43.00	44.00	41.00
102.644	5.542	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	53.00	43.00	45.00	41.00
102.846	5.588	0.0950	0.0000	0.0000	0.0000	1.0000	0.0480	0.0500	0.0480	53.00	43.00	45.00	41.00
103.048	5.588	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	41.00
103.249	5.588	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0950	0.0000	53.00	43.00	45.00	41.00
103.451	5.588	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	53.00	43.00	45.00	41.00
103.653	5.588	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	53.00	43.00	45.00	41.00
103.854	5.565	0.0500	0.0450	0.0000	0.0480	1.0000	0.0910	0.0000	0.0000	53.00	43.00	45.00	41.00
104.056	5.565	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	41.00
104.258	5.565	0.0950	0.0000	0.0480	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
104.460	5.565	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	42.00
104.661	5.565	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
104.863	5.531	0.0500	0.0000	0.0000	0.0000	1.0000	0.0500	0.0000	0.0000	54.00	43.00	45.00	42.00
105.065	5.531	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
105.267	5.531	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	54.00	43.00	45.00	42.00
105.468	5.531	0.0500	0.0000	0.0480	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
105.670	5.626	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
105.872	5.626	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
106.074	5.626	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
106.275	5.626	0.0000	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	44.00	45.00	42.00
106.477	5.626	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
106.679	5.626	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	53.00	44.00	45.00	42.00
106.881	5.611	0.1000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
107.083	5.611	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	54.00	43.00	45.00	42.00
107.284	5.611	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
107.486	5.611	0.0910	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	54.00	43.00	45.00	42.00
107.688	5.611	0.0000	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	44.00	45.00	42.00
107.889	5.641	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
108.091	5.641	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	54.00	44.00	45.00	42.00
108.293	5.641	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	54.00	44.00	45.00	42.00
108.495	5.641	0.0000	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	44.00	45.00	42.00
108.696	5.641	0.0950	0.0000	0.0000	0.0000	1.0000	0.0500	0.0480	0.0500	54.00	44.00	45.00	42.00
108.898	5.630	0.0000	0.0000	0.0480	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	44.00	45.00	42.00
109.100	5.630	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0500	0.0000	54.00	44.00	45.00	42.00
109.302	5.630	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
109.503	5.630	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	54.00	44.00	45.00	42.00
109.705	5.630	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	54.00	44.00	45.00	42.00
109.907	5.557	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
110.109	5.557	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
110.310	5.557	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	54.00	44.00	45.00	42.00
110.512	5.557	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
110.714	5.638	0.0950	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	44.00	46.00	42.00
110.916	5.638	0.0500	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
111.117	5.638	0.0000	0.0000	0.0000	0.0480	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
111.319	5.638	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	54.00	44.00	45.00	42.00
111.521	5.638	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
111.722	5.626	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
111.924	5.626	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0910	54.00	44.00	45.00	42.00
112.126	5.626	0.0480	0.0000	0.0480	0.0000	0.7500	0.0000	0.0000	0.0000	44.00	43.00	45.00	42.00
