time	power_W	usage_c0	usage_c1	usage_c2	usage_c3	usage_c4	usage_c5	usage_c6	usage_c7	temp4	temp5	temp6	temp7
42.150	5.481	0.0500	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0480	53.00	42.00	44.00	41.00
42.352	5.481	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	42.00	44.00	41.00
42.554	5.481	0.0950	0.0480	0.0000	0.0000	1.0000	0.0910	0.0000	0.0000	53.00	42.00	44.00	41.00
42.755	5.626	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0950	53.00	42.00	44.00	41.00
42.957	5.626	0.0500	0.0000	0.0000	0.0000	1.0000	0.0500	0.0000	0.0910	53.00	42.00	44.00	41.00
43.159	5.626	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	42.00	44.00	41.00
43.361	5.626	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	42.00	44.00	41.00
43.562	5.626	0.0000	0.0000	0.0000	0.0480	1.0000	0.0480	0.0000	0.0000	53.00	43.00	44.00	41.00
43.764	5.611	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	44.00	41.00
43.966	5.611	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	44.00	41.00
44.168	5.611	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	44.00	41.00
44.369	5.611	0.0950	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	44.00	41.00
44.571	5.611	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	44.00	42.00
44.773	5.618	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	42.00
44.975	5.618	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	41.00
45.176	5.618	0.1000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	41.00
45.378	5.618	0.0530	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	41.00
45.580	5.618	0.1050	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	53.00	43.00	45.00	42.00
45.781	5.596	0.0530	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	42.00
45.983	5.596	0.0950	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	53.00	43.00	45.00	42.00
46.185	5.596	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	42.00
46.387	5.596	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	42.00
46.588	5.596	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	42.00
46.790	5.660	0.0500	0.0000	0.0000	0.0000	1.0000	0.0500	0.0000	0.0000	53.00	43.00	45.00	42.00
46.992	5.660	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
47.194	5.660	0.0480	0.0000	0.0000	0.0000	1.0000	0.0480	0.0910	0.0480	53.00	43.00	45.00	42.00
47.395	5.660	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
47.597	5.660	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0910	0.0000	54.00	43.00	45.00	42.00
47.798	5.649	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
48.001	5.649	0.0530	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0910	54.00	43.00	45.00	42.00
48.202	5.649	0.0000	0.0480	0.0000	0.0000	1.0000	0.0480	0.0480	0.0000	54.00	43.00	45.00	42.00
48.404	5.649	0.0950	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	43.00	45.00	42.00
48.606	5.649	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
48.807	5.645	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
49.009	5.645	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
49.211	5.645	0.0480	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	43.00	45.00	42.00
49.413	5.645	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
49.614	5.645	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
49.816	5.603	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
50.018	5.603	0.0000	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	43.00	45.00	42.00
50.220	5.603	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
50.422	5.603	0.0500	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	44.00	45.00	42.00
50.623	5.603	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0500	0.0000	53.00	44.00	45.00	42.00
50.825	5.649	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	43.00	45.00	42.00
51.027	5.649	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
51.229	5.649	0.0000	0.0000	0.0450	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
51.430	5.649	0.0950	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	44.00	45.00	42.00
51.632	5.649	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
51.834	5.634	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0950	54.00	44.00	45.00	42.00
52.036	5.634	0.0950	0.0000	0.0480	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
52.237	5.634	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
52.439	5.634	0.0500	0.0000	0.0000	0.0480	1.0000	0.0000	0.0480	0.0950	54.00	44.00	45.00	42.00
52.641	5.634	0.0950	0.0480	0.0000	0.0000	1.0000	0.0000	0.0480	0.1300	54.00	44.00	45.00	42.00
52.843	5.573	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0950	54.00	44.00	45.00	42.00
53.045	5.573	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	54.00	44.00	45.00	42.00
53.246	5.573	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0500	0.0000	54.00	44.00	45.00	42.00
53.448	5.573	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	54.00	44.00	46.00	42.00
53.650	5.645	0.0000	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	54.00	44.00	45.00	42.00
53.852	5.645	0.0950	0.0450	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
54.054	5.645	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
54.255	5.645	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	46.00	42.00
54.457	5.645	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	46.00	42.00
54.658	5.645	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0000	54.00	44.00	46.00	42.00
54.860	5.645	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
55.062	5.645	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0910	0.0480	54.00	44.00	46.00	42.00
55.264	5.645	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
55.466	5.645	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	45.00	42.00
55.667	5.645	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	54.00	44.00	46.00	42.00
55.869	5.569	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	46.00	43.00
56.071	5.569	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	46.00	42.00
56.273	5.569	0.0910	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	54.00	44.00	46.00	42.00
56.474	5.569	0.0000	0.0480	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	41.00	42.00	44.00	41.00
56.676	5.569	0.0500	0.0000	0.0000	0.0480	0.0000	0.0480	0.0000	0.0000	39.00	40.00	43.00	40.00
56.878	4.260	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	38.00	38.00	42.00	39.00
57.079	4.260	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	37.00	37.00	41.00	38.00
57.281	4.260	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	36.00	37.00	41.00	38.00
57.482	4.260	0.0480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0910	36.00	36.00	40.00	37.00
57.683	2.786	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0950	36.00	36.00	40.00	37.00
57.885	2.786	0.0530	0.0000	0.0000	0.0000	0.0000	0.0000	0.0910	0.0000	35.00	36.00	40.00	37.00
58.087	2.786	0.0480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.00	35.00	40.00	37.00
58.288	2.786	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0500	0.0000	35.00	35.00	39.00	36.00
58.489	2.786	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	35.00	35.00	39.00	36.00
58.691	2.790	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.00	35.00	39.00	36.00
58.893	2.790	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	39.00	36.00
59.094	2.790	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	39.00	36.00
59.295	2.790	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	39.00	36.00
59.497	2.790	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	36.00
59.698	2.763	0.0500	0.0480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	36.00
59.900	2.763	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0500	0.0000	34.00	34.00	38.00	35.00
60.101	2.763	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	35.00
60.302	2.763	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0500	0.0000	34.00	34.00	38.00	35.00
60.504	2.763	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	35.00
60.705	2.763	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.00	34.00	38.00	35.00
60.907	2.752	0.0500	0.0480	0.0000	0.0480	0.0000	0.0000	0.0000	0.0000	33.00	33.00	38.00	35.00
61.108	2.752	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	38.00	35.00
61.310	2.752	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	38.00	35.00
61.511	2.752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	33.00	33.00	38.00	35.00
61.712	2.752	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	38.00	35.00
61.914	2.653	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	35.00
62.116	2.653	0.1430	0.0000	0.0000	0.0000	0.0480	0.0000	0.0000	0.0000	33.00	33.00	37.00	35.00
62.317	2.653	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	35.00
62.518	2.653	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	0.0480	33.00	33.00	37.00	35.00
62.720	2.664	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0910	33.00	33.00	38.00	35.00
62.922	2.664	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	34.00
63.123	2.664	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0480	33.00	33.00	37.00	34.00
63.324	2.664	0.0950	0.0000	0.0000	0.0000	0.0500	0.0000	0.0000	0.0480	33.00	33.00	37.00	34.00
63.526	2.664	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	34.00
63.727	2.779	0.0950	0.0000	0.0000	0.0000	0.0480	0.0480	0.0000	0.0480	33.00	33.00	37.00	34.00
63.929	2.779	0.0500	0.0000	0.0000	0.0480	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	34.00
64.131	2.779	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	32.00	37.00	34.00
64.332	2.779	0.0500	0.0480	0.0000	0.0480	0.0000	0.0000	0.0000	0.0000	33.00	33.00	37.00	34.00
64.533	2.779	0.0000	0.0480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	32.00	37.00	34.00
64.735	2.767	0.0950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	33.00	33.00	37.00	34.00
64.937	2.767	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	32.00	37.00	34.00
65.138	2.767	0.0910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	33.00	32.00	37.00	34.00
65.339	2.767	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.00	32.00	37.00	34.00
65.541	2.767	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.00	32.00	37.00	34.00
65.742	2.744	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	33.00	32.00	37.00	34.00
65.944	2.744	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.00	32.00	37.00	34.00
66.145	2.744	0.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.00	32.00	37.00	34.00
66.347	2.744	0.0500	0.0000	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	38.00	32.00	37.00	34.00
66.548	2.744	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	45.00	35.00	38.00	36.00
66.750	5.214	0.0950	0.0000	0.0000	0.0000	1.0000	0.0500	0.0000	0.0480	47.00	37.00	39.00	37.00
66.952	5.214	0.0500	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	48.00	38.00	40.00	37.00
67.154	5.214	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0910	48.00	38.00	41.00	38.00
67.355	5.214	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	49.00	39.00	41.00	38.00
67.557	5.214	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0950	49.00	39.00	41.00	38.00
67.758	5.309	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0950	0.0480	49.00	40.00	42.00	38.00
67.961	5.309	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	49.00	40.00	42.00	39.00
68.162	5.309	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	50.00	40.00	42.00	39.00
68.364	5.309	0.0500	0.0000	0.0000	0.0000	1.0000	0.0480	0.0480	0.0480	50.00	40.00	42.00	39.00
68.565	5.309	0.0500	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	50.00	40.00	42.00	39.00
68.767	5.328	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	50.00	41.00	43.00	39.00
68.969	5.328	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	50.00	41.00	43.00	40.00
69.171	5.328	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	50.00	41.00	43.00	40.00
69.372	5.328	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	41.00	43.00	40.00
69.574	5.328	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	41.00	43.00	40.00
69.775	5.325	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	41.00	43.00	40.00
69.978	5.325	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	41.00	43.00	40.00
70.179	5.325	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	51.00	41.00	43.00	40.00
70.381	5.325	0.0910	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	41.00	43.00	40.00
70.582	5.325	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	42.00	43.00	40.00
70.784	5.325	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	41.00	43.00	40.00
70.986	5.305	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	41.00	43.00	40.00
71.188	5.305	0.0500	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	42.00	43.00	40.00
71.389	5.305	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0500	0.0000	51.00	42.00	44.00	40.00
71.591	5.305	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	51.00	42.00	44.00	40.00
71.793	5.283	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	42.00	44.00	40.00
71.995	5.283	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	51.00	42.00	44.00	40.00
72.196	5.283	0.0500	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	51.00	42.00	44.00	40.00
72.398	5.283	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.1360	0.0000	52.00	42.00	44.00	41.00
72.599	5.283	0.0950	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0950	51.00	42.00	44.00	41.00
72.801	5.344	0.0000	0.0000	0.0000	0.0000	1.0000	0.0500	0.0000	0.0000	52.00	42.00	44.00	41.00
73.003	5.344	0.0950	0.0000	0.0000	0.0480	1.0000	0.0000	0.0000	0.0480	52.00	42.00	44.00	41.00
73.205	5.344	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0500	51.00	42.00	44.00	41.00
73.406	5.344	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	52.00	42.00	44.00	41.00
73.608	5.344	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	52.00	42.00	44.00	41.00
73.810	5.340	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	52.00	42.00	44.00	41.00
74.012	5.340	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
74.213	5.340	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
74.415	5.340	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
74.617	5.340	0.0910	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
74.818	5.340	0.0000	0.0000	0.0000	0.0480	1.0000	0.0000	0.0000	0.0500	52.00	42.00	44.00	41.00
75.020	5.328	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
75.222	5.328	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
75.423	5.328	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
75.625	5.328	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
75.827	5.179	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	52.00	42.00	44.00	41.00
76.029	5.179	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
76.230	5.179	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
76.432	5.179	0.0530	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
76.633	5.179	0.0000	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
76.835	5.347	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	44.00	41.00
77.037	5.347	0.0000	0.0480	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	52.00	42.00	44.00	41.00
77.239	5.347	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0950	0.0480	52.00	42.00	44.00	41.00
77.440	5.347	0.0950	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0480	52.00	42.00	44.00	41.00
77.642	5.347	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0450	0.0000	52.00	42.00	44.00	41.00
77.844	5.340	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	44.00	41.00
78.046	5.340	0.0950	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0500	52.00	42.00	44.00	41.00
78.247	5.340	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	44.00	41.00
78.449	5.340	0.0500	0.0500	0.0000	0.0000	1.0000	0.0000	0.0000	0.0950	52.00	42.00	44.00	41.00
78.651	5.340	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0910	52.00	43.00	45.00	41.00
78.853	5.294	0.0500	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	52.00	43.00	45.00	41.00
79.055	5.294	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	52.00	42.00	44.00	41.00
79.256	5.294	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	42.00	45.00	41.00
79.458	5.294	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	44.00	41.00
79.659	5.344	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
79.861	5.344	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	52.00	43.00	44.00	41.00
80.063	5.344	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	44.00	41.00
80.265	5.344	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	44.00	41.00
80.466	5.344	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	44.00	41.00
80.668	5.344	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	52.00	43.00	45.00	41.00
80.870	5.363	0.0500	0.0000	0.0000	0.0480	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
81.072	5.363	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
81.273	5.363	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
81.475	5.363	0.0480	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	52.00	43.00	45.00	41.00
81.677	5.363	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
81.878	5.279	0.0530	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
82.080	5.279	0.0950	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
82.282	5.279	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	52.00	43.00	45.00	41.00
82.484	5.279	0.0500	0.0000	0.0000	0.0000	1.0000	0.0480	0.0000	0.0000	52.00	43.00	45.00	41.00
82.685	5.279	0.0530	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0500	52.00	43.00	45.00	41.00
82.887	5.363	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
83.089	5.363	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0480	52.00	43.00	45.00	41.00
83.291	5.363	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0480	0.0910	52.00	43.00	45.00	41.00
83.492	5.363	0.0950	0.0480	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	52.00	43.00	45.00	42.00
83.694	5.370	0.0000	0.0000	0.0480	0.0480	1.0000	0.0000	0.0480	0.0480	52.00	43.00	45.00	42.00
83.896	5.370	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
84.098	5.370	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
84.299	5.370	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0500	52.00	43.00	45.00	42.00
84.501	5.370	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
84.702	5.370	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
84.904	5.367	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
85.106	5.367	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
85.308	5.367	0.0500	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	41.00
85.509	5.367	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	53.00	43.00	45.00	41.00
85.711	5.393	0.0950	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	52.00	43.00	45.00	42.00
