time	power_W	temp4	temp5	temp6	temp7	max_temp
107.454	8.775	52.00	57.00	61.00	54.00	61.00
107.661	8.775	50.00	54.00	59.00	52.00	59.00
107.869	4.210	49.00	52.00	58.00	51.00	58.00
108.078	4.210	47.00	49.00	53.00	49.00	53.00
108.286	4.210	46.00	48.00	52.00	48.00	52.00
108.493	4.210	45.00	47.00	50.00	47.00	50.00
108.701	3.179	45.00	46.00	50.00	46.00	50.00
108.910	3.179	44.00	45.00	49.00	46.00	49.00
109.117	3.179	44.00	44.00	48.00	45.00	48.00
109.324	3.179	43.00	45.00	49.00	45.00	49.00
109.532	3.179	43.00	44.00	47.00	45.00	47.00
109.739	3.290	42.00	43.00	47.00	44.00	47.00
109.948	3.290	42.00	43.00	46.00	44.00	46.00
110.155	3.290	42.00	42.00	46.00	43.00	46.00
110.363	3.290	42.00	43.00	47.00	44.00	47.00
110.570	3.290	42.00	43.00	46.00	43.00	46.00
110.778	3.683	41.00	42.00	46.00	43.00	46.00
110.987	3.683	41.00	42.00	45.00	42.00	45.00
111.195	3.683	41.00	41.00	45.00	42.00	45.00
111.402	3.683	40.00	41.00	45.00	42.00	45.00
111.610	3.683	41.00	42.00	46.00	42.00	46.00
111.817	3.126	40.00	41.00	45.00	42.00	45.00
112.026	3.126	40.00	41.00	45.00	42.00	45.00
112.234	3.126	40.00	40.00	44.00	42.00	44.00
112.441	3.126	40.00	40.00	44.00	41.00	44.00
112.649	3.130	40.00	40.00	45.00	41.00	45.00
112.858	3.130	40.00	41.00	46.00	42.00	46.00
113.065	3.130	40.00	41.00	45.00	42.00	45.00
113.273	3.130	40.00	41.00	46.00	42.00	46.00
113.480	3.130	40.00	41.00	46.00	42.00	46.00
113.688	3.607	40.00	41.00	46.00	42.00	46.00
113.897	3.607	40.00	41.00	46.00	42.00	46.00
114.104	3.607	43.00	45.00	48.00	45.00	48.00
114.312	3.607	40.00	42.00	47.00	42.00	47.00
114.520	3.607	40.00	42.00	47.00	42.00	47.00
114.727	3.954	40.00	41.00	45.00	41.00	45.00
114.936	3.954	40.00	41.00	47.00	41.00	47.00
115.144	3.954	40.00	41.00	47.00	42.00	47.00
115.352	3.954	52.00	55.00	59.00	51.00	59.00
115.559	3.954	48.00	52.00	55.00	51.00	55.00
115.767	3.954	55.00	59.00	63.00	54.00	63.00
115.975	10.756	56.00	61.00	63.00	56.00	63.00
116.184	10.756	55.00	59.00	63.00	55.00	63.00
116.393	10.756	58.00	63.00	67.00	58.00	67.00
116.601	10.756	56.00	60.00	63.00	56.00	63.00
116.808	9.141	60.00	65.00	68.00	59.00	68.00
117.018	9.141	54.00	59.00	63.00	56.00	63.00
117.225	9.141	60.00	65.00	68.00	59.00	68.00
117.434	9.141	55.00	60.00	63.00	57.00	63.00
117.642	11.248	60.00	65.00	68.00	59.00	68.00
117.852	11.248	56.00	62.00	65.00	60.00	65.00
118.060	11.248	60.00	65.00	68.00	59.00	68.00
118.268	11.248	62.00	67.00	70.00	60.00	70.00
118.475	11.248	60.00	65.00	68.00	59.00	68.00
118.683	8.756	62.00	68.00	71.00	61.00	71.00
118.893	8.756	60.00	65.00	68.00	59.00	68.00
119.101	8.756	63.00	68.00	71.00	61.00	71.00
119.309	8.756	58.00	63.00	66.00	57.00	66.00
119.516	8.756	62.00	68.00	71.00	61.00	71.00
119.724	10.508	58.00	64.00	67.00	57.00	67.00
119.934	10.508	63.00	68.00	71.00	61.00	71.00
120.142	10.508	59.00	64.00	65.00	57.00	65.00
120.349	10.508	62.00	68.00	70.00	61.00	70.00
120.557	10.508	58.00	68.00	66.00	58.00	68.00
120.765	8.943	62.00	68.00	71.00	61.00	71.00
120.975	8.943	64.00	70.00	73.00	63.00	73.00
121.183	8.943	60.00	67.00	69.00	60.00	69.00
121.391	8.943	63.00	70.00	72.00	62.00	72.00
121.598	8.943	61.00	66.00	69.00	60.00	69.00
121.806	10.729	64.00	70.00	73.00	62.00	73.00
122.016	10.729	58.00	65.00	67.00	58.00	67.00
122.224	10.729	64.00	69.00	72.00	62.00	72.00
122.432	10.729	58.00	65.00	67.00	62.00	67.00
122.640	8.970	63.00	69.00	72.00	62.00	72.00
122.850	8.970	65.00	71.00	74.00	63.00	74.00
123.058	8.970	63.00	68.00	71.00	61.00	71.00
123.266	8.970	65.00	71.00	74.00	63.00	74.00
123.474	8.970	59.00	66.00	67.00	58.00	67.00
123.682	10.725	64.00	71.00	74.00	63.00	74.00
123.891	10.725	58.00	66.00	71.00	59.00	71.00
124.099	10.725	64.00	70.00	73.00	63.00	73.00
124.307	10.725	66.00	72.00	75.00	64.00	75.00
124.514	10.725	63.00	68.00	71.00	62.00	71.00
124.722	8.741	65.00	71.00	74.00	64.00	74.00
124.932	8.741	61.00	64.00	67.00	59.00	67.00
125.140	8.741	65.00	71.00	74.00	64.00	74.00
125.348	8.741	60.00	66.00	67.00	62.00	67.00
125.556	8.741	64.00	70.00	73.00	63.00	73.00
125.763	8.809	66.00	72.00	75.00	64.00	75.00
125.973	8.809	64.00	69.00	72.00	62.00	72.00
126.180	8.809	66.00	72.00	75.00	64.00	75.00
126.388	8.809	59.00	66.00	69.00	59.00	69.00
126.596	8.809	65.00	71.00	74.00	64.00	74.00
126.803	8.993	60.00	66.00	69.00	62.00	69.00
127.013	8.993	65.00	70.00	73.00	64.00	73.00
127.222	8.993	66.00	72.00	75.00	65.00	75.00
127.430	8.993	64.00	69.00	72.00	63.00	72.00
127.638	8.993	66.00	72.00	75.00	64.00	75.00
127.846	8.886	59.00	66.00	69.00	60.00	69.00
128.055	8.886	65.00	71.00	75.00	64.00	75.00
128.263	8.886	59.00	66.00	69.00	61.00	69.00
128.471	8.886	65.00	71.00	74.00	64.00	74.00
128.679	9.019	66.00	73.00	76.00	65.00	76.00
128.889	9.019	64.00	70.00	73.00	63.00	73.00
129.097	9.019	66.00	72.00	75.00	65.00	75.00
129.305	9.019	60.00	66.00	68.00	60.00	68.00
129.512	9.019	66.00	72.00	75.00	64.00	75.00
129.720	8.405	60.00	66.00	68.00	62.00	68.00
129.930	8.405	65.00	71.00	74.00	64.00	74.00
130.138	8.405	67.00	73.00	76.00	65.00	76.00
130.346	8.405	64.00	70.00	73.00	63.00	73.00
130.554	8.405	66.00	72.00	75.00	65.00	75.00
130.761	10.653	59.00	66.00	67.00	60.00	67.00
130.971	10.653	66.00	72.00	75.00	65.00	75.00
131.179	10.653	59.00	67.00	71.00	60.00	71.00
131.387	10.653	65.00	71.00	74.00	64.00	74.00
131.595	10.653	67.00	73.00	76.00	65.00	76.00
131.803	9.000	64.00	70.00	74.00	63.00	74.00
132.013	9.000	67.00	73.00	76.00	65.00	76.00
132.221	9.000	61.00	67.00	70.00	61.00	70.00
132.429	9.000	66.00	72.00	75.00	65.00	75.00
132.636	9.000	64.00	68.00	70.00	61.00	70.00
132.844	10.050	65.00	72.00	74.00	64.00	74.00
133.054	10.050	63.00	72.00	72.00	63.00	72.00
133.262	10.050	65.00	71.00	73.00	63.00	73.00
133.470	10.050	66.00	73.00	76.00	65.00	76.00
133.677	10.050	64.00	69.00	72.00	63.00	72.00
133.885	11.225	66.00	73.00	76.00	65.00	76.00
134.095	11.225	60.00	66.00	70.00	61.00	70.00
134.303	11.225	66.00	72.00	75.00	65.00	75.00
134.510	11.225	61.00	67.00	72.00	61.00	72.00
134.718	10.214	65.00	71.00	75.00	64.00	75.00
134.928	10.214	61.00	69.00	75.00	61.00	75.00
135.135	10.214	65.00	71.00	74.00	64.00	74.00
135.344	10.214	67.00	73.00	76.00	65.00	76.00
135.551	10.214	64.00	70.00	73.00	63.00	73.00
135.759	9.550	66.00	72.00	76.00	65.00	76.00
135.969	9.550	63.00	68.00	72.00	63.00	72.00
136.176	9.550	66.00	72.00	76.00	65.00	76.00
136.384	9.550	59.00	66.00	69.00	60.00	69.00
136.592	9.550	65.00	72.00	76.00	64.00	76.00
136.800	8.515	61.00	67.00	71.00	62.00	71.00
137.010	8.515	66.00	72.00	75.00	64.00	75.00
137.218	8.515	60.00	70.00	69.00	60.00	70.00
137.426	8.515	66.00	71.00	74.00	64.00	74.00
137.633	8.515	63.00	71.00	75.00	62.00	75.00
137.841	8.649	65.00	70.00	73.00	63.00	73.00
138.051	8.649	67.00	73.00	76.00	65.00	76.00
138.259	8.649	64.00	69.00	72.00	63.00	72.00
138.466	8.649	67.00	73.00	75.00	65.00	75.00
138.673	10.485	61.00	65.00	68.00	61.00	68.00
138.884	10.485	66.00	72.00	75.00	65.00	75.00
139.092	10.485	61.00	67.00	70.00	62.00	70.00
139.300	10.485	65.00	71.00	75.00	64.00	75.00
139.508	10.485	67.00	73.00	77.00	66.00	77.00
139.716	10.752	65.00	70.00	73.00	63.00	73.00
139.925	10.752	67.00	73.00	76.00	65.00	76.00
140.132	10.752	61.00	66.00	69.00	60.00	69.00
140.341	10.752	67.00	73.00	76.00	65.00	76.00
140.548	10.752	60.00	67.00	72.00	60.00	72.00
140.756	10.806	66.00	72.00	75.00	65.00	75.00
140.966	10.806	67.00	74.00	77.00	66.00	77.00
141.173	10.806	65.00	71.00	73.00	64.00	73.00
141.381	10.806	67.00	74.00	76.00	66.00	76.00
141.589	10.806	61.00	68.00	71.00	60.00	71.00
141.797	11.027	67.00	73.00	75.00	64.00	75.00
142.006	11.027	62.00	70.00	72.00	62.00	72.00
142.214	11.027	66.00	72.00	75.00	65.00	75.00
142.422	11.027	67.00	74.00	77.00	66.00	77.00
142.630	8.210	56.00	61.00	63.00	57.00	63.00
142.839	8.210	52.00	58.00	59.00	53.00	59.00
143.046	8.210	61.00	65.00	68.00	60.00	68.00
143.254	8.210	64.00	70.00	72.00	63.00	72.00
143.461	8.210	57.00	60.00	62.00	55.00	62.00
143.670	9.515	51.00	54.00	57.00	52.00	57.00
143.880	9.515	49.00	51.00	55.00	50.00	55.00
144.087	9.515	47.00	49.00	53.00	49.00	53.00
144.294	9.515	46.00	48.00	51.00	48.00	51.00
144.502	9.515	46.00	47.00	50.00	47.00	50.00
144.709	3.252	45.00	46.00	50.00	46.00	50.00
144.919	3.252	44.00	45.00	49.00	46.00	49.00
145.126	3.252	44.00	45.00	48.00	45.00	48.00
145.334	3.252	44.00	44.00	48.00	45.00	48.00
145.541	3.252	43.00	44.00	47.00	44.00	47.00
145.749	3.252	43.00	43.00	47.00	44.00	47.00
145.956	3.149	42.00	43.00	47.00	44.00	47.00
146.166	3.149	42.00	43.00	46.00	43.00	46.00
146.373	3.149	42.00	42.00	46.00	43.00	46.00
146.581	3.149	42.00	42.00	46.00	43.00	46.00
146.788	2.996	41.00	42.00	45.00	43.00	45.00
146.997	2.996	41.00	41.00	45.00	42.00	45.00
147.204	2.996	47.00	47.00	51.00	47.00	51.00
147.412	2.996	54.00	57.00	61.00	53.00	61.00
147.620	2.996	50.00	55.00	59.00	52.00	59.00
147.828	10.657	57.00	61.00	64.00	56.00	64.00
148.038	10.657	58.00	61.00	62.00	55.00	62.00
148.247	10.657	58.00	62.00	65.00	57.00	65.00
148.457	10.657	60.00	66.00	69.00	59.00	69.00
148.664	9.676	57.00	61.00	64.00	55.00	64.00
148.866	9.676	61.00	66.00	70.00	59.00	70.00
149.067	9.676	54.00	62.00	66.00	56.00	66.00
149.269	9.676	61.00	66.00	70.00	60.00	70.00
149.470	9.676	63.00	69.00	72.00	61.00	72.00
149.672	10.550	60.00	65.00	69.00	59.00	69.00
149.882	10.550	63.00	69.00	72.00	62.00	72.00
150.089	10.550	58.00	62.00	65.00	57.00	65.00
150.297	10.550	63.00	69.00	71.00	62.00	71.00
150.506	10.550	58.00	68.00	67.00	58.00	68.00
150.713	10.252	51.00	55.00	58.00	52.00	58.00
