Timestamp (s),Power (W),Temperature (°C),Memory (MB),Inference Time (s)
0.1960,0.0000,61.22,115.50,0.006241
0.2805,0.0000,60.95,116.00,0.005329
0.3597,0.0000,60.69,116.00,0.005506
0.4391,0.0000,61.22,116.00,0.005658
0.5174,0.0000,60.95,116.00,0.005631
0.5976,0.0000,61.22,116.00,0.005779
0.6756,5.7060,61.22,116.00,0.005542
0.7551,5.7060,60.95,116.00,0.006148
0.8310,5.7060,61.22,117.00,0.005950
0.9103,5.7060,61.49,117.00,0.005780
0.9860,5.7060,60.95,117.00,0.005582
1.0649,5.7060,60.95,117.00,0.005754
1.1377,5.7060,61.22,117.00,0.005285
1.2153,5.7060,61.49,117.00,0.005943
1.2933,5.7060,61.22,117.00,0.005415
1.3732,5.7060,61.49,117.00,0.005509
1.4473,5.7060,61.49,117.00,0.005745
1.5273,5.7060,61.49,117.00,0.005687
1.6034,5.7060,61.22,117.00,0.005763
1.6840,5.7860,61.76,117.00,0.006023
1.7580,5.7860,61.49,117.00,0.005153
1.8321,5.7860,61.76,117.00,0.005086
1.9052,5.7860,61.22,117.00,0.005175
1.9808,5.7860,62.03,117.00,0.005705
2.0561,5.7860,61.49,117.00,0.005528
2.1347,5.7860,61.22,117.00,0.006059
2.2050,5.7860,61.22,117.00,0.005159
2.2787,5.7860,61.76,117.00,0.005635
2.3488,5.7860,61.76,117.00,0.005099
2.4268,5.7860,61.49,117.00,0.005741
2.5051,5.7860,61.76,117.00,0.005659
2.5861,5.7860,61.76,117.00,0.005717
2.6577,5.8440,61.76,117.00,0.005370
2.7303,5.8440,61.76,117.00,0.005681
2.8036,5.8440,61.49,117.00,0.006158
2.8787,5.8440,61.49,117.00,0.005377
2.9506,5.8440,62.30,117.00,0.005455
3.0242,5.8440,61.49,117.00,0.005627
3.0979,5.8440,61.76,117.00,0.005645
3.1754,5.8440,62.03,117.00,0.005410
3.2470,5.8440,61.76,117.00,0.005497
3.3191,5.8440,61.76,117.00,0.005478
3.3908,5.8440,62.03,117.00,0.005344
3.4656,5.8440,62.30,117.00,0.005450
3.5389,5.8440,62.03,117.00,0.005355
3.6118,5.8440,62.30,117.00,0.005677
3.6858,5.8590,61.76,117.00,0.005493
3.7581,5.8590,62.03,117.00,0.005417
3.8312,5.8590,61.49,117.00,0.005728
3.9043,5.8590,61.76,117.00,0.005093
3.9790,5.8590,61.76,117.00,0.005789
4.0516,5.8590,62.30,117.00,0.005580
4.1218,5.8590,61.76,117.00,0.005344
4.1947,5.8590,61.49,117.00,0.005755
4.2658,5.8590,61.49,117.00,0.005418
4.3389,5.8590,62.03,117.00,0.005723
4.4095,5.8590,62.30,117.00,0.005376
4.4822,5.8590,61.76,117.00,0.005398
4.5531,5.8590,62.30,117.00,0.005459
4.6301,5.8990,62.30,117.00,0.005271
4.7038,5.9390,61.76,117.00,0.005584
4.7784,5.9390,62.30,117.00,0.005812
4.8515,5.9390,61.76,117.00,0.005496
4.9275,5.9390,62.30,117.00,0.005349
5.0033,5.9390,61.76,117.00,0.005648
5.0792,5.9390,62.30,117.00,0.005924
5.1507,5.9390,61.49,117.00,0.005695
5.2254,5.9390,62.30,117.00,0.005203
5.2970,5.9390,62.03,117.00,0.005122
5.3704,5.9390,62.03,117.00,0.005709
5.4422,5.9390,61.76,117.00,0.005426
5.5140,5.9390,62.03,117.00,0.005165
5.5844,5.9390,61.76,117.00,0.005636
5.6598,5.8360,62.03,117.00,0.005541
5.7324,5.8360,62.30,117.00,0.005698
5.8064,5.8360,62.30,117.00,0.005229
5.8770,5.8360,61.49,117.00,0.005082
5.9504,5.8360,62.30,117.00,0.005173
6.0227,5.8360,62.30,117.00,0.005588
6.0949,5.8360,61.76,117.00,0.005604
6.1656,5.8360,62.03,117.00,0.005428
6.2407,5.8360,62.03,117.00,0.005959
6.3134,5.8360,62.30,117.00,0.005378
6.3859,5.8360,62.30,117.00,0.005808
6.4593,5.8360,62.30,117.00,0.005722
6.5318,5.8360,62.30,117.00,0.005205
6.6072,5.8360,62.03,117.00,0.005615
6.6826,5.8590,62.30,117.00,0.005506
6.7550,5.8590,62.30,117.00,0.005545
6.8277,5.8590,61.76,117.00,0.005416
6.8975,5.8590,62.03,117.00,0.005050
6.9691,5.8590,62.03,117.00,0.005351
7.0433,5.8590,62.03,117.00,0.005232
7.1154,5.8590,62.03,117.00,0.005239
7.1855,5.8590,62.30,117.00,0.005564
7.2584,5.8590,62.30,117.00,0.005526
7.3294,5.8590,62.03,117.00,0.005374
7.4025,5.8590,62.03,117.50,0.005622
7.4757,5.8590,62.03,118.00,0.005325
7.5512,5.8590,62.30,118.00,0.005910
7.6208,5.8590,62.30,118.00,0.005110
7.6960,5.8590,62.30,118.00,0.005133
7.7657,5.8590,62.03,118.00,0.005055
7.8380,5.8590,62.57,118.00,0.005643
7.9096,5.8590,62.03,118.00,0.005847
7.9825,5.8590,62.30,118.00,0.005682
8.0530,5.8590,62.03,118.00,0.005151
8.1266,5.8590,62.30,118.00,0.005804
8.1970,5.8590,62.03,118.00,0.005207
8.2715,5.8590,62.30,118.00,0.005495
8.3416,5.8590,62.30,118.00,0.005529
8.4149,5.8590,62.30,118.00,0.005609
8.4855,5.8590,62.30,118.00,0.005604
8.5580,5.8590,62.03,118.00,0.005407
8.6310,5.8590,62.03,118.00,0.005829
8.7037,5.8855,62.30,118.00,0.005938
8.7792,5.9120,61.76,118.00,0.005674
8.8545,5.9120,62.30,118.00,0.005760
8.9267,5.9120,61.76,118.00,0.005523
8.9998,5.9120,61.76,118.00,0.005563
9.0736,5.9120,62.03,118.00,0.005200
9.1493,5.9120,61.76,117.00,0.005822
