Timestamp (s),Power (W),Temperature (°C),Memory (MB),Inference Time (s)
0.1871,0.0000,50.46,124.00,0.025395
0.2734,0.0000,51.54,125.00,0.024691
0.3578,0.0000,51.00,125.00,0.024487
0.4446,0.0000,51.54,125.00,0.024539
0.5292,0.0000,51.54,125.00,0.024725
0.6148,0.0000,51.54,125.00,0.024546
0.6995,0.0000,51.81,125.00,0.024582
0.7856,3.3550,51.81,125.00,0.024711
0.8724,6.7100,52.08,125.00,0.024285
0.9597,6.7100,51.81,125.00,0.024886
1.0441,6.7100,52.08,125.00,0.024252
1.1318,6.7100,52.35,125.00,0.024704
1.2174,6.7100,52.08,125.00,0.025037
1.3036,6.7100,52.35,125.00,0.024756
1.3886,6.7100,52.35,125.00,0.024534
1.4748,6.7100,52.35,125.00,0.024031
1.5590,6.7100,52.62,125.00,0.024413
1.6438,6.7100,52.89,125.00,0.023816
1.7264,6.7100,52.35,125.00,0.023709
1.8107,6.8610,52.35,125.00,0.023761
1.8962,7.0120,52.89,125.00,0.024084
1.9814,7.0120,53.15,125.00,0.023953
2.0658,7.0120,52.89,125.00,0.024479
2.1506,7.0120,52.62,125.00,0.023662
2.2350,7.0120,52.62,125.00,0.025224
2.3197,7.0120,52.62,125.00,0.023793
2.4045,7.0120,52.62,125.00,0.023976
2.4903,7.0120,53.42,125.00,0.024338
2.5747,7.0120,52.62,125.00,0.024468
2.6607,7.0120,53.15,125.00,0.024287
2.7458,7.0120,53.15,125.00,0.025171
2.8330,6.6490,52.89,125.00,0.024900
2.9158,6.6490,52.62,125.00,0.023096
2.9999,6.6490,53.15,125.00,0.023221
3.0843,6.6490,53.42,125.00,0.024147
3.1706,6.6490,53.15,125.00,0.025020
3.2578,6.6490,52.89,125.00,0.025542
3.3496,6.6490,53.42,125.00,0.025767
3.4390,6.6490,53.42,125.00,0.024856
3.5288,6.6490,53.69,125.00,0.024928
3.6188,6.6490,53.15,125.00,0.025075
3.7085,6.6490,53.15,125.00,0.025445
3.7982,6.7025,53.69,125.00,0.025568
3.8877,6.7560,53.69,125.00,0.025716
3.9744,6.7560,53.69,125.00,0.025674
4.0636,6.7560,53.69,125.00,0.025372
4.1513,6.7560,53.69,125.00,0.024871
4.2366,6.7560,53.42,125.00,0.023341
4.3193,6.7560,53.69,125.00,0.023664
4.4061,6.7560,53.69,125.00,0.024351
4.4938,6.7560,53.69,125.00,0.026128
4.5852,6.7560,53.69,125.00,0.025298
4.6747,6.7560,53.69,125.00,0.025152
4.7667,6.7560,53.69,125.00,0.024953
4.8578,6.7560,53.69,125.00,0.025193
4.9495,6.7560,53.69,125.00,0.025178
5.0377,6.7560,53.96,125.00,0.025606
5.1302,6.7560,53.69,125.00,0.025846
5.2184,6.7560,53.69,125.00,0.026028
5.3076,6.7560,53.69,125.00,0.025838
5.3942,6.7560,53.69,125.00,0.025175
5.4833,6.7560,53.69,125.00,0.024441
5.5659,6.7560,53.96,125.00,0.023335
5.6507,6.7560,53.69,125.00,0.023606
5.7358,6.7560,53.69,125.00,0.023811
5.8278,6.8550,53.96,125.00,0.026090
5.9178,6.8550,53.96,125.00,0.025889
6.0063,6.8550,53.69,125.00,0.024873
6.0902,6.8550,53.69,125.00,0.023817
6.1788,6.8550,53.96,125.00,0.025413
