Timestamp (s),Power (W),Temperature (°C),Memory (MB),Inference Time (s)
0.1944,0.0000,60.15,120.50,0.008967
0.2831,4.4700,60.69,121.00,0.008528
0.3584,4.4700,60.15,121.00,0.008343
0.4343,4.4700,60.42,121.00,0.008445
0.5115,4.4700,60.15,121.00,0.008769
0.5884,4.4700,61.22,121.00,0.008940
0.6643,4.4700,60.42,121.00,0.009185
0.7434,4.4700,60.69,121.00,0.008394
0.8230,4.4700,60.95,121.00,0.008401
0.8999,4.4700,61.22,121.00,0.008874
0.9754,4.4700,60.95,121.00,0.008429
1.0525,4.4700,60.42,121.00,0.008452
1.1281,4.4700,60.95,121.00,0.008425
1.2073,4.4700,60.69,121.00,0.008671
1.2859,5.9810,60.95,121.00,0.008779
1.3668,5.9810,60.95,121.00,0.008365
1.4422,5.9810,60.95,121.00,0.008424
1.5227,5.9810,61.22,121.00,0.007950
1.5999,5.9810,60.69,121.00,0.008780
1.6763,5.9810,61.22,121.00,0.008831
1.7502,5.9810,60.95,121.00,0.007900
1.8274,5.9810,60.95,121.00,0.008191
1.9034,5.9810,60.69,121.00,0.008046
1.9800,5.9810,60.95,121.00,0.008398
2.0565,5.9810,61.22,121.00,0.008131
2.1391,5.9810,61.22,121.00,0.008425
2.2201,5.9545,60.95,121.00,0.009222
2.3042,5.9280,60.95,121.00,0.008726
2.3848,5.9280,61.22,121.00,0.008482
2.4668,5.9280,61.22,121.00,0.008717
2.5430,5.9280,61.22,121.00,0.008082
2.6177,5.9280,61.22,121.00,0.008327
2.6960,5.9280,61.22,121.00,0.008836
2.7762,5.9280,61.49,121.00,0.008805
2.8580,5.9280,61.22,121.00,0.008530
2.9400,5.9280,61.49,121.00,0.008675
3.0204,5.9280,61.49,121.00,0.008368
3.1045,5.9280,61.22,121.00,0.008407
3.1831,5.9280,61.22,121.00,0.008904
3.2649,5.8890,61.22,121.00,0.008395
3.3461,5.8890,61.22,121.00,0.009133
3.4282,5.8890,61.22,121.00,0.008869
3.5094,5.8890,61.22,121.00,0.008420
3.5908,5.8890,61.22,122.00,0.008444
3.6708,5.8890,60.95,122.00,0.009020
3.7533,5.8890,61.22,122.00,0.009056
3.8348,5.8890,60.95,122.00,0.008674
