Timestamp (s),Power (W),Temperature (°C),Inference Time (s)
0.2358,0.0000,50.20,0.053502
0.2891,0.0000,50.46,0.045628
0.3389,0.0000,50.73,0.043383
0.3896,0.0000,51.27,0.043254
0.4398,0.0000,51.27,0.043532
0.4906,0.0000,51.54,0.043431
0.5408,0.0000,51.81,0.043505
0.5926,0.0000,51.54,0.044406
0.6430,0.0000,51.54,0.044034
0.6945,0.0000,51.54,0.044063
0.7441,0.0000,51.54,0.043125
0.7958,0.0000,51.54,0.044165
0.8458,0.0000,51.81,0.043280
0.8974,3.5250,52.08,0.044149
0.9476,7.0500,51.81,0.043127
0.9995,7.0500,51.54,0.044614
1.0500,7.0500,52.08,0.043686
1.1025,7.0500,52.62,0.044901
1.1529,7.0500,52.62,0.043661
1.2039,7.0500,52.35,0.043640
1.2536,7.0500,52.35,0.043233
1.3044,7.0500,52.62,0.043314
1.3543,7.0500,52.35,0.043189
1.4051,7.0500,52.62,0.043129
1.4549,7.0500,52.89,0.043141
1.5055,7.0500,52.62,0.043315
1.5556,7.0500,52.35,0.043581
1.6063,7.0500,52.35,0.043153
1.6564,7.0500,52.62,0.043533
1.7072,7.0500,52.62,0.043389
1.7543,7.0500,52.62,0.040642
1.8005,7.0500,52.62,0.039706
1.8476,7.0500,52.89,0.040016
1.8944,7.0500,52.62,0.040443
1.9424,7.0500,52.89,0.041384
1.9941,7.1110,52.89,0.044149
2.0443,7.1720,52.62,0.043426
2.0939,7.1720,52.62,0.043285
2.1454,7.1720,52.89,0.044083
2.1954,7.1720,52.89,0.043709
2.2463,7.1720,52.62,0.044251
2.2971,7.1720,53.15,0.043367
2.3485,7.1720,52.89,0.045057
2.3979,7.1720,52.89,0.042930
2.4494,7.1720,52.89,0.043891
2.4988,7.1720,53.42,0.042933
2.5465,7.1720,53.15,0.040403
2.5933,7.1720,53.15,0.040405
2.6400,7.1720,53.15,0.040518
2.6875,7.1720,53.15,0.040252
2.7347,7.1720,53.69,0.040931
2.7846,7.1720,53.42,0.043329
2.8350,7.1720,53.42,0.043023
2.8856,7.1395,53.42,0.044097
2.9347,7.1070,53.69,0.042305
2.9859,7.1070,53.42,0.043322
3.0361,7.1070,53.15,0.043667
3.0844,7.1070,53.69,0.041893
3.1314,7.1070,53.69,0.039897
3.1779,7.1070,53.69,0.040107
3.2249,7.1070,53.42,0.040843
3.2726,7.1070,53.69,0.040430
3.3196,7.1070,53.69,0.040873
3.3698,7.1070,53.69,0.043742
3.4200,7.1070,53.69,0.042828
3.4710,7.1070,53.42,0.044560
3.5215,7.1070,53.42,0.043928
3.5726,7.1070,53.69,0.043821
3.6222,7.1070,53.69,0.043028
3.6728,7.1070,53.69,0.044114
3.7237,7.1070,53.69,0.043583
3.7753,7.1070,53.69,0.045052
3.8239,7.1070,53.69,0.042143
3.8712,7.1070,53.69,0.040084
3.9176,7.1070,53.69,0.040018
3.9637,7.1070,53.42,0.039957
4.0115,7.1070,53.96,0.040468
4.0580,7.1070,53.69,0.039925
4.1070,7.1145,53.69,0.042578
4.1577,7.1220,53.69,0.042943
4.2073,7.1220,53.69,0.043408
4.2577,7.1220,53.69,0.043857
4.3090,7.1220,53.96,0.043526
4.3602,7.1220,53.69,0.044640
4.4099,7.1220,53.69,0.043157
4.4606,7.1220,53.69,0.043134
4.5101,7.1220,53.69,0.043177
4.5596,7.1220,53.96,0.042954
4.6109,7.1220,53.96,0.043805
4.6607,7.1220,53.96,0.043270
4.7108,7.1220,53.69,0.043638
4.7614,7.1220,54.23,0.043144
4.8120,7.1220,53.69,0.044117
4.8615,7.1220,54.23,0.043075
4.9130,7.1600,53.96,0.043483
4.9627,7.1600,53.69,0.043236
5.0138,7.1600,54.23,0.044665
5.0647,7.1600,53.69,0.043414
5.1153,7.1600,53.96,0.044123
5.1664,7.1600,53.96,0.043603
5.2171,7.1600,53.96,0.044088
5.2648,7.1600,53.69,0.040445
5.3160,7.1600,53.69,0.040223
5.3624,7.1600,53.96,0.040122
5.4107,7.1600,53.96,0.040983
5.4582,7.1600,53.96,0.041075
5.5065,7.1600,54.50,0.041857
5.5575,7.1600,53.69,0.043556
5.6083,7.1600,54.23,0.044554
5.6585,7.1600,54.23,0.043601
5.7111,7.1600,54.23,0.045308
5.7611,7.1600,53.96,0.043355
5.8120,7.1600,53.96,0.044659
5.8636,7.1600,53.96,0.044217
5.9124,7.1800,53.69,0.041752
5.9595,7.1800,53.69,0.040025
6.0063,7.1800,53.69,0.040520
6.0529,7.1800,53.96,0.040334
6.1004,7.1800,53.96,0.040397
6.1477,7.1800,54.23,0.041050
6.1969,7.1800,53.96,0.042927
6.2476,7.1800,53.96,0.043109
6.2978,7.1800,53.96,0.043627
6.3477,7.1800,54.23,0.043365
6.3983,7.1800,53.96,0.043070
6.4464,7.1800,54.23,0.041734
6.4933,7.1800,53.96,0.040494
6.5413,7.1800,54.50,0.040376
6.5886,7.1800,53.69,0.040983
6.6377,7.1800,53.96,0.042747
6.6889,7.1800,54.23,0.043770
6.7398,7.1800,54.77,0.044350
6.7896,7.1800,54.50,0.043452
6.8409,7.1800,53.96,0.043806
6.8919,7.1570,53.69,0.044515
6.9423,7.1340,54.77,0.043538
6.9933,7.1340,54.50,0.043532
7.0445,7.1340,53.96,0.044999
7.0949,7.1340,54.50,0.043927
7.1469,7.1340,54.23,0.044721
7.1970,7.1340,54.23,0.043465
7.2483,7.1340,54.23,0.044182
7.2992,7.1340,54.23,0.044381
7.3504,7.1340,54.23,0.043658
7.4008,7.1340,54.23,0.043901
7.4529,7.1340,54.50,0.044428
7.5007,7.1340,54.50,0.041504
7.5470,7.1340,54.23,0.040035
7.5949,7.1340,53.96,0.040472
7.6425,7.1340,54.77,0.041163
7.6905,7.1340,54.50,0.041646
7.7427,7.1340,54.23,0.044451
7.7932,7.1340,54.50,0.043949
7.8434,7.1340,54.77,0.043885
7.8949,7.1645,54.77,0.043858
7.9456,7.1950,54.77,0.043891
7.9960,7.1950,54.77,0.043482
8.0472,7.1950,54.50,0.043496
8.0978,7.1950,54.50,0.044164
8.1480,7.1950,54.23,0.042923
8.1981,7.1950,54.77,0.043590
8.2493,7.1950,54.23,0.043521
8.2994,7.1950,54.77,0.043632
8.3503,7.1950,54.23,0.043483
8.4008,7.1950,54.23,0.043991
8.4519,7.1950,54.77,0.043593
8.5026,7.1950,54.77,0.044175
8.5537,7.1950,54.50,0.043422
8.6034,7.1950,54.23,0.043051
8.6543,7.1950,54.77,0.043454
8.7049,7.1950,54.50,0.044143
8.7558,7.1950,54.77,0.043493
8.8065,7.1950,54.23,0.044201
8.8573,7.1950,54.77,0.043444
8.9088,7.1375,54.50,0.045206
8.9601,7.0800,54.77,0.043478
9.0106,7.0800,54.77,0.043924
9.0618,7.0800,54.50,0.043763
9.1120,7.0800,54.77,0.043694
9.1627,7.0800,54.77,0.043284
9.2127,7.0800,54.77,0.043485
9.2635,7.0800,54.77,0.043496
9.3136,7.0800,54.77,0.043696
9.3647,7.0800,54.77,0.043630
9.4148,7.0800,54.77,0.043779
9.4654,7.0800,54.77,0.043229
9.5159,7.0800,54.77,0.044098
9.5662,7.0800,54.77,0.043109
9.6174,7.0800,54.77,0.044830
9.6684,7.0800,54.77,0.043495
9.7178,7.0800,54.77,0.043066
9.7687,7.0800,54.23,0.043460
9.8192,7.0800,55.04,0.044049
9.8706,7.1355,54.77,0.043985
9.9217,7.1910,54.77,0.044289
9.9721,7.1910,54.50,0.043024
10.0218,7.1910,54.50,0.043287
10.0732,7.1910,54.50,0.044018
10.1246,7.1910,54.77,0.045073
10.2414,7.1910,54.50,0.043377
10.2913,7.1910,54.77,0.043667
10.3425,7.1910,54.23,0.043640
10.3925,7.1910,54.77,0.043661
10.4438,7.1910,54.23,0.043869
10.4935,7.1910,54.77,0.043284
10.5414,7.1910,54.50,0.040581
10.5878,7.1910,55.04,0.040323
10.6347,7.1910,55.04,0.040713
10.6824,7.1910,55.31,0.040401
10.7297,7.1910,55.04,0.041043
10.7777,7.1910,54.77,0.041881
10.8289,7.1910,55.31,0.043880
10.8795,7.1755,54.77,0.044023
10.9310,7.1600,54.23,0.043944
10.9796,7.1600,54.50,0.042198
11.0300,7.1600,54.77,0.043885
11.0810,7.1600,54.77,0.043417
11.1316,7.1600,54.77,0.044128
11.1824,7.1600,54.77,0.043164
11.2322,7.1600,55.04,0.043367
11.2825,7.1600,54.50,0.043029
11.3329,7.1600,54.77,0.044029
11.3834,7.1600,55.04,0.043144
11.4337,7.1600,54.77,0.043799
11.4843,7.1600,55.58,0.043118
11.5340,7.1600,55.04,0.043422
11.5854,7.1600,55.04,0.043761
11.6357,7.1600,55.04,0.044042
11.6867,7.1600,54.77,0.043610
11.7362,7.1600,54.77,0.043143
11.7867,7.1600,54.77,0.043175
11.8366,7.1600,54.77,0.043461
11.8890,7.1335,54.77,0.044801
11.9396,7.1070,54.77,0.043917
11.9901,7.1070,55.04,0.043112
12.0405,7.1070,55.31,0.043896
12.0920,7.1070,55.04,0.044270
12.1426,7.1070,55.04,0.044098
12.1935,7.1070,55.04,0.043412
12.2428,7.1070,55.04,0.043021
12.2943,7.1070,55.04,0.044119
12.3453,7.1070,54.77,0.044072
12.3964,7.1070,55.04,0.043527
12.4461,7.1070,54.77,0.043264
12.4970,7.1070,54.77,0.043505
12.5467,7.1070,55.04,0.043423
12.5980,7.1070,54.77,0.043721
12.6477,7.1070,55.31,0.043025
12.6986,7.1070,54.77,0.043364
12.7487,7.1070,55.58,0.043411
12.7999,7.1070,54.77,0.043694
12.8502,7.1070,55.04,0.043884
12.9020,7.1415,55.04,0.044163
12.9529,7.1760,54.50,0.044175
13.0039,7.1760,54.77,0.043362
13.0545,7.1760,55.04,0.044255
13.1048,7.1760,54.77,0.042942
13.1547,7.1760,55.31,0.043566
13.2061,7.1760,54.77,0.043929
13.2564,7.1760,55.04,0.044101
13.3079,7.1760,54.77,0.044008
13.3576,7.1760,54.77,0.043461
13.4091,7.1760,55.04,0.044007
13.4591,7.1760,55.31,0.043729
13.5111,7.1760,55.04,0.044488
13.5604,7.1760,55.31,0.043030
13.6116,7.1760,54.77,0.043719
13.6627,7.1760,54.77,0.044755
13.7145,7.1760,54.77,0.044183
13.7647,7.1760,54.77,0.043888
13.8159,7.1760,55.04,0.043865
13.8660,7.1530,55.31,0.043754
13.9171,7.1300,55.04,0.043213
13.9667,7.1300,55.04,0.043133
14.0139,7.1300,55.58,0.040055
14.0611,7.1300,54.77,0.040758
14.1081,7.1300,55.31,0.040782
14.1558,7.1300,55.58,0.040424
14.2039,7.1300,55.04,0.041811
14.2536,7.1300,55.04,0.043325
14.3040,7.1300,55.31,0.042899
14.3537,7.1300,55.31,0.043307
14.4030,7.1300,55.31,0.042793
14.4544,7.1300,55.31,0.043840
14.5050,7.1300,55.04,0.044094
14.5548,7.1300,55.04,0.043285
14.6059,7.1300,55.31,0.043558
14.6554,7.1300,55.84,0.043000
14.7058,7.1300,55.04,0.043891
14.7566,7.1300,55.31,0.043388
14.8047,7.1300,55.31,0.041660
14.8506,7.1300,55.31,0.039828
14.8982,7.1300,55.31,0.040329
14.9446,7.1300,55.04,0.039948
14.9912,7.1300,55.04,0.040465
15.0391,7.1300,55.31,0.040673
15.0891,7.1300,55.31,0.043571
15.1399,7.1720,55.58,0.043782
15.1909,7.1720,55.04,0.043518
15.2412,7.1720,55.31,0.043876
15.2910,7.1720,55.04,0.043524
15.3428,7.1720,55.58,0.044323
15.3929,7.1720,55.58,0.043710
15.4438,7.1720,55.04,0.044646
15.4943,7.1720,55.31,0.043166
15.5451,7.1720,55.31,0.044398
15.5943,7.1720,55.04,0.042780
15.6452,7.1720,55.58,0.043639
15.6951,7.1720,55.04,0.043494
15.7465,7.1720,55.84,0.044995
15.7967,7.1720,55.04,0.042903
15.8472,7.1720,55.84,0.044215
15.8991,7.1645,54.77,0.044525
15.9499,7.1570,55.31,0.044031
16.0006,7.1570,55.58,0.043275
16.0501,7.1570,55.04,0.043126
16.1007,7.1570,55.04,0.043387
16.1508,7.1570,55.04,0.043846
16.2014,7.1570,55.31,0.043184
16.2479,7.1570,55.58,0.040058
16.2944,7.1570,55.31,0.040159
16.3426,7.1570,54.77,0.040699
16.3897,7.1570,55.31,0.040862
16.4377,7.1570,55.58,0.041743
16.4875,7.1570,54.77,0.042550
16.5374,7.1570,55.58,0.043439
16.5876,7.1570,55.04,0.043738
16.6385,7.1570,55.58,0.043617
16.6884,7.1570,55.84,0.043465
16.7376,7.1570,55.31,0.042876
16.7895,7.1570,55.04,0.044445
16.8398,7.1570,55.84,0.044146
16.8900,7.1645,55.84,0.043802
16.9409,7.1720,55.84,0.043244
16.9913,7.1720,55.58,0.044142
17.0394,7.1720,55.58,0.041672
17.0866,7.1720,55.84,0.040069
17.1328,7.1720,55.84,0.039858
17.1800,7.1720,55.84,0.041066
17.2290,7.1720,55.04,0.041668
17.2786,7.1720,55.58,0.043480
17.3289,7.1720,55.58,0.043602
17.3795,7.1720,55.04,0.043120
17.4266,7.1720,55.58,0.040604
17.4732,7.1720,55.31,0.040279
17.5214,7.1720,55.84,0.041009
17.5689,7.1720,55.31,0.040931
17.6175,7.1720,55.84,0.042402
17.6680,7.1720,55.31,0.043052
17.7178,7.1720,55.31,0.043091
17.7647,7.1720,55.31,0.040441
17.8120,7.1720,55.58,0.040360
17.8592,7.1720,55.84,0.040972
17.9066,7.1720,55.84,0.041140
17.9560,7.1720,55.31,0.042081
18.0068,7.1795,55.58,0.044460
18.0573,7.1870,55.84,0.043493
18.1082,7.1870,55.84,0.043546
18.1580,7.1870,55.04,0.043277
18.2091,7.1870,55.84,0.044624
18.2597,7.1870,55.31,0.043089
18.3102,7.1870,55.58,0.044192
18.3601,7.1870,55.84,0.043479
18.4119,7.1870,55.31,0.044404
18.4622,7.1870,55.84,0.043910
18.5127,7.1870,54.77,0.044242
18.5640,7.1870,55.31,0.043682
18.6151,7.1870,55.31,0.044796
18.6660,7.1870,55.84,0.043466
18.7165,7.1870,55.58,0.044116
18.7669,7.1870,55.58,0.043063
18.8165,7.1870,55.58,0.043276
18.8675,7.2060,55.84,0.043881
18.9174,7.2250,56.11,0.042949
18.9676,7.2250,55.84,0.042747
19.0163,7.2250,55.84,0.042358
19.0654,7.2250,55.84,0.042667
19.1168,7.2250,55.84,0.043681
19.1663,7.2250,55.58,0.043181
19.2173,7.2250,55.31,0.043298
19.2663,7.2250,55.84,0.042675
19.3159,7.2250,55.58,0.043062
19.3679,7.2250,55.84,0.044613
19.4173,7.2250,55.84,0.043151
19.4686,7.2250,55.84,0.043947
19.5182,7.2250,55.58,0.043392
19.5688,7.2250,55.84,0.043115
19.6185,7.2250,55.31,0.043339
19.6691,7.2250,55.58,0.043286
19.7195,7.2250,55.58,0.043962
19.7698,7.2250,55.84,0.042948
19.8195,7.2250,55.84,0.043283
19.8699,7.1830,55.58,0.042961
19.9186,7.1410,55.84,0.041862
19.9647,7.1410,55.84,0.039859
20.0122,7.1410,55.58,0.040453
20.0591,7.1410,55.84,0.040643
20.1059,7.1410,55.31,0.040093
20.1532,7.1410,55.31,0.040062
20.2021,7.1410,55.58,0.042739
20.2517,7.1410,55.58,0.043344
20.3046,7.1410,55.84,0.045364
20.3544,7.1410,55.84,0.043562
20.4046,7.1410,55.58,0.043664
20.4558,7.1410,56.11,0.044055
20.5055,7.1410,55.84,0.043218
20.5554,7.1410,55.04,0.043725
20.6062,7.1410,55.84,0.043251
20.6570,7.1410,55.84,0.044300
20.7065,7.1410,55.84,0.043087
20.7577,7.1410,55.84,0.043682
20.8064,7.1410,55.84,0.042102
20.8553,7.1410,55.84,0.042484
20.9052,7.1565,55.84,0.042382
20.9523,7.1720,55.84,0.040725
20.9984,7.1720,55.58,0.039911
21.0458,7.1720,56.11,0.040221
21.0923,7.1720,55.84,0.040371
21.1388,7.1720,55.84,0.040207
21.1907,7.1720,55.84,0.044518
21.2407,7.1720,55.84,0.043603
21.2918,7.1720,55.58,0.044662
21.3423,7.1720,55.84,0.043173
21.3933,7.1720,55.84,0.044502
21.4427,7.1720,55.84,0.043177
21.4941,7.1720,55.84,0.043863
21.5438,7.1720,56.11,0.043383
21.5952,7.1720,55.84,0.045042
21.6459,7.1720,55.58,0.043413
21.6965,7.1720,55.31,0.044134
21.7458,7.1720,55.84,0.042886
21.7931,7.1720,55.84,0.040011
21.8393,7.1720,55.84,0.040035
21.8865,7.1720,55.84,0.040961
21.9348,7.1720,55.84,0.041091
21.9850,7.1720,55.84,0.043700
22.0342,7.1720,55.84,0.042905
22.0853,7.1720,55.84,0.043709
22.1345,7.1720,55.84,0.042999
22.1847,7.1720,56.11,0.043945
22.2352,7.1720,56.11,0.043249
22.2857,7.1720,55.84,0.043958
22.3350,7.1720,56.11,0.042976
22.3863,7.1720,55.84,0.043846
22.4364,7.1720,55.84,0.043554
22.4854,7.1720,56.11,0.042732
22.5364,7.1720,55.58,0.043401
22.5869,7.1720,55.84,0.044281
22.6364,7.1720,55.84,0.043125
22.6869,7.1720,55.84,0.043178
22.7370,7.1720,55.58,0.043642
22.7865,7.1720,55.84,0.043254
22.8376,7.1720,55.84,0.043715
22.8884,7.1720,56.11,0.044334
22.9385,7.1720,56.11,0.043675
22.9890,7.1720,55.84,0.043154
23.0393,7.1720,55.84,0.043682
23.0895,7.1720,55.84,0.042815
23.1400,7.1720,56.11,0.044230
23.1922,7.1775,56.11,0.044793
23.2424,7.1830,55.84,0.043317
23.2937,7.1830,55.84,0.043931
23.3444,7.1830,55.84,0.044438
23.3949,7.1830,55.84,0.043290
23.4445,7.1830,55.84,0.043129
23.4952,7.1830,55.84,0.043294
23.5452,7.1830,55.84,0.043497
23.5959,7.1830,56.11,0.043127
23.6466,7.1830,55.58,0.044333
23.6972,7.1830,56.11,0.043089
23.7470,7.1830,55.84,0.043319
23.7981,7.1830,55.84,0.043819
23.8489,7.1830,55.84,0.044138
23.8995,7.1605,55.84,0.043327
23.9500,7.1380,55.84,0.043797
24.0006,7.1380,56.11,0.043284
24.0512,7.1380,55.84,0.044174
24.1015,7.1380,55.84,0.042825
24.1525,7.1380,55.84,0.044876
24.2027,7.1380,55.84,0.042954
24.2531,7.1380,55.84,0.044096
24.3045,7.1380,56.11,0.043885
24.3551,7.1380,55.84,0.044253
24.4060,7.1380,55.84,0.043385
24.4562,7.1380,56.38,0.043821
24.5066,7.1380,55.84,0.042985
24.5578,7.1380,56.11,0.044692
24.6087,7.1380,55.84,0.043317
24.6599,7.1380,56.11,0.044638
24.7107,7.1380,56.11,0.043473
24.7615,7.1380,55.84,0.044388
24.8125,7.1380,55.84,0.043405
24.8631,7.1570,55.84,0.044105
24.9144,7.1760,55.84,0.043313
24.9650,7.1760,56.11,0.043805
25.0160,7.1760,55.84,0.043324
25.0659,7.1760,56.11,0.043688
25.1173,7.1760,56.38,0.043814
25.1678,7.1760,56.11,0.044183
25.2191,7.1760,56.38,0.043869
25.2701,7.1760,56.38,0.044467
25.3214,7.1760,56.11,0.043770
25.3712,7.1760,55.84,0.043721
25.4221,7.1760,55.84,0.043266
25.4725,7.1760,56.11,0.044143
25.5237,7.1760,55.84,0.043891
25.5735,7.1760,55.84,0.043458
25.6218,7.1760,55.84,0.040980
25.6685,7.1760,55.84,0.040240
25.7165,7.1760,55.84,0.041362
25.7671,7.1760,56.11,0.043442
25.8172,7.1760,55.84,0.043708
25.8673,7.1665,56.38,0.043854
25.9188,7.1570,55.84,0.043598
25.9686,7.1570,56.11,0.043373
26.0189,7.1570,55.84,0.043815
26.0696,7.1570,55.84,0.043249
26.1199,7.1570,55.84,0.044045
26.1705,7.1570,55.84,0.043420
26.2206,7.1570,55.84,0.043629
26.2707,7.1570,55.84,0.042927
26.3211,7.1570,56.11,0.043978
26.3725,7.1570,56.11,0.044168
26.4226,7.1570,55.84,0.043743
26.4739,7.1570,55.84,0.043788
26.5247,7.1570,56.11,0.044375
26.5731,7.1570,55.84,0.041253
26.6190,7.1570,55.84,0.039705
26.6658,7.1570,55.84,0.040412
26.7137,7.1570,55.84,0.040702
26.7600,7.1570,55.84,0.040210
26.8072,7.1570,55.84,0.040750
26.8581,7.1570,55.84,0.043631
26.9092,7.2560,56.11,0.044386
26.9583,7.2560,56.11,0.042850
27.0098,7.2560,55.84,0.044274
27.0597,7.2560,56.38,0.043530
27.1096,7.2560,56.11,0.043484
27.1602,7.2560,56.11,0.043137
27.2107,7.2560,55.84,0.044070
27.2604,7.2560,56.11,0.043247
27.3114,7.2560,55.84,0.043743
27.3614,7.2560,55.84,0.043622
27.4117,7.2560,56.11,0.044025
27.4624,7.2560,56.38,0.043345
27.5123,7.2560,56.38,0.043412
27.5624,7.2560,55.84,0.043391
27.6132,7.2560,56.11,0.043280
27.6632,7.2560,56.11,0.043710
27.7148,7.2560,55.84,0.044116
27.7648,7.2560,56.38,0.043332
27.8151,7.2560,55.84,0.043028
27.8653,7.2560,55.84,0.043783
27.9164,7.2560,55.84,0.043846
27.9659,7.2560,56.38,0.043110
28.0167,7.2560,55.84,0.043387
28.0679,7.2560,55.84,0.044832
28.1185,7.2560,55.84,0.043282
28.1684,7.2560,55.84,0.043457
28.2196,7.2560,56.38,0.043895
28.2696,7.2560,56.38,0.043651
28.3223,7.2560,56.38,0.045270
28.3727,7.2560,56.11,0.043731
28.4238,7.2560,56.38,0.043780
28.4737,7.2560,56.11,0.043355
28.5243,7.2560,55.84,0.043188
28.5748,7.2560,56.38,0.044175
28.6259,7.2560,56.38,0.043639
28.6759,7.2560,56.11,0.043614
28.7265,7.2560,56.11,0.043096
28.7744,7.2560,56.11,0.041318
28.8210,7.2560,56.65,0.040337
28.8688,7.2560,56.11,0.040686
28.9153,7.2560,56.11,0.040324
28.9624,7.2560,55.84,0.040800
29.0147,7.2560,56.11,0.044576
29.0625,7.2560,56.38,0.041121
29.1087,7.2560,55.84,0.039973
29.1562,7.2560,56.65,0.040396
29.2024,7.2560,56.38,0.040125
29.2489,7.2560,56.65,0.040226
29.2975,7.2560,56.11,0.041190
29.3489,7.1950,56.38,0.044988
29.3994,7.1340,56.11,0.043541
29.4504,7.1340,56.11,0.043723
29.5009,7.1340,56.11,0.044187
29.5506,7.1340,56.11,0.043391
29.6016,7.1340,55.84,0.043601
29.6525,7.1340,56.38,0.044632
29.7022,7.1340,56.65,0.043374
29.7525,7.1340,56.11,0.042784
29.8022,7.1340,56.11,0.043443
29.8513,7.1340,55.84,0.042703
29.9031,7.1360,56.11,0.044349
29.9537,7.1380,56.11,0.043787
30.0035,7.1380,55.84,0.043243
30.0543,7.1380,56.38,0.043604
30.1042,7.1380,56.11,0.043262
30.1535,7.1380,56.38,0.043057
30.2043,7.1380,56.11,0.043566
30.2545,7.1380,56.11,0.043738
30.3055,7.1380,56.38,0.044519
30.3564,7.1380,56.38,0.043653
30.4062,7.1380,56.38,0.043461
30.4572,7.1380,56.38,0.043695
30.5075,7.1380,55.84,0.044092
30.5583,7.1380,55.84,0.043469
30.6087,7.1380,56.11,0.043793
30.6602,7.1380,56.65,0.044037
30.7106,7.1380,56.38,0.044028
30.7615,7.1380,56.11,0.043490
30.8120,7.1380,56.11,0.044202
30.8622,7.1685,56.38,0.042934
30.9128,7.1990,56.38,0.043762
30.9640,7.1990,56.65,0.043931
31.0149,7.1990,56.65,0.044518
31.0651,7.1990,56.11,0.042748
31.1157,7.1990,56.65,0.044345
31.1657,7.1990,56.11,0.042667
31.2159,7.1990,56.11,0.044073
31.2673,7.1990,56.38,0.043838
31.3185,7.1990,56.38,0.044708
31.3654,7.1990,56.38,0.039628
31.4118,7.1990,56.65,0.040247
31.4590,7.1990,56.11,0.040775
31.5067,7.1990,56.38,0.040581
31.5542,7.1990,56.11,0.041090
31.6024,7.1990,56.11,0.041923
31.6537,7.1990,55.84,0.043277
31.7012,7.1990,56.38,0.041235
31.7480,7.1990,55.84,0.040614
31.7960,7.1990,56.11,0.040844
31.8431,7.1990,56.11,0.040912
31.8909,7.1990,56.11,0.041470
31.9406,7.1990,56.38,0.042138
31.9915,7.2100,55.84,0.044135
32.0419,7.2100,56.38,0.043889
32.0919,7.2100,55.84,0.042718
32.1419,7.2100,56.38,0.043603
32.1913,7.2100,56.65,0.043052
32.2429,7.2100,56.11,0.044289
32.2927,7.2100,56.11,0.043220
32.3438,7.2100,56.11,0.044353
32.3940,7.2100,56.38,0.042974
32.4450,7.2100,56.65,0.044669
32.4949,7.2100,56.38,0.043336
32.5453,7.2100,56.38,0.043106
32.5948,7.2100,56.65,0.043174
32.6455,7.2100,56.38,0.044218
32.6942,7.2100,56.38,0.041631
32.7421,7.2100,56.65,0.041659
32.7914,7.2100,56.65,0.042954
32.8424,7.2100,56.65,0.043640
32.8920,7.1625,56.38,0.043176
32.9388,7.1150,56.38,0.040340
32.9865,7.1150,56.38,0.040475
33.0331,7.1150,56.11,0.040302
33.0802,7.1150,56.38,0.041048
33.1286,7.1150,55.84,0.041264
33.1791,7.1150,56.38,0.044158
33.2292,7.1150,56.38,0.043526
33.2803,7.1150,56.38,0.043587
33.3303,7.1150,56.11,0.043719
33.3816,7.1150,56.38,0.044695
33.4324,7.1150,56.65,0.043325
33.4828,7.1150,56.38,0.043901
33.5327,7.1150,56.38,0.043409
33.5838,7.1150,56.38,0.043818
33.6336,7.1150,56.38,0.043455
33.6844,7.1150,56.11,0.044472
33.7350,7.1150,56.65,0.043398
33.7813,7.1150,56.65,0.039793
33.8274,7.1150,56.92,0.039960
33.8747,7.1150,56.11,0.040185
33.9213,7.1150,56.38,0.040253
33.9703,7.1150,56.11,0.043015
34.0207,7.1280,56.11,0.042808
34.0712,7.1410,56.65,0.043849
34.1185,7.1410,56.38,0.040847
34.1674,7.1410,56.38,0.041724
34.2168,7.1410,56.65,0.043281
34.2667,7.1410,56.65,0.043555
34.3177,7.1410,56.65,0.043583
34.3677,7.1410,56.38,0.043761
34.4174,7.1410,55.84,0.043391
34.4682,7.1410,56.38,0.043513
34.5181,7.1410,56.92,0.043682
34.5679,7.1410,56.92,0.043254
34.6183,7.1410,56.65,0.042872
34.6684,7.1410,56.92,0.043678
34.7178,7.1410,56.38,0.043137
34.7683,7.1410,56.38,0.042871
34.8181,7.1410,56.65,0.043375
34.8689,7.1620,56.11,0.044122
34.9196,7.1830,56.38,0.043167
34.9702,7.1830,56.65,0.044213
35.0166,7.1830,56.38,0.039987
35.0640,7.1830,56.65,0.040325
35.1110,7.1830,56.92,0.040702
35.1574,7.1830,56.38,0.040120
35.2047,7.1830,56.65,0.040146
35.2523,7.1830,56.92,0.041459
35.3023,7.1830,56.65,0.043825
35.3533,7.1830,56.65,0.043432
35.4040,7.1830,56.38,0.044492
35.4533,7.1830,56.38,0.042954
35.5041,7.1830,56.38,0.043489
35.5538,7.1830,56.65,0.043263
35.6033,7.1830,56.38,0.043204
35.6544,7.1830,56.92,0.043615
35.7053,7.1830,56.65,0.044214
35.7550,7.1830,56.38,0.043503
35.8057,7.1830,56.92,0.043124
35.8560,7.1830,56.38,0.044010
35.9061,7.1985,56.38,0.043681
35.9572,7.2140,56.38,0.043267
36.0071,7.2140,56.65,0.043619
36.0572,7.2140,56.38,0.043470
36.1082,7.2140,56.11,0.043683
36.1584,7.2140,56.92,0.043802
36.2092,7.2140,56.65,0.043391
36.2598,7.2140,57.19,0.044365
36.3108,7.2140,56.92,0.043344
36.3611,7.2140,56.65,0.043881
36.4124,7.2140,56.65,0.044052
36.4590,7.2140,56.38,0.040363
36.5067,7.2140,56.11,0.041131
36.5569,7.2140,56.65,0.042747
36.6072,7.2140,56.65,0.043981
36.6568,7.2140,56.92,0.043240
36.7077,7.2140,56.65,0.043514
36.7586,7.2140,56.65,0.044493
36.8083,7.2140,56.65,0.043422
36.8597,7.2140,56.65,0.044069
36.9095,7.2140,56.38,0.043646
