Timestamp (s),Power (W),Temperature (°C),Memory (MB),Inference Time (s)
0.2084,0.0000,60.42,118.50,0.023166
0.3163,0.0000,60.42,119.00,0.022033
0.4068,0.0000,60.42,119.00,0.020790
0.4932,0.0000,60.95,119.00,0.019547
0.5796,0.0000,60.69,119.00,0.020246
0.6684,0.0000,60.95,119.00,0.020951
0.7620,0.0000,60.95,119.00,0.021114
0.8540,0.0000,61.22,119.00,0.020107
0.9427,0.0000,61.22,119.00,0.020123
1.0404,5.8970,60.95,119.00,0.021752
1.1325,5.8970,60.95,119.00,0.021423
1.2260,5.8970,61.22,119.00,0.021421
1.3189,5.8970,61.22,119.00,0.021216
1.4137,5.8970,61.22,119.00,0.021278
1.5033,5.8970,61.22,119.00,0.019597
1.5889,5.8970,60.95,119.00,0.019621
1.6739,5.8970,61.22,119.00,0.019898
1.7625,5.8970,60.95,119.00,0.019545
1.8564,5.8970,61.49,119.00,0.021779
1.9538,5.8970,61.49,119.50,0.021739
2.0467,5.9160,60.95,120.00,0.021557
2.1392,5.9160,61.22,120.00,0.021428
2.2322,5.9160,61.49,120.00,0.021097
2.3286,5.9160,61.49,120.00,0.021321
2.4213,5.9160,61.22,120.00,0.021256
2.5180,5.9160,61.49,120.00,0.021681
2.6084,5.9160,60.95,120.00,0.021769
2.7029,5.9160,61.49,120.00,0.021109
2.7975,5.9160,60.95,120.00,0.020662
2.8950,5.9160,61.49,120.00,0.022943
2.9863,5.9160,61.22,120.00,0.020260
3.0795,5.9160,61.49,120.00,0.021078
3.1653,5.9160,61.49,120.00,0.020451
3.2566,5.9160,61.76,120.00,0.020632
3.3431,5.9160,61.49,120.00,0.020708
3.4309,5.9160,61.76,120.00,0.021044
3.5169,5.9160,61.22,120.00,0.020310
3.6068,5.9160,61.22,120.00,0.020408
3.6970,5.9160,61.22,120.00,0.020587
3.7845,5.9160,61.49,120.00,0.020752
3.8704,5.9160,61.49,120.00,0.020694
3.9607,5.9160,61.76,120.00,0.020745
4.0478,5.9160,61.22,120.00,0.021197
4.1362,5.9160,61.22,120.00,0.021165
4.2225,5.9160,61.22,120.00,0.020766
4.3145,5.9120,61.22,120.00,0.021299
4.4033,5.9120,61.49,120.00,0.020835
4.4937,5.9120,61.22,120.00,0.021080
4.5788,5.9120,61.22,120.00,0.019786
4.6659,5.9120,61.76,120.00,0.020223
4.7537,5.9120,61.76,120.00,0.020390
4.8492,5.9120,61.76,120.00,0.021081
4.9411,5.9120,61.22,120.00,0.021121
5.0381,5.8700,61.49,120.00,0.021317
5.1312,5.8700,61.22,120.00,0.022171
5.2260,5.8700,61.22,120.00,0.022230
5.3205,5.8700,61.49,120.00,0.021940
5.4166,5.8700,61.76,120.00,0.021772
5.5087,5.8700,61.49,120.00,0.021010
5.6048,5.8700,61.49,120.00,0.021885
5.6951,5.8700,61.22,120.00,0.021712
5.7923,5.8700,61.22,120.00,0.021837
5.8864,5.8700,61.22,120.00,0.021420
5.9782,5.8700,61.22,120.00,0.019709
6.0652,5.8700,61.49,120.00,0.019948
6.1514,5.8700,61.49,120.00,0.019773
6.2419,5.8700,61.76,120.00,0.023049
6.3390,5.8700,61.76,120.00,0.022217
6.4337,5.8700,61.49,120.00,0.021897
6.5267,5.8700,61.22,120.00,0.021227
6.6206,5.8700,61.76,120.00,0.022074
6.7169,5.8700,61.22,120.00,0.021885
6.8108,5.8700,61.22,120.00,0.022129
6.9066,5.8700,61.49,120.00,0.021228
6.9980,5.8700,61.49,120.00,0.020436
7.0919,5.8700,61.22,120.00,0.021182
